WP, 01, 2020051118, 03, COTC, 000,  95N, 1288E,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 033
WP, 01, 2020051118, 03, COTC, 006, 100N, 1286E,  35, 1006, XX,  34, NEQ, 0215, 0000, 0000, 0203,    0,    0, 029
WP, 01, 2020051118, 03, COTC, 012, 113N, 1280E,  35, 1005, XX,  34, NEQ, 0095, 0000, 0000, 0184,    0,    0, 094
WP, 01, 2020051118, 03, COTC, 018, 118N, 1282E,  36, 1005, XX,  34, NEQ, 0035, 0192, 0195, 0000,    0,    0, 031
WP, 01, 2020051118, 03, COTC, 024, 119N, 1278E,  37, 1002, XX,  34, NEQ, 0000, 0000, 0020, 0061,    0,    0, 052
WP, 01, 2020051118, 03, COTC, 030, 119N, 1279E,  46,  998, XX,  34, NEQ, 0041, 0063, 0000, 0000,    0,    0, 022
WP, 01, 2020051118, 03, COTC, 036, 123N, 1277E,  51,  994, XX,  34, NEQ, 0058, 0082, 0025, 0054,    0,    0, 016
WP, 01, 2020051118, 03, COTC, 036, 123N, 1277E,  51,  994, XX,  50, NEQ, 0000, 0000, 0016, 0015,    0,    0, 016
WP, 01, 2020051118, 03, COTC, 042, 124N, 1273E,  65,  990, XX,  34, NEQ, 0261, 0091, 0013, 0231,    0,    0, 028
WP, 01, 2020051118, 03, COTC, 042, 124N, 1273E,  65,  990, XX,  50, NEQ, 0043, 0000, 0000, 0036,    0,    0, 028
WP, 01, 2020051118, 03, COTC, 042, 124N, 1273E,  65,  990, XX,  64, NEQ, 0029, 0000, 0000, 0000,    0,    0, 028
WP, 01, 2020051118, 03, COTC, 048, 125N, 1264E,  74,  983, XX,  34, NEQ, 0091, 0126, 0023, 0062,    0,    0, 019
WP, 01, 2020051118, 03, COTC, 048, 125N, 1264E,  74,  983, XX,  50, NEQ, 0054, 0028, 0000, 0028,    0,    0, 019
WP, 01, 2020051118, 03, COTC, 048, 125N, 1264E,  74,  983, XX,  64, NEQ, 0025, 0000, 0000, 0018,    0,    0, 019
WP, 01, 2020051118, 03, COTC, 054, 125N, 1256E,  80,  983, XX,  34, NEQ, 0118, 0077, 0017, 0092,    0,    0, 023
WP, 01, 2020051118, 03, COTC, 054, 125N, 1256E,  80,  983, XX,  50, NEQ, 0044, 0028, 0000, 0044,    0,    0, 023
WP, 01, 2020051118, 03, COTC, 054, 125N, 1256E,  80,  983, XX,  64, NEQ, 0026, 0016, 0000, 0022,    0,    0, 023
WP, 01, 2020051118, 03, COTC, 060, 129N, 1248E,  85,  977, XX,  34, NEQ, 0102, 0101, 0020, 0074,    0,    0, 017
WP, 01, 2020051118, 03, COTC, 060, 129N, 1248E,  85,  977, XX,  50, NEQ, 0061, 0030, 0011, 0021,    0,    0, 017
WP, 01, 2020051118, 03, COTC, 060, 129N, 1248E,  85,  977, XX,  64, NEQ, 0029, 0024, 0000, 0016,    0,    0, 017
WP, 01, 2020051118, 03, COTC, 066, 131N, 1240E,  87,  976, XX,  34, NEQ, 0106, 0128, 0031, 0087,    0,    0, 018
WP, 01, 2020051118, 03, COTC, 066, 131N, 1240E,  87,  976, XX,  50, NEQ, 0038, 0035, 0003, 0022,    0,    0, 018
WP, 01, 2020051118, 03, COTC, 066, 131N, 1240E,  87,  976, XX,  64, NEQ, 0028, 0000, 0000, 0016,    0,    0, 018
WP, 01, 2020051118, 03, COTC, 072, 135N, 1229E,  68,  981, XX,  34, NEQ, 0116, 0073, 0036, 0102,    0,    0, 022
WP, 01, 2020051118, 03, COTC, 072, 135N, 1229E,  68,  981, XX,  50, NEQ, 0038, 0019, 0005, 0013,    0,    0, 022
WP, 01, 2020051118, 03, COTC, 072, 135N, 1229E,  68,  981, XX,  64, NEQ, 0024, 0000, 0000, 0000,    0,    0, 022
WP, 01, 2020051118, 03, COTC, 078, 140N, 1220E,  69,  983, XX,  34, NEQ, 0135, 0058, 0043, 0082,    0,    0, 021
