SH, 12, 2013012218, 03, GFDN,   0, 193S, 1177E,  33,  996
SH, 12, 2013012218, 03, GFDN,   6, 199S, 1171E,  33,  995
SH, 12, 2013012218, 03, GFDN,  12, 204S, 1165E,  34,  996
SH, 12, 2013012218, 03, GFDN,  18, 209S, 1161E,  35,  996
SH, 12, 2013012218, 03, GFDN,  24, 215S, 1157E,  27,  998
SH, 12, 2013012218, 03, GFDN,  30, 218S, 1155E,  26,  999
SH, 12, 2013012218, 03, GFDN,  36, 220S, 1153E,  29, 1000
SH, 12, 2013012218, 03, GFDN,  42, 223S, 1150E,  30, 1000
SH, 12, 2013012218, 03, GFDN,  48, 228S, 1144E,  26, 1001
SH, 12, 2013012218, 03, GFDN,  54, 229S, 1138E,  24, 1002
SH, 12, 2013012218, 03, GFDN,  60, 229S, 1136E,  21, 1002
SH, 12, 2013012218, 03, GFDN,  66, 233S, 1130E,  23, 1002
SH, 12, 2013012218, 03, GFDN,  72, 235S, 1122E,  26, 1003
SH, 12, 2013012218, 03, GFDN,  78, 239S, 1114E,  22, 1004
SH, 12, 2013012218, 03, GFDN,  84, 242S, 1107E,  21, 1004
SH, 12, 2013012218, 03, GFDN,  90, 244S, 1101E,  25, 1005
SH, 12, 2013012218, 03, GFDN,  96, 240S, 1093E,  28, 1007
SH, 12, 2013012218, 03, GFDN, 102, 235S, 1079E,  27, 1008
SH, 12, 2013012218, 03, NGPS, 000, 193S, 1179E,  26, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 006, 198S, 1170E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 012, 205S, 1159E,  20, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 018, 209S, 1152E,  22, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 024, 209S, 1148E,  24, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 030, 207S, 1146E,  20, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 036, 209S, 1145E,  21, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 042, 205S, 1143E,  21, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 048, 203S, 1138E,  21, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 054, 204S, 1131E,  23, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 060, 208S, 1125E,  19, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 066, 209S, 1119E,  21, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 072, 209S, 1110E,  19, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 078, 212S, 1100E,  20, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 084, 217S, 1090E,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 090, 217S, 1080E,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 096, 216S, 1067E,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 102, 216S, 1051E,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 108, 218S, 1035E,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 114, 216S, 1018E,  27, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 120, 213S, 1001E,  25, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 126, 210S,  979E,  24, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012218, 03, NGPS, 132, 212S,  960E,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, GFDN,   0, 202S, 1178E,  37,  997
SH, 12, 2013012300, 03, GFDN,   6, 206S, 1166E,  32,  997
SH, 12, 2013012300, 03, GFDN,  12, 213S, 1157E,  31,  997
SH, 12, 2013012300, 03, GFDN,  18, 216S, 1155E,  25,  999
SH, 12, 2013012300, 03, GFDN,  24, 218S, 1154E,  24, 1001
SH, 12, 2013012300, 03, GFDN,  30, 218S, 1152E,  23, 1000
SH, 12, 2013012300, 03, GFDN,  36, 220S, 1150E,  34, 1001
SH, 12, 2013012300, 03, GFDN,  42, 217S, 1147E,  22, 1002
SH, 12, 2013012300, 03, GFDN,  48, 218S, 1141E,  21, 1003
SH, 12, 2013012300, 03, GFDN,  54, 219S, 1137E,  19, 1003
SH, 12, 2013012300, 03, GFDN,  60, 221S, 1129E,  21, 1003
SH, 12, 2013012300, 03, GFDN,  66, 223S, 1122E,  21, 1004
SH, 12, 2013012300, 03, GFDN,  72, 226S, 1109E,  23, 1005
SH, 12, 2013012300, 03, GFDN,  78, 227S, 1097E,  22, 1005
SH, 12, 2013012300, 03, GFDN,  84, 226S, 1084E,  23, 1006
SH, 12, 2013012300, 03, GFDN,  90, 220S, 1071E,  25, 1008
SH, 12, 2013012300, 03, NG01, 000, 198S, 1177E,  20, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 006, 206S, 1170E,  24, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 012, 210S, 1168E,  18, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 018, 215S, 1165E,  19, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 024, 221S, 1162E,  16, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 030, 229S, 1162E,  18, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 036, 229S, 1162E,  16, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 042, 229S, 1155E,  17, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 048, 232S, 1144E,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 054, 241S, 1139E,  17, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 060, 240S, 1133E,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 066, 240S, 1125E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 072, 240S, 1113E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 078, 243S, 1103E,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG01, 084, 240S, 1098E,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 000, 191S, 1176E,  17, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 006, 200S, 1169E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 012, 203S, 1166E,  18, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 018, 207S, 1164E,  16, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 024, 210S, 1162E,  16, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 030, 213S, 1165E,  17, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 036, 209S, 1164E,  16, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 042, 205S, 1160E,  14, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 048, 202S, 1150E,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 054, 206S, 1144E,  14, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 060, 201S, 1137E,  16, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 066, 200S, 1128E,  13, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 12, 2013012300, 03, NG02, 072, 199S, 1114E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
