SH, 20, 2021021000, 03, AC00, 000, 255S, 1777W,  46,  988, XX,  34, NEQ, 0221, 0180, 0125, 0000
SH, 20, 2021021000, 03, AC00, 006, 273S, 1775W,  47,  987, XX,  34, NEQ, 0229, 0191, 0133, 0109
SH, 20, 2021021000, 03, AC00, 012, 290S, 1769W,  47,  990, XX,  34, NEQ, 0206, 0179, 0133, 0122
SH, 20, 2021021000, 03, AC00, 018, 309S, 1764W,  45,  991, XX,  34, NEQ, 0194, 0176, 0097, 0144
SH, 20, 2021021000, 03, AC00, 024, 325S, 1755W,  41,  994, XX,  34, NEQ, 0143, 0152, 0000, 0092
SH, 20, 2021021000, 03, AC00, 030, 346S, 1743W,  40,  996, XX,  34, NEQ, 0144, 0127, 0000, 0000
SH, 20, 2021021000, 03, AC00, 036, 360S, 1733W,  36,  999, XX,  34, NEQ, 0107, 0094, 0000, 0000
SH, 20, 2021021000, 03, AC00, 042, 372S, 1718W,  31, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 048, 383S, 1701W,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 054, 390S, 1682W,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 060, 391S, 1662W,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 066, 396S, 1642W,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 072, 410S, 1629W,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 078, 430S, 1614W,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 084, 435S, 1612W,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 090, 428S, 1606W,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 096, 421S, 1612W,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 102, 403S, 1611W,  30, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 108, 385S, 1599W,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 114, 384S, 1580W,  20, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 120, 393S, 1564W,  22, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 126, 399S, 1558W,  26, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 132, 403S, 1557W,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 138, 406S, 1558W,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 20, 2021021000, 03, AC00, 144, 402S, 1541W,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
