CP, 81, 2006070406, 01, CARQ, -24, 188N, 1462W,  20,    0, TS,  34, AAA,    0,    0,    0,    0, 
CP, 81, 2006070406, 01, CARQ, -18, 188N, 1468W,  20,    0, TS,  34, AAA,    0,    0,    0,    0, 
CP, 81, 2006070406, 01, CARQ, -12, 188N, 1474W,  25,    0, TS,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 275,   6, 
CP, 81, 2006070406, 01, CARQ,  -6, 189N, 1481W,  25,    0, TS,  34, AAA,    0,    0,    0,    0, 
CP, 81, 2006070406, 01, CARQ,   0, 189N, 1488W,  35, 1006, TS,  34, NEQ,   40,   40,   40,   40, 1008,  150,   0,   0,   0,   C,   0,   X, 275,   6,    JEFFREY, D, 
CP, 81, 2006070406, 01, CARQ,   0, 189N, 1488W,  35, 1006, TS,  50, NEQ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,   C,   0,   X, 275,   6,    JEFFREY, D, 
CP, 81, 2006070406, 01, CARQ,   0, 189N, 1488W,  35, 1006, TS,  64, NEQ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,   C,   0,   X, 275,   6,    JEFFREY, D, 
CP, 81, 2006070406, 03, BAMD,  12, 201N, 1466W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMD,  24, 213N, 1445W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMD,  36, 227N, 1426W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMD,  48, 242N, 1415W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMD,  60, 259N, 1406W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMD,  72, 275N, 1401W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMD,  84, 291N, 1394W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMD,  96, 307N, 1381W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMD, 108, 315N, 1362W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMD, 120, 314N, 1343W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM,  12, 192N, 1502W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM,  24, 194N, 1516W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM,  36, 195N, 1530W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM,  48, 195N, 1544W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM,  60, 195N, 1558W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM,  72, 195N, 1571W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM,  84, 196N, 1587W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM,  96, 198N, 1604W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM, 108, 201N, 1623W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMM, 120, 204N, 1644W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMS,  12, 183N, 1520W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMS,  24, 177N, 1557W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMS,  36, 175N, 1592W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMS,  48, 173N, 1625W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMS,  60, 173N, 1658W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMS,  72, 175N, 1690W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 81, 2006070406, 03, BAMS,  84, 177N, 1721W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
