IO, 04, 2017120818, 03, CTCX, 000, 182N,  867E,  40, 1005, XX,  34, NEQ, 0099, 0097, 0000, 0000,    0,    0, 057
IO, 04, 2017120818, 03, CTCX, 006, 192N,  869E,  34, 1005, XX,  34, NEQ, 0173, 0000, 0000, 0000,    0,    0, 032
IO, 04, 2017120818, 03, CTCX, 012, 198N,  869E,  30, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 019
IO, 04, 2017120818, 03, CTCX, 018, 206N,  870E,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 022
IO, 04, 2017120818, 03, CTCX, 024, 213N,  875E,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 020
IO, 04, 2017120818, 03, CTCX, 030, 218N,  880E,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
IO, 04, 2017120818, 03, CTCX, 036, 221N,  881E,  16, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 102
IO, 04, 2017120818, 03, CTCX, 042, 226N,  886E,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
IO, 04, 2017120818, 03, CTCX, 048, 238N,  897E,  10, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 070
IO, 04, 2017120900, 03, COTC, 000, 192N,  861E,  40, 1004, XX,  34, NEQ, 0108, 0106, 0000, 0000,    0,    0, 073
IO, 04, 2017120900, 03, COTC, 006, 199N,  862E,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 091
IO, 04, 2017120900, 03, COTC, 012, 205N,  862E,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 092
IO, 04, 2017120900, 03, COTC, 018, 217N,  868E,  14, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
IO, 04, 2017120900, 03, COTC, 024, 229N,  869E,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
IO, 04, 2017120900, 03, COTC, 030, 230N,  867E,  13, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
IO, 04, 2017120900, 03, COTC, 036, 226N,  875E,  12, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 104
IO, 04, 2017120900, 03, COTC, 042, 224N,  879E,  12, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 103
IO, 04, 2017120900, 03, CTCX, 000, 191N,  868E,  40, 1003, XX,  34, NEQ, 0092, 0087, 0000, 0000,    0,    0, 052
IO, 04, 2017120900, 03, CTCX, 006, 201N,  872E,  35, 1006, XX,  34, NEQ, 0000, 0000, 0036, 0000,    0,    0, 031
IO, 04, 2017120900, 03, CTCX, 012, 206N,  868E,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 043
IO, 04, 2017120900, 03, CTCX, 018, 210N,  872E,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 014
IO, 04, 2017120900, 03, CTCX, 024, 213N,  874E,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
IO, 04, 2017120900, 03, CTCX, 030, 220N,  877E,  21, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
