WP, 16, 2018073012, 03, CTCX, 000, 285N, 1524E,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 086
WP, 16, 2018073012, 03, CTCX, 006, 296N, 1527E,  48, 1000, XX,  34, NEQ, 0189, 0245, 0000, 0000,    0,    0, 042
WP, 16, 2018073012, 03, CTCX, 012, 307N, 1524E,  36, 1000, XX,  34, NEQ, 0153, 0269, 0000, 0000,    0,    0, 100
WP, 16, 2018073012, 03, CTCX, 018, 319N, 1514E,  34,  999, XX,  34, NEQ, 0000, 0215, 0000, 0161,    0,    0, 064
WP, 16, 2018073012, 03, CTCX, 024, 327N, 1506E,  34,  998, XX,  34, NEQ, 0218, 0000, 0000, 0000,    0,    0, 077
WP, 16, 2018073012, 03, CTCX, 030, 338N, 1497E,  33,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 028
WP, 16, 2018073012, 03, CTCX, 036, 345N, 1494E,  39,  997, XX,  34, NEQ, 0000, 0000, 0046, 0000,    0,    0, 038
WP, 16, 2018073012, 03, CTCX, 042, 352N, 1499E,  32,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 069
WP, 16, 2018073012, 03, CTCX, 048, 360N, 1504E,  35,  998, XX,  34, NEQ, 0000, 0073, 0037, 0000,    0,    0, 037
WP, 16, 2018073012, 03, CTCX, 054, 367N, 1516E,  35,  998, XX,  34, NEQ, 0000, 0036, 0076, 0000,    0,    0, 034
WP, 16, 2018073012, 03, CTCX, 060, 378N, 1530E,  36, 1000, XX,  34, NEQ, 0000, 0072, 0000, 0000,    0,    0, 066
WP, 16, 2018073012, 03, CTCX, 066, 391N, 1549E,  41, 1000, XX,  34, NEQ, 0000, 0089, 0000, 0000,    0,    0, 073
WP, 16, 2018073012, 03, CTCX, 072, 404N, 1569E,  43,  999, XX,  34, NEQ, 0000, 0118, 0000, 0000,    0,    0, 065
WP, 16, 2018073012, 03, CTCX, 078, 423N, 1592E,  49,  998, XX,  34, NEQ, 0000, 0155, 0000, 0000,    0,    0, 088
WP, 16, 2018073012, 03, CTCX, 084, 446N, 1621E,   0,  997, XX,  34, NEQ, 0000, 0171, 0000, 0000,    0,    0, ***
WP, 16, 2018073018, 03, CTCX, 000, 292N, 1523E,  30,  998, XX,  34, NEQ, 0198, 0000, 0000, 0000,    0,    0, 084
WP, 16, 2018073018, 03, CTCX, 006, 307N, 1524E,  44,  999, XX,  34, NEQ, 0192, 0183, 0000, 0009,    0,    0, 105
