SH, 16, 2017040800, 01, CARQ,   0, 150S, 1681E,  35,  997, XX,  34, NEQ,    0,    0,    0,    0, 1004,  180,  40,   0,   0,   P,   0,   X, 230,   6,    SIXTEEN, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH162017, JTWC, NCEP_TCVITALS, 
SH, 16, 2017040800, 01, CARQ,   0, 150S, 1681E,  35,  997, XX,  50, NEQ,    0,    0,    0,    0, 1004,  180,  40,   0,   0,   P,   0,   X, 230,   6,    SIXTEEN, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH162017, JTWC, NCEP_TCVITALS, 
SH, 16, 2017040800, 01, CARQ,   0, 150S, 1681E,  35,  997, XX,  64, NEQ,    0,    0,    0,    0, 1004,  180,  40,   0,   0,   P,   0,   X, 230,   6,    SIXTEEN, M,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH162017, JTWC, NCEP_TCVITALS, 
SH, 16, 2017040800, 03, CC00, 000, 155S, 1674E,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 006, 164S, 1667E,  31, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 012, 170S, 1664E,  31, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 018, 177S, 1661E,  34,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 024, 180S, 1659E,  37,  997, XX,  34, NEQ, 0000, 0154, 0091, 0000
SH, 16, 2017040800, 03, CC00, 030, 182S, 1654E,  39,  994, XX,  34, NEQ, 0093, 0157, 0000, 0000
SH, 16, 2017040800, 03, CC00, 036, 189S, 1651E,  41,  993, XX,  34, NEQ, 0123, 0168, 0075, 0000
SH, 16, 2017040800, 03, CC00, 042, 195S, 1647E,  42,  992, XX,  34, NEQ, 0139, 0139, 0000, 0000
SH, 16, 2017040800, 03, CC00, 048, 206S, 1640E,  38,  993, XX,  34, NEQ, 0131, 0103, 0000, 0000
SH, 16, 2017040800, 03, CC00, 054, 219S, 1639E,  39,  991, XX,  34, NEQ, 0000, 0092, 0000, 0000
SH, 16, 2017040800, 03, CC00, 060, 229S, 1641E,  38,  993, XX,  34, NEQ, 0000, 0124, 0000, 0000
SH, 16, 2017040800, 03, CC00, 066, 241S, 1649E,  40,  992, XX,  34, NEQ, 0132, 0125, 0000, 0000
SH, 16, 2017040800, 03, CC00, 072, 258S, 1659E,  36,  995, XX,  34, NEQ, 0139, 0062, 0000, 0000
SH, 16, 2017040800, 03, CC00, 078, 271S, 1674E,  35,  994, XX,  34, NEQ, 0097, 0103, 0000, 0000
SH, 16, 2017040800, 03, CC00, 084, 286S, 1690E,  36,  996, XX,  34, NEQ, 0130, 0116, 0000, 0000
SH, 16, 2017040800, 03, CC00, 090, 299S, 1702E,  33,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 096, 310S, 1716E,  31,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 102, 317S, 1731E,  28,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 108, 323S, 1741E,  29,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 114, 334S, 1752E,  26,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 120, 349S, 1766E,  25, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 126, 362S, 1778E,  25,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 132, 381S, 1787E,  30,  997, XX,  34, NEQ, 0000, 0280, 0250, 0000
SH, 16, 2017040800, 03, CC00, 138, 408S, 1793E,  37,  995, XX,  34, NEQ, 0000, 0286, 0260, 0000
SH, 16, 2017040800, 03, CC00, 144, 436S, 1774E,  44,  990, XX,  34, NEQ, 0250, 0298, 0254, 0000
SH, 16, 2017040800, 03, CC00, 150, 458S, 1745E,  39,  987, XX,  34, NEQ, 0000, 0285, 0169, 0000
SH, 16, 2017040800, 03, CC00, 156, 465S, 1716E,  39,  986, XX,  34, NEQ, 0000, 0255, 0217, 0000
SH, 16, 2017040800, 03, CC00, 162, 471S, 1684E,  37,  987, XX,  34, NEQ, 0000, 0178, 0187, 0000
SH, 16, 2017040800, 03, CC00, 168, 461S, 1657E,  34,  987, XX,  34, NEQ, 0000, 0000, 0136, 0000
SH, 16, 2017040800, 03, CC00, 174, 450S, 1643E,  32,  986, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 180, 438S, 1641E,  33,  988, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 186, 425S, 1652E,  30,  989, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 192, 417S, 1676E,  26,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 198, 414S, 1699E,  24,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 204, 407S, 1716E,  22, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 210, 402S, 1731E,  19, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CC00, 216, 399S, 1739E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 16, 2017040800, 03, CEMN, 000, 156S, 1674E,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,   16,    1,   3
SH, 16, 2017040800, 03, CEMN, 006, 164S, 1666E,  29, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,   25,    1,   2
SH, 16, 2017040800, 03, CEMN, 012, 168S, 1662E,  30, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,   36,    2,   3
SH, 16, 2017040800, 03, CEMN, 018, 172S, 1660E,  31,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,   47,    3,   5
SH, 16, 2017040800, 03, CEMN, 024, 177S, 1658E,  33,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,   54,    3,   4
SH, 16, 2017040800, 03, CEMN, 030, 183S, 1655E,  35,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000,   63,    4,   5
SH, 16, 2017040800, 03, CEMN, 036, 190S, 1650E,  34,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,   69,    4,   4
SH, 16, 2017040800, 03, CEMN, 042, 196S, 1643E,  34,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000,   77,    3,   5
SH, 16, 2017040800, 03, CEMN, 048, 204S, 1638E,  34,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,   84,    3,   5
SH, 16, 2017040800, 03, CEMN, 054, 215S, 1637E,  35,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000,   92,    3,   5
SH, 16, 2017040800, 03, CEMN, 060, 227S, 1638E,  35,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,  100,    3,   5
SH, 16, 2017040800, 03, CEMN, 066, 240S, 1642E,  34,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,  112,    3,   4
SH, 16, 2017040800, 03, CEMN, 072, 254S, 1649E,  34,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,  129,    3,   5
SH, 16, 2017040800, 03, CEMN, 078, 268S, 1660E,  33,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,  149,    3,   5
SH, 16, 2017040800, 03, CEMN, 084, 282S, 1670E,  33,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,  179,    3,   5
