IO, 99, 2018100600, 03, CTCX, 000, 111N,  683E,  14, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 081
IO, 99, 2018100600, 03, CTCX, 006, 113N,  673E,  32, 1006, XX,  34, NEQ, 0000, 0199, 0000, 0000,    0,    0, 105
IO, 99, 2018100600, 03, CTCX, 012, 104N,  666E,  30, 1005, XX,  34, NEQ, 0000, 0000, 0194, 0000,    0,    0, 025
IO, 99, 2018100600, 03, CTCX, 018, 106N,  663E,  35, 1005, XX,  34, NEQ, 0000, 0000, 0053, 0000,    0,    0, 053
IO, 99, 2018100600, 03, CTCX, 024, 108N,  663E,  30, 1002, XX,  34, NEQ, 0200, 0000, 0000, 0221,    0,    0, 032
IO, 99, 2018100600, 03, CTCX, 030, 113N,  660E,  43, 1002, XX,  34, NEQ, 0227, 0154, 0205, 0245,    0,    0, 095
IO, 99, 2018100600, 03, CTCX, 036, 116N,  651E,  45,  996, XX,  34, NEQ, 0210, 0176, 0201, 0179,    0,    0, 106
IO, 99, 2018100600, 03, CTCX, 042, 118N,  645E,  37,  997, XX,  34, NEQ, 0260, 0132, 0177, 0172,    0,    0, 098
IO, 99, 2018100600, 03, CTCX, 048, 121N,  636E,  48,  995, XX,  34, NEQ, 0242, 0208, 0197, 0222,    0,    0, 061
IO, 99, 2018100600, 03, CTCX, 054, 126N,  633E,  46,  994, XX,  34, NEQ, 0220, 0187, 0150, 0187,    0,    0, 084
IO, 99, 2018100600, 03, CTCX, 060, 129N,  621E,  66,  988, XX,  34, NEQ, 0219, 0209, 0153, 0185,    0,    0, 038
IO, 99, 2018100600, 03, CTCX, 060, 129N,  621E,  66,  988, XX,  50, NEQ, 0000, 0000, 0076, 0093,    0,    0, 038
IO, 99, 2018100600, 03, CTCX, 060, 129N,  621E,  66,  988, XX,  64, NEQ, 0000, 0000, 0038, 0000,    0,    0, 038
IO, 99, 2018100600, 03, CTCX, 066, 129N,  621E,  58,  986, XX,  34, NEQ, 0207, 0139, 0195, 0194,    0,    0, 045
IO, 99, 2018100600, 03, CTCX, 066, 129N,  621E,  58,  986, XX,  50, NEQ, 0000, 0040, 0077, 0079,    0,    0, 045
