EP, 82, 2007060206, 01, CARQ, -24, 209N, 1345W,  30,    0, TD,  34, AAA,    0,    0,    0,    0, 
EP, 82, 2007060206, 01, CARQ, -18, 230N, 1374W,  30,    0, TD,  34, AAA,    0,    0,    0,    0, 
EP, 82, 2007060206, 01, CARQ, -12, 239N, 1386W,  30,    0, TD,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 316,  20, 
EP, 82, 2007060206, 01, CARQ,  -6, 259N, 1405W,  30,    0, TD,  34, AAA,    0,    0,    0,    0, 
EP, 82, 2007060206, 01, CARQ,   0, 266N, 1412W,  30, 1016, TD,  34, NEQ,    0,    0,    0,    0, 1020,  150,   0,   0,   0,   E,   0,   X, 315,  10,   HPC_TEST, D, 
EP, 82, 2007060206, 01, CARQ,   0, 266N, 1412W,  30, 1016, TD,  50, NEQ,    0,    0,    0,    0, 1020,  150,   0,   0,   0,   E,   0,   X, 315,  10,   HPC_TEST, D, 
EP, 82, 2007060206, 01, CARQ,   0, 266N, 1412W,  30, 1016, TD,  64, NEQ,    0,    0,    0,    0, 1020,  150,   0,   0,   0,   E,   0,   X, 315,  10,   HPC_TEST, D, 
EP, 82, 2007060206, 03, CLIP,  12, 276N, 1422W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLIP,  24, 285N, 1442W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLIP,  36, 295N, 1448W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLIP,  48, 317N, 1462W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLIP,  60, 299N, 1481W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLIP,  72, 281N, 1511W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5,  12, 278N, 1427W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5,  24, 288N, 1442W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5,  36, 296N, 1456W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5,  48, 303N, 1464W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5,  60, 307N, 1479W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5,  72, 311N, 1494W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5,  84, 314N, 1503W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5,  96, 319N, 1509W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5, 108, 324N, 1525W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, CLP5, 120, 328N, 1538W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, SHF5,   0,   0N,    0W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, SHF5,  12,   0N,    0W,  19,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, SHF5,  24,   0N,    0W,   4,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, SHFR,  12,   0N,    0W,  28,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, SHFR,  24,   0N,    0W,  27,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, SHFR,  36,   0N,    0W,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, SHFR,  48,   0N,    0W,  23,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, SHFR,  60,   0N,    0W,  18,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, SHFR,  72,   0N,    0W,  13,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, XTRP,   0, 266N, 1412W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, XTRP,  12, 293N, 1438W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, XTRP,  24, 320N, 1465W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, XTRP,  36, 347N, 1493W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, XTRP,  48, 374N, 1522W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, XTRP,  60, 401N, 1552W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, XTRP,  72, 428N, 1584W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, XTRP,  84, 455N, 1616W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 82, 2007060206, 03, XTRP,  96, 482N, 1651W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
