AL, 72, 2023082012, 03, CC00, 000, 251N,  835W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CC00, 006, 255N,  851W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CEMN, 000, 251N,  834W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CEMN, 006, 250N,  851W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03,  CMC, 000, 252N,  837W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03,  CMC, 006, 256N,  851W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP01, 000, 252N,  832W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP02, 000, 254N,  833W,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP03, 000, 245N,  835W,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP04, 000, 258N,  834W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP04, 006, 256N,  849W,  20, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP05, 000, 250N,  831W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP06, 000, 255N,  836W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP06, 006, 253N,  851W,  22, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP06, 012, 244N,  867W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 000, 241N,  833W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 006, 250N,  857W,  23, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 012, 248N,  876W,  26, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 018, 247N,  893W,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 024, 252N,  907W,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 030, 254N,  926W,  32, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 036, 255N,  940W,  36, 1003, XX,  34, NEQ, 0087, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 042, 260N,  958W,  36, 1004, XX,  34, NEQ, 0090, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 048, 269N,  977W,  36, 1003, XX,  34, NEQ, 0093, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 054, 277N,  997W,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 060, 282N, 1016W,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 066, 298N, 1044W,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP07, 072, 312N, 1064W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP08, 000, 255N,  834W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP09, 000, 251N,  837W,  23, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP10, 000, 257N,  835W,  14, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP10, 006, 248N,  848W,  16, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP11, 000, 246N,  827W,  18, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 000, 255N,  835W,  22, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 006, 260N,  849W,  25, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 012, 259N,  871W,  29, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 018, 254N,  897W,  26, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 024, 259N,  923W,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 030, 254N,  938W,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 036, 250N,  953W,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 042, 254N,  965W,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 048, 260N,  980W,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 054, 263N,  994W,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 060, 268N, 1005W,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 066, 272N, 1018W,  15, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 072, 288N, 1037W,  12, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP12, 078, 293N, 1055W,  15, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP13, 000, 249N,  835W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP14, 000, 256N,  835W,  20, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP14, 006, 253N,  851W,  22, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP14, 012, 237N,  870W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP14, 018, 241N,  888W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP14, 024, 242N,  900W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP14, 030, 241N,  910W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP14, 036, 238N,  921W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP15, 000, 242N,  834W,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP16, 000, 248N,  837W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP17, 000, 243N,  841W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 72, 2023082012, 03, CP17, 006, 239N,  855W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
