AL, 90, 2006090312, 03, NGPS,   0, 137N,  380W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090312, 03, NGPS,   6, 141N,  381W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090318, 03, NGPS,   0, 143N,  398W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,   0, 147N,  408W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,   6, 150N,  422W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  12, 159N,  422W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  18, 162N,  428W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  24, 165N,  432W,  15, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  30, 164N,  437W,  14, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  36, 164N,  441W,  13, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  42, 163N,  445W,  11, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  48, 159N,  448W,  15, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  54, 157N,  454W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  60, 154N,  466W,  15, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006090400, 03, NGPS,  66, 150N,  476W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006101100, 01, CARQ, -24, 120N,  510W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 90, 2006101100, 01, CARQ, -18, 122N,  526W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 90, 2006101100, 01, CARQ, -12, 124N,  543W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 277,  17, 
AL, 90, 2006101100, 01, CARQ,  -6, 126N,  560W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 90, 2006101100, 01, CARQ,   0, 128N,  575W,  20, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1013,  150,   0,   0,   0,   L,   0,   X, 280,  15,     INVEST, D, 
AL, 90, 2006101100, 01, CARQ,   0, 128N,  575W,  20, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1013,  150,   0,   0,   0,   L,   0,   X, 280,  15,     INVEST, D, 
AL, 90, 2006101100, 01, CARQ,   0, 128N,  575W,  20, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1013,  150,   0,   0,   0,   L,   0,   X, 280,  15,     INVEST, D, 
AL, 90, 2006101100, 03,  CMC,   0, 133N,  581W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006101100, 03,  CMC,   6, 134N,  594W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006101100, 03,  CMC,  12, 134N,  607W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 90, 2006101100, 03,  CMC,  18, 150N,  613W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
