SH, 96, 2023011400, 01, CARQ,   0, 076S, 0805E,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 1009,  185,  35,   0,   0,   S,   0,   X,  35,   1,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH962023, JTWC, NCEP_TCVITALS, 
SH, 96, 2023011400, 01, CARQ,   0, 076S, 0805E,  30, 1003, XX,  50, NEQ,    0,    0,    0,    0, 1009,  185,  35,   0,   0,   S,   0,   X,  35,   1,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH962023, JTWC, NCEP_TCVITALS, 
SH, 96, 2023011400, 01, CARQ,   0, 076S, 0805E,  30, 1003, XX,  64, NEQ,    0,    0,    0,    0, 1009,  185,  35,   0,   0,   S,   0,   X,  35,   1,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH962023, JTWC, NCEP_TCVITALS, 
SH, 96, 2023011400, 03, CTCX, 000,  80S,  803E,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 029
SH, 96, 2023011400, 03, CTCX, 006,  79S,  797E,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 021
SH, 96, 2023011400, 03, CTCX, 012,  79S,  795E,  30, 1005, XX,  34, NEQ, 0191, 0000, 0000, 0000,    0,    0, 026
SH, 96, 2023011400, 03, CTCX, 018,  78S,  792E,  44, 1006, XX,  34, NEQ, 0023, 0000, 0000, 0038,    0,    0, 011
SH, 96, 2023011400, 03, CTCX, 024,  81S,  791E,  33, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 040
SH, 96, 2023011400, 03, CTCX, 030,  82S,  790E,  33, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 016
SH, 96, 2023011400, 03, CTCX, 036,  85S,  783E,  37, 1006, XX,  34, NEQ, 0040, 0000, 0000, 0000,    0,    0, 038
SH, 96, 2023011400, 03, CTCX, 042,  91S,  777E,  30, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 027
SH, 96, 2023011400, 03, CTCX, 048,  95S,  772E,  26, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 035
SH, 96, 2023011400, 03, CTCX, 054,  98S,  756E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
SH, 96, 2023011400, 03, CTCX, 060, 101S,  750E,  34, 1007, XX,  34, NEQ, 0000, 0000, 0034, 0000,    0,    0, 034
SH, 96, 2023011400, 03, CTCX, 066,  99S,  741E,  32, 1008, XX,  34, NEQ, 0000, 0000, 0136, 0000,    0,    0, 107
SH, 96, 2023011400, 03, CTCX, 072, 100S,  716E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0123, 0000,    0,    0, 107
SH, 96, 2023011400, 03, CTCX, 078,  99S,  687E,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
SH, 96, 2023011400, 03, CTCX, 084, 103S,  680E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 045
SH, 96, 2023011400, 03, CTCX, 090, 107S,  661E,  27, 1009, XX,  34, NEQ, 0000, 0235, 0000, 0000,    0,    0, 031
SH, 96, 2023011400, 03, CTCX, 096, 111S,  650E,  35, 1007, XX,  34, NEQ, 0000, 0000, 0061, 0000,    0,    0, 061
SH, 96, 2023011400, 03, CTCX, 102, 110S,  637E,  29, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 077
SH, 96, 2023011400, 03, CTCX, 108, 117S,  630E,  33, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 033
SH, 96, 2023011400, 03, CTCX, 114, 121S,  619E,  31, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 042
SH, 96, 2023011400, 03, CTCX, 120, 122S,  613E,  38, 1008, XX,  34, NEQ, 0184, 0000, 0069, 0000,    0,    0, 061
SH, 96, 2023011400, 03, CTCX, 126, 124S,  604E,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
SH, 96, 2023011400, 03,  UKM,   0,  75S,  808E,  27, 1006, TD,   0,    ,    0,    0,    0,    0,     ,     , 138,    ,    ,   S,    ,    ,    ,    ,        96S,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 96, 2023011400, 03,  UKM,   6,  75S,  807E,  27, 1007, TD,   0,    ,    0,    0,    0,    0,     ,     , 140,    ,    ,   S,    ,    ,    ,    ,        96S,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 96, 2023011400, 03,  UKM,  12,  77S,  810E,  23, 1006, TD,   0,    ,    0,    0,    0,    0,     ,     ,  63,    ,    ,   S,    ,    ,    ,    ,        96S,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 96, 2023011400, 03,  UKM,  18,  81S,  810E,  21, 1008, TD,   0,    ,    0,    0,    0,    0,     ,     ,  80,    ,    ,   S,    ,    ,    ,    ,        96S,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 96, 2023011400, 03,  UKM,  24,  89S,  806E,  21, 1006, TD,   0,    ,    0,    0,    0,    0,     ,     , 165,    ,    ,   S,    ,    ,    ,    ,        96S,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 96, 2023011400, 03,  UKM,  30,  95S,  797E,  22, 1007, TD,   0,    ,    0,    0,    0,    0,     ,     , 134,    ,    ,   S,    ,    ,    ,    ,        96S,    0,   ,   0,    ,    0,    0,    0,    0, 
SH, 96, 2023011400, 03,  UKM,  36, 104S,  787E,  23, 1006, TD,   0,    ,    0,    0,    0,    0,     ,     , 100,    ,    ,   S,    ,    ,    ,    ,        96S,    0,   ,   0,    ,    0,    0,    0,    0, 
