AL, 80, 2012090512, 01, CARQ, -24, 239N,  685W,  25,    0, TS,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,    HPCTEST,  , 
AL, 80, 2012090512, 01, CARQ, -18, 242N,  695W,  30,    0, TS,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,    HPCTEST,  , 
AL, 80, 2012090512, 01, CARQ, -12, 246N,  705W,  35,    0, TS,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 294,  10,    HPCTEST,  , 
AL, 80, 2012090512, 01, CARQ,  -6, 250N,  715W,  45,    0, TS,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,    HPCTEST,  , 
AL, 80, 2012090512, 01, CARQ,   0, 255N,  725W,  55,  995, TS,  34, NEQ,   50,   50,   40,   50, 1013,  150,  20,   0,   0,   L,   0,   X, 295,  10,    HPCTEST, M , 
AL, 80, 2012090512, 01, CARQ,   0, 255N,  725W,  55,  995, TS,  50, NEQ,   20,   20,    0,   20, 1013,  150,  20,   0,   0,   L,   0,   X, 295,  10,    HPCTEST, M , 
AL, 80, 2012090512, 01, CARQ,   0, 255N,  725W,  55,  995, TS,  64, NEQ,    0,    0,    0,    0, 1013,  150,  20,   0,   0,   L,   0,   X, 295,  10,    HPCTEST, M , 
AL, 80, 2012090512, 03, BAMD,  12, 267N,  726W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD,  24, 277N,  727W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD,  36, 286N,  727W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD,  48, 292N,  726W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD,  60, 297N,  726W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD,  72, 303N,  727W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD,  84, 313N,  721W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD,  96, 319N,  702W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD, 108, 314N,  673W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD, 120, 301N,  638W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD, 132, 293N,  619W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD, 144, 289N,  623W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD, 156, 288N,  629W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMD, 168, 295N,  636W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM,  12, 260N,  730W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM,  24, 263N,  735W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM,  36, 268N,  737W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM,  48, 268N,  737W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM,  60, 268N,  733W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM,  72, 268N,  725W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM,  84, 268N,  691W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM,  96, 274N,  621W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM, 108, 304N,  597W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM, 120, 331N,  592W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM, 132, 361N,  570W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM, 144, 397N,  521W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM, 156, 437N,  455W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMM, 168, 469N,  385W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMS,  12, 252N,  732W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMS,  24, 250N,  738W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMS,  36, 247N,  742W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMS,  48, 243N,  747W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMS,  60, 240N,  752W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2012090512, 03, BAMS,  72, 240N,  756W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
