AL, 88, 2008101612, 01, CARQ, -24,  76N,  420W,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 88, 2008101612, 01, CARQ, -18,  77N,  431W,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 88, 2008101612, 01, CARQ, -12,  78N,  444W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 275,  11, 
AL, 88, 2008101612, 01, CARQ,  -6,  79N,  454W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 88, 2008101612, 01, CARQ,   0,  82N,  464W,  20, 1011, DB,  34, NEQ,    0,    0,    0,    0, 1013,  180,  75,   0,   0,   L,   0,   X, 280,  11,     NONAME, M, 
AL, 88, 2008101612, 01, CARQ,   0,  82N,  464W,  20, 1011, DB,  50, NEQ,    0,    0,    0,    0, 1013,  180,  75,   0,   0,   L,   0,   X, 280,  11,     NONAME, M, 
AL, 88, 2008101612, 01, CARQ,   0,  82N,  464W,  20, 1011, DB,  64, NEQ,    0,    0,    0,    0, 1013,  180,  75,   0,   0,   L,   0,   X, 280,  11,     NONAME, M, 
AL, 88, 2008101612, 03, BAMD,  12,  78N,  496W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMD,  24,  72N,  530W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMD,  36,  68N,  565W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMD,  48,  64N,  598W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMD,  60,  61N,  631W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMD,  72,  60N,  662W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMD,  84,  61N,  692W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMD,  96,  62N,  721W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMD, 108,  65N,  746W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMD, 120,  70N,  770W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM,  12,  81N,  495W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM,  24,  79N,  523W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM,  36,  76N,  550W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM,  48,  72N,  581W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM,  60,  70N,  613W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM,  72,  71N,  645W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM,  84,  73N,  675W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM,  96,  76N,  703W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM, 108,  81N,  727W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMM, 120,  86N,  749W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMS,  12,  87N,  496W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMS,  24,  91N,  521W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMS,  36,  90N,  544W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMS,  48,  87N,  569W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMS,  60,  88N,  593W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 88, 2008101612, 03, BAMS,  72,  94N,  619W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
