WP, 93, 2012122412, 03, GFDN,   0,  97N, 1308E,  32, 1006
WP, 93, 2012122412, 03, NG01, 000,  79N, 1298E,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 006,  78N, 1281E,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 012,  78N, 1262E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 018,  82N, 1248E,  19, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 024,  84N, 1227E,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 030,  88N, 1211E,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 036,  89N, 1192E,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 042,  88N, 1175E,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 048,  91N, 1161E,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 054,  93N, 1144E,  24, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 060,  97N, 1131E,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 066,  97N, 1120E,  22, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 072, 100N, 1112E,  21, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 078,  96N, 1104E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 93, 2012122412, 03, NG01, 084,  95N, 1092E,  17, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
