SH, 14, 2013021000, 03, NG01, 000, 222S, 1547W,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 006, 234S, 1533W,  37, 1007, XX,  34, NEQ, 0129, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 012, 243S, 1521W,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 018, 250S, 1513W,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 024, 260S, 1499W,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 030, 264S, 1488W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 036, 267S, 1479W,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 042, 274S, 1471W,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 048, 278S, 1463W,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 054, 282S, 1456W,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 060, 285S, 1452W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 066, 287S, 1446W,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 072, 283S, 1440W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 078, 279S, 1436W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 084, 274S, 1434W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 090, 269S, 1435W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 096, 259S, 1441W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 102, 252S, 1446W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 108, 246S, 1455W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 114, 240S, 1472W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG01, 120, 240S, 1486W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 000, 222S, 1540W,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 006, 230S, 1528W,  33, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 012, 235S, 1518W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 018, 234S, 1506W,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 024, 241S, 1498W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 030, 239S, 1487W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 036, 236S, 1476W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 042, 236S, 1468W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 048, 231S, 1462W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 054, 229S, 1458W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 060, 228S, 1457W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 066, 226S, 1455W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 072, 227S, 1451W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 078, 230S, 1450W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 084, 229S, 1447W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 090, 232S, 1444W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 096, 232S, 1441W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 102, 232S, 1441W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 108, 234S, 1439W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 114, 236S, 1437W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 120, 236S, 1433W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 126, 233S, 1431W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 132, 233S, 1431W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 138, 234S, 1431W,   0, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG02, 144, 231S, 1431W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 000, 221S, 1539W,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 006, 227S, 1524W,  35, 1007, XX,  34, NEQ, 0160, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 012, 231S, 1516W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 018, 237S, 1510W,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 024, 238S, 1501W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 030, 239S, 1493W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 036, 238S, 1492W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 042, 237S, 1490W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 048, 236S, 1488W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 054, 231S, 1489W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 060, 230S, 1490W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 066, 230S, 1492W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 072, 228S, 1497W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 078, 224S, 1500W,  17, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 084, 222S, 1503W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 090, 222S, 1510W,   0, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 096, 220S, 1514W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 102, 216S, 1527W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 108, 210S, 1536W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG03, 114, 207S, 1553W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 000, 218S, 1535W,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 006, 225S, 1525W,  34, 1006, XX,  34, NEQ, 0000, 0090, 0000, 0000
SH, 14, 2013021000, 03, NG04, 012, 231S, 1520W,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 018, 235S, 1515W,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 024, 239S, 1510W,  23, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 030, 239S, 1504W,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 036, 237S, 1503W,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 042, 240S, 1504W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 048, 242S, 1502W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 054, 239S, 1504W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 060, 238S, 1505W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 066, 238S, 1505W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 072, 239S, 1504W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 078, 232S, 1507W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 084, 229S, 1511W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 090, 223S, 1517W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 096, 215S, 1521W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 102, 202S, 1531W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 108, 201S, 1538W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 114, 193S, 1550W,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 14, 2013021000, 03, NG04, 120, 191S, 1558W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
