IO, 99, 2019102906, 03, NVGM, 000,  49N,  771E,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 067
IO, 99, 2019102906, 03, NVGM, 006,  49N,  764E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 056
IO, 99, 2019102906, 03, NVGM, 012,  50N,  760E,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 151
IO, 99, 2019102906, 03, NVGM, 018,  58N,  757E,  23, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 160
IO, 99, 2019102906, 03, NVGM, 024,  67N,  756E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 114
IO, 99, 2019102906, 03, NVGM, 030,  78N,  752E,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 088
IO, 99, 2019102906, 03, NVGM, 036,  90N,  747E,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 058
IO, 99, 2019102906, 03, NVGM, 042, 100N,  743E,  29, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 078
IO, 99, 2019102906, 03, NVGM, 048, 110N,  737E,  34, 1007, XX,  34, NEQ, 0084, 0000, 0000, 0000,    0,    0, 083
IO, 99, 2019102906, 03, NVGM, 054, 122N,  732E,  37, 1004, XX,  34, NEQ, 0062, 0000, 0000, 0000,    0,    0, 068
IO, 99, 2019102906, 03, NVGM, 060, 134N,  725E,  39, 1005, XX,  34, NEQ, 0093, 0000, 0000, 0000,    0,    0, 067
IO, 99, 2019102906, 03, NVGM, 066, 145N,  717E,  36, 1003, XX,  34, NEQ, 0100, 0074, 0066, 0000,    0,    0, 064
IO, 99, 2019102906, 03, NVGM, 072, 156N,  707E,  38, 1004, XX,  34, NEQ, 0000, 0095, 0000, 0000,    0,    0, 059
IO, 99, 2019102906, 03, NVGM, 078, 168N,  699E,  39, 1001, XX,  34, NEQ, 0000, 0093, 0000, 0000,    0,    0, 068
IO, 99, 2019102906, 03, NVGM, 084, 179N,  691E,  37, 1003, XX,  34, NEQ, 0093, 0078, 0000, 0000,    0,    0, 059
IO, 99, 2019102906, 03, NVGM, 090, 189N,  682E,  37, 1001, XX,  34, NEQ, 0076, 0065, 0000, 0000,    0,    0, 032
IO, 99, 2019102906, 03, NVGM, 096, 198N,  674E,  37, 1003, XX,  34, NEQ, 0077, 0072, 0000, 0000,    0,    0, 040
IO, 99, 2019102906, 03, NVGM, 102, 205N,  669E,  43, 1001, XX,  34, NEQ, 0083, 0080, 0000, 0000,    0,    0, 046
IO, 99, 2019102906, 03, NVGM, 108, 210N,  666E,  41, 1003, XX,  34, NEQ, 0076, 0072, 0000, 0000,    0,    0, 040
IO, 99, 2019102906, 03, NVGM, 114, 214N,  665E,  42, 1001, XX,  34, NEQ, 0087, 0082, 0000, 0057,    0,    0, 040
IO, 99, 2019102906, 03, NVGM, 120, 217N,  664E,  48, 1003, XX,  34, NEQ, 0090, 0096, 0096, 0072,    0,    0, 040
IO, 99, 2019102906, 03, NVGM, 126, 219N,  665E,  52, 1000, XX,  34, NEQ, 0073, 0104, 0102, 0052,    0,    0, 039
IO, 99, 2019102906, 03, NVGM, 126, 219N,  665E,  52, 1000, XX,  50, NEQ, 0051, 0000, 0000, 0053,    0,    0, 039
IO, 99, 2019102906, 03, NVGM, 132, 219N,  669E,  56, 1001, XX,  34, NEQ, 0090, 0100, 0076, 0086,    0,    0, 034
IO, 99, 2019102906, 03, NVGM, 132, 219N,  669E,  56, 1001, XX,  50, NEQ, 0048, 0047, 0000, 0054,    0,    0, 034
IO, 99, 2019102906, 03, NVGM, 138, 220N,  672E,  66,  998, XX,  34, NEQ, 0082, 0100, 0095, 0104,    0,    0, 034
IO, 99, 2019102906, 03, NVGM, 138, 220N,  672E,  66,  998, XX,  50, NEQ, 0051, 0051, 0053, 0051,    0,    0, 034
IO, 99, 2019102906, 03, NVGM, 138, 220N,  672E,  66,  998, XX,  64, NEQ, 0000, 0000, 0000, 0042,    0,    0, 034
IO, 99, 2019102906, 03, NVGM, 144, 220N,  675E,  65,  999, XX,  34, NEQ, 0060, 0088, 0148, 0162,    0,    0, 027
IO, 99, 2019102906, 03, NVGM, 144, 220N,  675E,  65,  999, XX,  50, NEQ, 0053, 0048, 0067, 0095,    0,    0, 027
IO, 99, 2019102906, 03, NVGM, 144, 220N,  675E,  65,  999, XX,  64, NEQ, 0000, 0000, 0030, 0000,    0,    0, 027
IO, 99, 2019102906, 03, NVGM, 150, 221N,  678E,  62,  996, XX,  34, NEQ, 0083, 0077, 0020, 0166,    0,    0, 032
IO, 99, 2019102906, 03, NVGM, 150, 221N,  678E,  62,  996, XX,  50, NEQ, 0045, 0043, 0020, 0091,    0,    0, 032
IO, 99, 2019102906, 03, NVGM, 156, 219N,  682E,  63,  997, XX,  34, NEQ, 0065, 0072, 0105, 0013,    0,    0, 036
IO, 99, 2019102906, 03, NVGM, 156, 219N,  682E,  63,  997, XX,  50, NEQ, 0046, 0050, 0078, 0031,    0,    0, 036
IO, 99, 2019102906, 03, NVGM, 162, 219N,  686E,  67,  995, XX,  34, NEQ, 0061, 0084, 0136, 0025,    0,    0, 037
IO, 99, 2019102906, 03, NVGM, 162, 219N,  686E,  67,  995, XX,  50, NEQ, 0026, 0047, 0089, 0023,    0,    0, 037
IO, 99, 2019102906, 03, NVGM, 162, 219N,  686E,  67,  995, XX,  64, NEQ, 0000, 0000, 0000, 0048,    0,    0, 037
IO, 99, 2019102906, 03, NVGM, 168, 219N,  691E,  65,  997, XX,  34, NEQ, 0025, 0078, 0104, 0014,    0,    0, 033
IO, 99, 2019102906, 03, NVGM, 168, 219N,  691E,  65,  997, XX,  50, NEQ, 0025, 0045, 0091, 0026,    0,    0, 033
IO, 99, 2019102906, 03, NVGM, 168, 219N,  691E,  65,  997, XX,  64, NEQ, 0000, 0034, 0027, 0000,    0,    0, 033
IO, 99, 2019102906, 03, NVGM, 174, 220N,  696E,  59,  995, XX,  34, NEQ, 0050, 0091, 0070, 0130,    0,    0, 032
IO, 99, 2019102906, 03, NVGM, 174, 220N,  696E,  59,  995, XX,  50, NEQ, 0000, 0000, 0080, 0062,    0,    0, 032
IO, 99, 2019102906, 03, NVGM, 180, 221N,  703E,  47,  997, XX,  34, NEQ, 0045, 0047, 0092, 0113,    0,    0, 031
IO, 99, 2019102912, 03, NG01, 000,  34N,  761E,  47, 1000, XX,  34, NEQ, 0145, 0169, 0130, 0034,    0,    0, 074
IO, 99, 2019102912, 03, NG01, 006,  38N,  761E,  48, 1001, XX,  34, NEQ, 0148, 0158, 0110, 0055,    0,    0, 070
IO, 99, 2019102912, 03, NG01, 012,  51N,  765E,  51,  998, XX,  34, NEQ, 0120, 0127, 0136, 0110,    0,    0, 060
IO, 99, 2019102912, 03, NG01, 012,  51N,  765E,  51,  998, XX,  50, NEQ, 0000, 0063, 0000, 0000,    0,    0, 060
IO, 99, 2019102912, 03, NG01, 018,  65N,  760E,  52,  998, XX,  34, NEQ, 0120, 0192, 0163, 0107,    0,    0, 042
IO, 99, 2019102912, 03, NG01, 018,  65N,  760E,  52,  998, XX,  50, NEQ, 0053, 0000, 0000, 0000,    0,    0, 042
IO, 99, 2019102912, 03, NG01, 024,  79N,  755E,  46,  997, XX,  34, NEQ, 0074, 0217, 0120, 0145,    0,    0, 036
IO, 99, 2019102912, 03, NG01, 030,  92N,  749E,  46, 1000, XX,  34, NEQ, 0075, 0072, 0075, 0000,    0,    0, 039
IO, 99, 2019102912, 03, NG01, 036, 102N,  745E,  48,  998, XX,  34, NEQ, 0083, 0170, 0180, 0104,    0,    0, 060
IO, 99, 2019102912, 03, NG01, 042, 115N,  740E,  57,  999, XX,  34, NEQ, 0045, 0153, 0108, 0119,    0,    0, 041
IO, 99, 2019102912, 03, NG01, 042, 115N,  740E,  57,  999, XX,  50, NEQ, 0051, 0000, 0000, 0000,    0,    0, 041
IO, 99, 2019102912, 03, NG01, 048, 126N,  735E,  48,  995, XX,  34, NEQ, 0065, 0071, 0030, 0054,    0,    0, 094
