WP, 16, 2016091318, 03, COTC, 000, 208N, 1218E, 158,  883, XX,  34, NEQ, 0260, 0183, 0170, 0296,    0,    0, 013
WP, 16, 2016091318, 03, COTC, 000, 208N, 1218E, 158,  883, XX,  50, NEQ, 0091, 0076, 0062, 0087,    0,    0, 013
WP, 16, 2016091318, 03, COTC, 000, 208N, 1218E, 158,  883, XX,  64, NEQ, 0060, 0052, 0047, 0057,    0,    0, 013
WP, 16, 2016091318, 03, COTC, 006, 213N, 1205E, 146,  898, XX,  34, NEQ, 0233, 0163, 0160, 0241,    0,    0, 029
WP, 16, 2016091318, 03, COTC, 006, 213N, 1205E, 146,  898, XX,  50, NEQ, 0122, 0110, 0062, 0058,    0,    0, 029
WP, 16, 2016091318, 03, COTC, 006, 213N, 1205E, 146,  898, XX,  64, NEQ, 0075, 0075, 0047, 0046,    0,    0, 029
WP, 16, 2016091318, 03, COTC, 012, 220N, 1198E, 139,  909, XX,  34, NEQ, 0231, 0234, 0150, 0208,    0,    0, 017
WP, 16, 2016091318, 03, COTC, 012, 220N, 1198E, 139,  909, XX,  50, NEQ, 0107, 0108, 0071, 0078,    0,    0, 017
WP, 16, 2016091318, 03, COTC, 012, 220N, 1198E, 139,  909, XX,  64, NEQ, 0047, 0051, 0049, 0046,    0,    0, 017
WP, 16, 2016091318, 03, COTC, 018, 229N, 1190E, 124,  916, XX,  34, NEQ, 0215, 0159, 0143, 0133,    0,    0, 019
WP, 16, 2016091318, 03, COTC, 018, 229N, 1190E, 124,  916, XX,  50, NEQ, 0099, 0080, 0070, 0105,    0,    0, 019
WP, 16, 2016091318, 03, COTC, 018, 229N, 1190E, 124,  916, XX,  64, NEQ, 0055, 0051, 0050, 0056,    0,    0, 019
WP, 16, 2016091318, 03, COTC, 024, 235N, 1177E, 110,  930, XX,  34, NEQ, 0184, 0201, 0083, 0061,    0,    0, 021
WP, 16, 2016091318, 03, COTC, 024, 235N, 1177E, 110,  930, XX,  50, NEQ, 0096, 0120, 0055, 0032,    0,    0, 021
WP, 16, 2016091318, 03, COTC, 024, 235N, 1177E, 110,  930, XX,  64, NEQ, 0047, 0050, 0037, 0025,    0,    0, 021
WP, 16, 2016091318, 03, COTC, 030, 239N, 1167E,  64,  956, XX,  34, NEQ, 0240, 0224, 0078, 0025,    0,    0, 033
WP, 16, 2016091318, 03, COTC, 030, 239N, 1167E,  64,  956, XX,  50, NEQ, 0074, 0074, 0015, 0012,    0,    0, 033
WP, 16, 2016091318, 03, COTC, 030, 239N, 1167E,  64,  956, XX,  64, NEQ, 0000, 0034, 0000, 0000,    0,    0, 033
WP, 16, 2016091318, 03, COTC, 036, 248N, 1158E,  43,  981, XX,  34, NEQ, 0110, 0212, 0000, 0000,    0,    0, 096
WP, 16, 2016091318, 03, COTC, 042, 254N, 1152E,  25,  990, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 069
WP, 16, 2016091318, 03, COTC, 048, 260N, 1147E,  21,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 077
WP, 16, 2016091318, 03, COTC, 054, 270N, 1147E,  17,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 091
WP, 16, 2016091318, 03, COTC, 060, 278N, 1149E,  20, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 16, 2016091318, 03, COTC, 066, 284N, 1145E,  13, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 076
WP, 16, 2016091318, 03, COTC, 072, 295N, 1143E,  14, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 104
WP, 16, 2016091318, 03, COTC, 078, 304N, 1141E,  12, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 088
WP, 16, 2016091318, 03, COTC, 084, 303N, 1142E,  17, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 104
WP, 16, 2016091318, 03, COTC, 090, 301N, 1153E,  13, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 16, 2016091318, 03, COTC, 096, 295N, 1156E,  11, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 095
WP, 16, 2016091318, 03, COTC, 102, 295N, 1163E,  11, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
WP, 16, 2016091318, 03, COTC, 108, 294N, 1181E,  19, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 086
WP, 16, 2016091318, 03, COTC, 114, 283N, 1188E,  13, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 033
WP, 16, 2016091318, 03, COTC, 120, 264N, 1192E,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 16, 2016091318, 03, GFDN,   0, 208N, 1219E, 140,  875
WP, 16, 2016091318, 03, GFDN,   6, 211N, 1207E, 118,  913
WP, 16, 2016091318, 03, GFDN,  12, 217N, 1199E, 127,  922
WP, 16, 2016091318, 03, GFDN,  18, 226N, 1190E, 116,  928
WP, 16, 2016091318, 03, GFDN,  24, 233N, 1180E, 112,  932
WP, 16, 2016091318, 03, GFDN,  30, 238N, 1168E,  85,  947
WP, 16, 2016091318, 03, GFDN,  36, 243N, 1157E,  44,  965
WP, 16, 2016091318, 03, GFDN,  42, 247N, 1148E,  27,  978
WP, 16, 2016091318, 03, GFDN,  48, 249N, 1138E,  22,  986
WP, 16, 2016091318, 03, GFDN,  54, 252N, 1129E,  20,  990
WP, 16, 2016091318, 03, GFDN,  60, 255N, 1124E,  22,  993
WP, 16, 2016091318, 03, GFDN,  66, 258N, 1120E,  29,  993
WP, 16, 2016091318, 03, GFDN,  72, 258N, 1110E,  22,  995
WP, 16, 2016091318, 03, GFDN,  78, 258N, 1102E,  19,  998
