AL, 22, 2023111518, 01, CARQ, -24, 109N,  781W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 22, 2023111518, 01, CARQ, -18, 109N,  786W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 22, 2023111518, 01, CARQ, -12, 109N,  793W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 281,   8,     INVEST,  , 
AL, 22, 2023111518, 01, CARQ,  -6, 112N,  802W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 22, 2023111518, 01, CARQ,   0, 117N,  811W,  30, 1007, DB,  34, NEQ,    0,    0,    0,    0, 1010,  200, 100,   0,   0,   L,   0,   X, 290,   8,     INVEST, S, 
AL, 22, 2023111518, 01, CARQ,   0, 117N,  811W,  30, 1007, DB,  50, NEQ,    0,    0,    0,    0, 1010,  200, 100,   0,   0,   L,   0,   X, 290,   8,     INVEST, S, 
AL, 22, 2023111518, 01, CARQ,   0, 117N,  811W,  30, 1007, DB,  64, NEQ,    0,    0,    0,    0, 1010,  200, 100,   0,   0,   L,   0,   X, 290,   8,     INVEST, S, 
AL, 22, 2023111518, 03, AC00,   0, 115N,  800W,  22, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AC00,   6, 119N,  805W,  19, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AC00,  12, 133N,  807W,  19, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AC00,  18, 137N,  812W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AC00,  24, 147N,  805W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AC00,  30, 168N,  806W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AC00,  36, 166N,  799W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,   0, 111N,  801W,  24, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,   6, 115N,  802W,  21, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  12, 122N,  804W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  18, 133N,  808W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  24, 146N,  808W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  30, 157N,  805W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  36, 162N,  799W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  42, 162N,  794W,  28, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  48, 166N,  785W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  54, 168N,  777W,  29, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  60, 173N,  767W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  66, 179N,  757W,  28, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 22, 2023111518, 03, AEMN,  72, 192N,  745W,  29, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
