WP, 94, 2013010418, 01, CARQ,   0, 040N, 1370E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010418, 01, CARQ,   0, 040N, 1370E,  15, 1010, XX,  50, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010418, 01, CARQ,   0, 040N, 1370E,  15, 1010, XX,  64, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010500, 01, CARQ,  -6, 040N, 1370E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010500, 01, CARQ,   0, 040N, 1365E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010500, 01, CARQ,   0, 040N, 1365E,  15, 1010, XX,  50, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010500, 01, CARQ,   0, 040N, 1365E,  15, 1010, XX,  64, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010506, 01, CARQ, -12, 040N, 1370E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010506, 01, CARQ,  -6, 040N, 1365E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010506, 01, CARQ,   0, 040N, 1359E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   5,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010506, 01, CARQ,   0, 040N, 1359E,  15, 1010, XX,  50, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   5,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010506, 01, CARQ,   0, 040N, 1359E,  15, 1010, XX,  64, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   5,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010512, 01, CARQ, -18, 040N, 1370E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010512, 01, CARQ, -12, 040N, 1365E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010512, 01, CARQ,  -6, 040N, 1359E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   5,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010512, 01, CARQ,   0, 047N, 1350E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 295,   8,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010512, 01, CARQ,   0, 047N, 1350E,  15, 1010, XX,  50, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 295,   8,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010512, 01, CARQ,   0, 047N, 1350E,  15, 1010, XX,  64, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 295,   8,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010518, 01, CARQ, -24, 040N, 1370E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010518, 01, CARQ, -18, 040N, 1365E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010518, 01, CARQ, -12, 040N, 1359E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   5,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010518, 01, CARQ,  -6, 047N, 1350E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 295,   8,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010518, 01, CARQ,   0, 050N, 1341E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 299,  10,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010518, 01, CARQ,   0, 050N, 1341E,  15, 1010, XX,  50, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 299,  10,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010518, 01, CARQ,   0, 050N, 1341E,  15, 1010, XX,  64, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 299,  10,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010600, 01, CARQ, -24, 040N, 1365E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   4,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010600, 01, CARQ, -18, 040N, 1359E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   5,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010600, 01, CARQ, -12, 047N, 1350E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 295,   8,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010600, 01, CARQ,  -6, 050N, 1341E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 299,  10,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010600, 01, CARQ,   0, 057N, 1323E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 290,  14,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010600, 01, CARQ,   0, 057N, 1323E,  15, 1010, XX,  50, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 290,  14,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010600, 01, CARQ,   0, 057N, 1323E,  15, 1010, XX,  64, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 290,  14,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
WP, 94, 2013010606, 01, CARQ, -24, 040N, 1359E,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, -999, -999, -53,   0,   0,   W,   0,   X, 270,   5,     INVEST,  ,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, WP942012, JTWC, MT2C_TCVITALS, 
