AL, 98, 2014082712, 03, GFDN,   0, 270N,  945W,  27, 1009
AL, 98, 2014082712, 03, NG05, 000, 264N,  950W,  11, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG05, 006, 258N,  953W,  15, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG05, 012, 258N,  960W,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG05, 018, 255N,  965W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG05, 024, 260N,  971W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG05, 030, 256N,  969W,  12, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG05, 036, 259N,  979W,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG05, 042, 258N,  988W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG06, 000, 269N,  949W,  11, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG06, 006, 263N,  950W,  13, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG06, 012, 263N,  954W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG06, 018, 262N,  960W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG06, 024, 259N,  965W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG06, 030, 259N,  973W,  12, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG06, 036, 260N,  982W,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 000, 268N,  939W,  12, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 006, 264N,  941W,  14, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 012, 263N,  946W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 018, 261N,  951W,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 024, 262N,  957W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 030, 263N,  959W,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 036, 261N,  962W,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 042, 265N,  973W,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 048, 270N,  977W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 054, 274N,  976W,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 060, 279N,  978W,  12, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG07, 066, 283N,  973W,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG08, 000, 262N,  948W,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG08, 006, 258N,  950W,  14, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG08, 012, 256N,  956W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG08, 018, 252N,  963W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG08, 024, 257N,  969W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG08, 030, 252N,  966W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG08, 036, 239N,  962W,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 000, 269N,  939W,  12, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 006, 266N,  940W,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 012, 263N,  944W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 018, 260N,  949W,  18, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 024, 260N,  954W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 030, 259N,  958W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 036, 257N,  963W,  16, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 042, 259N,  972W,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 048, 259N,  979W,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 054, 260N,  980W,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 060, 260N,  989W,  13, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG09, 066, 262N,  998W,  10, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 000, 263N,  936W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 006, 252N,  933W,  15, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 012, 245N,  939W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 018, 240N,  944W,  16, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 024, 239N,  952W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 030, 232N,  950W,  12, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 036, 226N,  954W,  14, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 042, 227N,  959W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 048, 229N,  964W,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG10, 054, 223N,  957W,   7, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG11, 000, 258N,  956W,  12, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG11, 006, 252N,  961W,  13, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG11, 012, 249N,  967W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG12, 000, 259N,  947W,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG12, 006, 249N,  948W,  13, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG12, 012, 248N,  953W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG12, 018, 248N,  958W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG12, 024, 244N,  959W,  11, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG12, 030, 248N,  961W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG12, 036, 236N,  959W,  14, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 000, 276N,  938W,  10, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 006, 271N,  938W,  12, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 012, 269N,  943W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 018, 266N,  947W,  15, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 024, 267N,  953W,  10, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 030, 264N,  952W,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 036, 259N,  957W,  13, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 042, 261N,  961W,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 048, 261N,  967W,  13, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG13, 054, 272N,  966W,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG14, 000, 260N,  950W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG14, 006, 249N,  949W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG14, 012, 239N,  949W,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG15, 000, 278N,  939W,   8, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG15, 006, 272N,  936W,  11, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG16, 000, 258N,  950W,  11, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG16, 006, 259N,  959W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG16, 012, 255N,  960W,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 000, 273N,  946W,  16, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 006, 273N,  948W,  15, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 012, 274N,  950W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 018, 275N,  956W,  19, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 024, 279N,  959W,  15, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 030, 280N,  960W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 036, 280N,  961W,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 042, 286N,  963W,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 048, 292N,  962W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 054, 295N,  963W,  10, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 060, 295N,  961W,  12, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 066, 295N,  962W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 072, 309N,  962W,   5, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG17, 078, 310N,  963W,   8, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG18, 000, 262N,  944W,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG18, 006, 260N,  949W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG18, 012, 259N,  954W,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG18, 018, 259N,  960W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG18, 024, 258N,  965W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG18, 030, 257N,  966W,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG18, 036, 251N,  966W,  16, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG18, 042, 251N,  972W,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 000, 260N,  942W,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 006, 257N,  947W,  18, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 012, 255N,  951W,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 018, 251N,  956W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 024, 250N,  960W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 030, 247N,  960W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 036, 241N,  960W,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 042, 246N,  965W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 048, 244N,  972W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG19, 054, 240N,  971W,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 000, 260N,  939W,  13, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 006, 253N,  936W,  14, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 012, 251N,  942W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 018, 250N,  949W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 024, 250N,  953W,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 030, 248N,  957W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 036, 243N,  958W,  16, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 042, 242N,  964W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 048, 250N,  968W,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 054, 255N,  967W,  15, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 060, 252N,  969W,  15, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 066, 260N,  975W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 072, 265N,  974W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 078, 270N,  969W,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 084, 268N,  969W,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 090, 277N,  969W,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 096, 286N,  969W,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 102, 288N,  965W,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NG20, 108, 297N,  963W,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 000, 266N,  944W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 006, 263N,  947W,  23, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 012, 262N,  953W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 018, 258N,  960W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 024, 258N,  964W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 030, 257N,  965W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 036, 251N,  966W,  23, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 042, 249N,  972W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 048, 250N,  975W,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082712, 03, NVGM, 054, 250N,  976W,  14, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 000, 265N,  947W,  21, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 006, 265N,  950W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 012, 260N,  957W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 018, 260N,  962W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 024, 258N,  963W,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 030, 254N,  964W,  23, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 036, 250N,  968W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 042, 251N,  974W,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 048, 248N,  973W,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082718, 03, NVGM, 054, 243N,  973W,  15, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, GFDN,   0, 262N,  958W,  24, 1009
AL, 98, 2014082800, 03, GFDN,   6, 255N,  962W,  23, 1008
AL, 98, 2014082800, 03, GFDN,  12, 255N,  966W,  23, 1008
AL, 98, 2014082800, 03, GFDN,  18, 253N,  966W,  21, 1007
AL, 98, 2014082800, 03, GFDN,  24, 249N,  971W,  22, 1007
AL, 98, 2014082800, 03, GFDN,  30, 248N,  973W,  19, 1007
AL, 98, 2014082800, 03, GFDN,  36, 248N,  974W,  17, 1008
AL, 98, 2014082800, 03, GFDN,  42, 250N,  977W,  17, 1005
AL, 98, 2014082800, 03, GFDN,  48, 249N,  979W,  17, 1004
AL, 98, 2014082800, 03, GFDN,  54, 249N,  980W,  17, 1009
AL, 98, 2014082800, 03, GFDN,  60, 249N,  981W,  16, 1011
AL, 98, 2014082800, 03, GFDN,  66, 251N,  983W,  17, 1007
AL, 98, 2014082800, 03, GFDN,  72, 250N,  985W,  19, 1003
AL, 98, 2014082800, 03, NG01, 000, 255N,  952W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 006, 250N,  960W,  19, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 012, 238N,  953W,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 018, 231N,  939W,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 024, 231N,  949W,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 030, 238N,  959W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 036, 245N,  968W,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 042, 251N,  969W,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 048, 253N,  973W,  15, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 98, 2014082800, 03, NG01, 054, 260N,  981W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
