SH, 15, 2013021100, 03, NG01, 000, 111S,  828E,  24, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 006, 118S,  820E,  33, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 012, 119S,  815E,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 018, 124S,  814E,  30, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 024, 129S,  814E,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 030, 137S,  816E,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 036, 144S,  820E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 042, 152S,  821E,  23, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 048, 160S,  819E,  23, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 054, 168S,  814E,  29, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 060, 171S,  810E,  29,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 066, 178S,  805E,  27, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 072, 181S,  799E,  25, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 078, 189S,  799E,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 084, 195S,  794E,  26,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 090, 201S,  792E,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 096, 210S,  793E,   0,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 102, 218S,  794E,   0, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 108, 223S,  798E,   0,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 114, 227S,  803E,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 120, 235S,  811E,   0,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 126, 239S,  819E,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 132, 240S,  826E,   0, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 138, 239S,  825E,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG01, 144, 240S,  820E,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 000, 124S,  829E,  28, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 006, 129S,  820E,  33,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 012, 132S,  810E,  27,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 018, 136S,  804E,  31, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 024, 143S,  798E,  30,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 030, 150S,  791E,  24,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 036, 157S,  788E,  26,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 042, 161S,  781E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 048, 168S,  778E,  26,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 054, 171S,  771E,  25,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 060, 178S,  769E,  27,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 066, 183S,  765E,  26,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 072, 191S,  766E,  30,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 078, 200S,  770E,  30,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 084, 216S,  778E,  33,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 090, 230S,  789E,   0,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 096, 243S,  802E,   0,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 102, 256S,  818E,   0,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 108, 261S,  835E,   0,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 114, 263S,  849E,   0,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 120, 264S,  856E,   0,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 126, 266S,  861E,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 132, 266S,  869E,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 138, 265S,  870E,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG02, 144, 267S,  870E,   0, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 000, 117S,  824E,  31, 1000, XX,  34, NEQ, 0000, 0210, 0194, 0000
SH, 15, 2013021100, 03, NG03, 006, 121S,  811E,  38,  999, XX,  34, NEQ, 0000, 0193, 0116, 0000
SH, 15, 2013021100, 03, NG03, 012, 124S,  800E,  31,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 018, 128S,  791E,  31,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 024, 132S,  788E,  31,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 030, 140S,  781E,  30,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 036, 146S,  779E,  31,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 042, 151S,  776E,  30,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 048, 159S,  777E,  32,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 054, 168S,  774E,  30,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 060, 177S,  773E,  33,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 15, 2013021100, 03, NG03, 066, 188S,  772E,  31,  998, XX,  34, NEQ, 0175, 0192, 0190, 0000
SH, 15, 2013021100, 03, NG03, 072, 199S,  774E,  36,  996, XX,  34, NEQ, 0191, 0144, 0000, 0000
SH, 15, 2013021100, 03, NG03, 078, 210S,  776E,  35,  996, XX,  34, NEQ, 0227, 0200, 0000, 0000
SH, 15, 2013021100, 03, NG03, 084, 222S,  779E,  34,  994, XX,  34, NEQ, 0250, 0248, 0200, 0000
