SH, 04, 2015112718, 03, CTCX, 000, 136S, 1751W,  35,  999, XX,  34, NEQ, 0285, 0350, 0173, 0000,    0,    0, 078
SH, 04, 2015112718, 03, CTCX, 006, 139S, 1747W,  37,  999, XX,  34, NEQ, 0242, 0242, 0188, 0181,    0,    0, 098
SH, 04, 2015112718, 03, CTCX, 012, 143S, 1738W,  37,  997, XX,  34, NEQ, 0218, 0196, 0220, 0276,    0,    0, 081
SH, 04, 2015112718, 03, CTCX, 018, 148S, 1727W,  37,  996, XX,  34, NEQ, 0242, 0193, 0209, 0000,    0,    0, 107
SH, 04, 2015112718, 03, CTCX, 024, 157S, 1709W,  44,  995, XX,  34, NEQ, 0205, 0351, 0192, 0052,    0,    0, 031
SH, 04, 2015112718, 03, CTCX, 030, 173S, 1691W,  54,  994, XX,  34, NEQ, 0242, 0350, 0202, 0000,    0,    0, 033
SH, 04, 2015112718, 03, CTCX, 030, 173S, 1691W,  54,  994, XX,  50, NEQ, 0000, 0036, 0000, 0000,    0,    0, 033
SH, 04, 2015112718, 03, CTCX, 036, 186S, 1680W,  55,  989, XX,  34, NEQ, 0238, 0338, 0173, 0114,    0,    0, 022
SH, 04, 2015112718, 03, CTCX, 036, 186S, 1680W,  55,  989, XX,  50, NEQ, 0000, 0029, 0041, 0000,    0,    0, 022
SH, 04, 2015112718, 03, CTCX, 042, 193S, 1676W,  55,  992, XX,  34, NEQ, 0254, 0342, 0218, 0076,    0,    0, 093
SH, 04, 2015112718, 03, CTCX, 042, 193S, 1676W,  55,  992, XX,  50, NEQ, 0000, 0124, 0041, 0000,    0,    0, 093
SH, 04, 2015112718, 03, CTCX, 048, 199S, 1671W,  46,  992, XX,  34, NEQ, 0278, 0339, 0223, 0085,    0,    0, 106
SH, 04, 2015112718, 03, CTCX, 048, 199S, 1671W,  46,  992, XX,  50, NEQ, 0000, 0160, 0000, 0000,    0,    0, 106
SH, 04, 2015112718, 03, CTCX, 054, 206S, 1665W,  41,  994, XX,  34, NEQ, 0241, 0350, 0243, 0000,    0,    0, 103
SH, 04, 2015112718, 03, CTCX, 054, 206S, 1665W,  41,  994, XX,  50, NEQ, 0000, 0200, 0000, 0000,    0,    0, 103
SH, 04, 2015112718, 03, CTCX, 060, 215S, 1656W,  44,  993, XX,  34, NEQ, 0270, 0339, 0257, 0000,    0,    0, 107
SH, 04, 2015112718, 03, CTCX, 066, 225S, 1654W,  44,  994, XX,  34, NEQ, 0314, 0346, 0207, 0179,    0,    0, 070
SH, 04, 2015112718, 03, CTCX, 072, 228S, 1652W,  45,  993, XX,  34, NEQ, 0182, 0350, 0269, 0187,    0,    0, 108
SH, 04, 2015112718, 03, CTCX, 078, 232S, 1646W,  46,  993, XX,  34, NEQ, 0000, 0351, 0245, 0177,    0,    0, 094
SH, 04, 2015112718, 03, CTCX, 084, 238S, 1635W,  48,  992, XX,  34, NEQ, 0000, 0351, 0276, 0169,    0,    0, 106
SH, 04, 2015112718, 03, CTCX, 084, 238S, 1635W,  48,  992, XX,  50, NEQ, 0000, 0134, 0000, 0000,    0,    0, 106
SH, 04, 2015112718, 03, CTCX, 090, 242S, 1628W,  43,  992, XX,  34, NEQ, 0000, 0303, 0258, 0000,    0,    0, 094
SH, 04, 2015112718, 03, CTCX, 096, 253S, 1619W,  43,  991, XX,  34, NEQ, 0000, 0350, 0256, 0170,    0,    0, 107
SH, 04, 2015112718, 03, CTCX, 096, 253S, 1619W,  43,  991, XX,  50, NEQ, 0000, 0173, 0000, 0000,    0,    0, 107
SH, 04, 2015112718, 03, CTCX, 102, 272S, 1614W,  51,  989, XX,  34, NEQ, 0158, 0337, 0215, 0241,    0,    0, 063
SH, 04, 2015112718, 03, CTCX, 102, 272S, 1614W,  51,  989, XX,  50, NEQ, 0000, 0000, 0098, 0000,    0,    0, 063
SH, 04, 2015112718, 03, CTCX, 108, 277S, 1607W,  52,  987, XX,  34, NEQ, 0003, 0350, 0285, 0276,    0,    0, 081
SH, 04, 2015112718, 03, CTCX, 108, 277S, 1607W,  52,  987, XX,  50, NEQ, 0000, 0209, 0163, 0000,    0,    0, 081
SH, 04, 2015112718, 03, CTCX, 114, 293S, 1605W,  51,  986, XX,  34, NEQ, 0009, 0350, 0255, 0305,    0,    0, 076
SH, 04, 2015112718, 03, CTCX, 114, 293S, 1605W,  51,  986, XX,  50, NEQ, 0000, 0179, 0000, 0000,    0,    0, 076
SH, 04, 2015112718, 03, CTCX, 120, 296S, 1611W,  52,  984, XX,  34, NEQ, 0156, 0345, 0251, 0249,    0,    0, 045
SH, 04, 2015112718, 03, CTCX, 120, 296S, 1611W,  52,  984, XX,  50, NEQ, 0000, 0117, 0099, 0000,    0,    0, 045
SH, 04, 2015112718, 03, CTCX, 126, 292S, 1605W,  45,  983, XX,  34, NEQ, 0165, 0340, 0290, 0227,    0,    0, 099
SH, 04, 2015112718, 03, NVGM, 000, 130S, 1756W,  33,  998, XX,  34, NEQ, 0000, 0000, 0270, 0000,    0,    0, 138
SH, 04, 2015112718, 03, NVGM, 006, 139S, 1746W,  34,  998, XX,  34, NEQ, 0100, 0225, 0242, 0000,    0,    0, 098
SH, 04, 2015112718, 03, NVGM, 012, 148S, 1742W,  38,  997, XX,  34, NEQ, 0000, 0250, 0205, 0000,    0,    0, 162
SH, 04, 2015112718, 03, NVGM, 018, 153S, 1743W,  40,  997, XX,  34, NEQ, 0000, 0257, 0151, 0000,    0,    0, 082
SH, 04, 2015112718, 03, NVGM, 024, 155S, 1740W,  43,  996, XX,  34, NEQ, 0000, 0215, 0230, 0098,    0,    0, 081
SH, 04, 2015112718, 03, NVGM, 030, 161S, 1738W,  44,  996, XX,  34, NEQ, 0000, 0218, 0201, 0106,    0,    0, 087
SH, 04, 2015112718, 03, NVGM, 036, 164S, 1735W,  40,  996, XX,  34, NEQ, 0000, 0212, 0207, 0000,    0,    0, 108
SH, 04, 2015112718, 03, NVGM, 042, 164S, 1733W,  37,  997, XX,  34, NEQ, 0000, 0337, 0204, 0000,    0,    0, 143
SH, 04, 2015112718, 03, NVGM, 048, 166S, 1730W,  32,  998, XX,  34, NEQ, 0000, 0310, 0220, 0000,    0,    0, 162
SH, 04, 2015112718, 03, NVGM, 054, 168S, 1729W,  33,  998, XX,  34, NEQ, 0000, 0317, 0255, 0000,    0,    0, 161
SH, 04, 2015112718, 03, NVGM, 060, 168S, 1726W,  31,  999, XX,  34, NEQ, 0000, 0345, 0258, 0000,    0,    0, 155
SH, 04, 2015112718, 03, NVGM, 066, 165S, 1725W,  30, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 154
SH, 04, 2015112718, 03, NVGM, 072, 164S, 1723W,  29, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 129
SH, 04, 2015112718, 03, NVGM, 078, 163S, 1721W,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 132
SH, 04, 2015112718, 03, NVGM, 084, 163S, 1716W,  26, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 161
SH, 04, 2015112718, 03, NVGM, 090, 163S, 1713W,  25, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 153
SH, 04, 2015112718, 03, NVGM, 096, 165S, 1710W,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 160
SH, 04, 2015112718, 03, NVGM, 102, 164S, 1707W,  28, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 149
SH, 04, 2015112718, 03, NVGM, 108, 166S, 1701W,  28, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 092
SH, 04, 2015112718, 03, NVGM, 114, 165S, 1699W,  23, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 140
SH, 04, 2015112718, 03, NVGM, 120, 166S, 1697W,  22, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 072
SH, 04, 2015112718, 03, NVGM, 126, 166S, 1695W,  22, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 158
SH, 04, 2015112718, 03, NVGM, 132, 167S, 1695W,  23, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 158
SH, 04, 2015112718, 03, NVGM, 138, 166S, 1694W,  21, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 153
SH, 04, 2015112718, 03, NVGM, 144, 166S, 1692W,  21, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 159
SH, 04, 2015112718, 03, NVGM, 150, 167S, 1692W,  21, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 157
SH, 04, 2015112718, 03, NVGM, 156, 168S, 1689W,  19, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 161
SH, 04, 2015112718, 03, NVGM, 162, 167S, 1684W,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 162
SH, 04, 2015112718, 03, NVGM, 168, 166S, 1683W,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 153
SH, 04, 2015112718, 03, NVGM, 174, 173S, 1674W,  16, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 149
SH, 04, 2015112800, 03, COTC, 000, 138S, 1744W,  40,  996, XX,  34, NEQ, 0079, 0262, 0250, 0064,    0,    0, 046
SH, 04, 2015112800, 03, COTC, 006, 144S, 1740W,  37,  997, XX,  34, NEQ, 0197, 0187, 0000, 0000,    0,    0, 084
SH, 04, 2015112800, 03, COTC, 012, 152S, 1731W,  40,  997, XX,  34, NEQ, 0193, 0197, 0186, 0000,    0,    0, 067
SH, 04, 2015112800, 03, COTC, 012, 152S, 1731W,  40,  997, XX,  50, NEQ, 0000, 0117, 0000, 0000,    0,    0, 067
SH, 04, 2015112800, 03, COTC, 018, 160S, 1715W,  54,  995, XX,  34, NEQ, 0160, 0160, 0123, 0000,    0,    0, 034
SH, 04, 2015112800, 03, COTC, 018, 160S, 1715W,  54,  995, XX,  50, NEQ, 0037, 0034, 0000, 0000,    0,    0, 034
SH, 04, 2015112800, 03, COTC, 024, 163S, 1714W,  50,  995, XX,  34, NEQ, 0196, 0192, 0137, 0044,    0,    0, 021
SH, 04, 2015112800, 03, COTC, 024, 163S, 1714W,  50,  995, XX,  50, NEQ, 0000, 0000, 0000, 0021,    0,    0, 021
SH, 04, 2015112800, 03, COTC, 030, 168S, 1709W,  55,  990, XX,  34, NEQ, 0195, 0313, 0151, 0035,    0,    0, 026
SH, 04, 2015112800, 03, COTC, 030, 168S, 1709W,  55,  990, XX,  50, NEQ, 0000, 0032, 0032, 0018,    0,    0, 026
SH, 04, 2015112800, 03, COTC, 036, 169S, 1711W,  41,  993, XX,  34, NEQ, 0162, 0328, 0137, 0077,    0,    0, 052
SH, 04, 2015112800, 03, COTC, 042, 170S, 1712W,  43,  994, XX,  34, NEQ, 0000, 0276, 0130, 0074,    0,    0, 044
SH, 04, 2015112800, 03, COTC, 048, 166S, 1709W,  37,  997, XX,  34, NEQ, 0000, 0306, 0137, 0000,    0,    0, 103
SH, 04, 2015112800, 03, COTC, 054, 168S, 1701W,  36,  997, XX,  34, NEQ, 0000, 0247, 0137, 0000,    0,    0, 108
SH, 04, 2015112800, 03, COTC, 060, 169S, 1699W,  36,  999, XX,  34, NEQ, 0000, 0234, 0000, 0000,    0,    0, 097
SH, 04, 2015112800, 03, COTC, 066, 176S, 1697W,  38,  998, XX,  34, NEQ, 0000, 0241, 0036, 0000,    0,    0, 086
SH, 04, 2015112800, 03, COTC, 072, 175S, 1700W,  38,  999, XX,  34, NEQ, 0000, 0232, 0040, 0000,    0,    0, 095
SH, 04, 2015112800, 03, COTC, 078, 172S, 1699W,  33,  999, XX,  34, NEQ, 0000, 0218, 0000, 0000,    0,    0, 090
SH, 04, 2015112800, 03, COTC, 084, 167S, 1697W,  28, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 072
