EP, 91, 2019051818, 03, COTC, 000, 112N,  926W,   9, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
EP, 91, 2019051818, 03, COTC, 006, 102N,  923W,  21,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 094
EP, 91, 2019051818, 03, NVGM, 000, 124N,  941W,   9, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 154
EP, 91, 2019052212, 03, COTC, 000, 114N,  883W,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 108
EP, 91, 2019052212, 03, COTC, 006, 108N,  884W,  24, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 105
EP, 91, 2019052212, 03, COTC, 012, 118N,  880W,  25, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 067
EP, 91, 2019052212, 03, COTC, 018, 119N,  879W,  33, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 098
EP, 91, 2019052212, 03, COTC, 024, 119N,  879W,  37, 1005, XX,  34, NEQ, 0000, 0000, 0111, 0000,    0,    0, 108
EP, 91, 2019052212, 03, COTC, 030, 123N,  883W,  36, 1006, XX,  34, NEQ, 0000, 0000, 0200, 0000,    0,    0, 090
EP, 91, 2019052212, 03, COTC, 036, 133N,  896W,  34, 1004, XX,  34, NEQ, 0000, 0000, 0190, 0000,    0,    0, 073
EP, 91, 2019052212, 03, COTC, 042, 135N,  899W,  40, 1003, XX,  34, NEQ, 0000, 0127, 0128, 0000,    0,    0, 063
EP, 91, 2019052212, 03, COTC, 048, 137N,  913W,  37, 1004, XX,  34, NEQ, 0000, 0082, 0164, 0000,    0,    0, 107
EP, 91, 2019052212, 03, COTC, 054, 142N,  933W,   0,  999, XX,  34, NEQ, 0000, 0102, 0109, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 060, 150N,  934W,   0,  996, XX,  34, NEQ, 0040, 0163, 0141, 0059,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 066, 164N,  938W,   0,  998, XX,  34, NEQ, 0000, 0202, 0204, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 072, 171N,  941W,   0,  997, XX,  34, NEQ, 0000, 0228, 0000, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 078, 178N,  946W,   0,  999, XX,  34, NEQ, 0000, 0210, 0000, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 084, 184N,  947W,   0,  998, XX,  34, NEQ, 0000, 0236, 0000, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 090, 187N,  956W,   0,  999, XX,  34, NEQ, 0187, 0000, 0000, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 096, 193N,  961W,   0,  998, XX,  34, NEQ, 0000, 0283, 0000, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 102, 199N,  964W,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 108, 206N,  962W,   0, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 114, 202N,  964W,   0, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
EP, 91, 2019052212, 03, COTC, 120, 209N,  965W,   0, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
EP, 91, 2019052212, 03, NG01, 000, 113N,  862W,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 048
EP, 91, 2019052212, 03, NG01, 006, 112N,  856W,  19, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 069
EP, 91, 2019052212, 03, NG01, 012, 110N,  846W,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 159
EP, 91, 2019052212, 03, NG01, 018, 120N,  836W,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 161
EP, 91, 2019052212, 03, NG01, 024, 133N,  835W,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 160
EP, 91, 2019052212, 03, NG01, 030, 140N,  837W,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 156
EP, 91, 2019052212, 03, NG01, 036, 135N,  835W,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 094
EP, 91, 2019052212, 03, NG01, 042, 134N,  836W,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 131
EP, 91, 2019052212, 03, NG01, 048, 137N,  837W,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 102
EP, 91, 2019052212, 03, NG01, 054, 141N,  838W,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 136
EP, 91, 2019052212, 03, NG01, 060, 142N,  842W,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 140
EP, 91, 2019052212, 03, NG01, 066, 143N,  852W,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 134
EP, 91, 2019052212, 03, NG01, 072, 146N,  858W,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 156
EP, 91, 2019052212, 03, NG01, 078, 153N,  857W,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 138
EP, 91, 2019052212, 03, NG01, 084, 154N,  860W,  31, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 070
EP, 91, 2019052212, 03, NG01, 090, 152N,  866W,  32, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 080
EP, 91, 2019052212, 03, NG01, 096, 148N,  869W,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 070
EP, 91, 2019052212, 03, NG01, 102, 145N,  867W,  23, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 090
EP, 91, 2019052212, 03, NG01, 108, 146N,  862W,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 117
