EP, 90, 2007080312, 03,  NGX,   0, 158N, 1163W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX,  12, 157N, 1180W,  14, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX,  24, 159N, 1190W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX,  36, 160N, 1209W,  17, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX,  48, 163N, 1229W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX,  60, 169N, 1243W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX,  72, 177N, 1255W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX,  84, 184N, 1260W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX,  96, 188N, 1261W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX, 108, 189N, 1266W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080312, 03,  NGX, 120, 183N, 1271W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP02,   0, 166N, 1172W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP02,   6, 160N, 1179W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP02,  12, 143N, 1184W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP02,  18, 145N, 1198W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP02,  24, 146N, 1211W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP02,  30, 149N, 1225W,  15, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP03,   0, 155N, 1167W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP06,   0, 159N, 1174W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP06,   6, 165N, 1192W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP06,  12, 166N, 1200W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP06,  18, 171N, 1212W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP06,  24, 177N, 1223W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP06,  30, 181N, 1230W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP06,  36, 182N, 1243W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP06,  42, 186N, 1254W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP06,  48, 193N, 1262W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP09,   0, 166N, 1173W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP09,   6, 165N, 1185W,  19, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP09,  12, 163N, 1194W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP09,  18, 166N, 1203W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP09,  24, 165N, 1216W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP09,  30, 171N, 1231W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,   0, 159N, 1178W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,   6, 155N, 1191W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  12, 160N, 1197W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  18, 158N, 1205W,  18, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  24, 160N, 1214W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  30, 167N, 1227W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  36, 166N, 1235W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  42, 164N, 1240W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  48, 168N, 1251W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  54, 168N, 1255W,  16, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  60, 168N, 1271W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  66, 167N, 1279W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  72, 174N, 1290W,  13, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  78, 176N, 1302W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  84, 172N, 1313W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  90, 165N, 1312W,  11, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP15,  96, 162N, 1331W,   8, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,   0, 158N, 1172W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,   6, 153N, 1183W,  22, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  12, 160N, 1191W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  18, 161N, 1203W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  24, 167N, 1217W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  30, 170N, 1228W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  36, 173N, 1240W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  42, 175N, 1250W,  14, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  48, 183N, 1255W,  13, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  54, 183N, 1268W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  60, 187N, 1277W,  14, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  66, 190N, 1289W,   9, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, AP16,  72, 189N, 1294W,  10, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,   0, 165N, 1166W,  25, 1009,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,   6, 171N, 1182W,  35, 1005,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  12, 177N, 1193W,  34, 1008,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  18, 180N, 1207W,  34, 1007,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  24, 181N, 1216W,  29, 1007,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  30, 185N, 1227W,  25, 1008,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  36, 188N, 1237W,  23, 1009,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  42, 191N, 1245W,  20, 1009,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  48, 195N, 1253W,  21, 1010,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  54, 199N, 1260W,  18, 1010,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  60, 203N, 1270W,  20, 1011,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  66, 205N, 1278W,  18, 1011,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  72, 209N, 1285W,  16, 1012,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  78, 211N, 1291W,  17, 1012,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDL,  84, 212N, 1297W,  17, 1013,   ,   0,    ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,   0, 163N, 1165W,  28, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,   6, 171N, 1178W,  31, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  12, 180N, 1191W,  30, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  18, 184N, 1208W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  24, 186N, 1221W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  30, 187N, 1231W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  36, 188N, 1240W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  42, 191N, 1249W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  48, 195N, 1257W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  54, 196N, 1267W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  60, 201N, 1275W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  66, 204N, 1286W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  72, 208N, 1290W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  78, 211N, 1295W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  84, 215N, 1301W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  90, 216N, 1305W,  15, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, GFDT,  96, 218N, 1310W,  15, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,   0, 167N, 1165W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,   6, 175N, 1175W,  30, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  12, 181N, 1187W,  31, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  18, 186N, 1201W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  24, 190N, 1214W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  30, 194N, 1226W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  36, 198N, 1237W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  42, 202N, 1248W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  48, 208N, 1259W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  54, 213N, 1267W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  60, 215N, 1276W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  66, 219N, 1285W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  72, 224N, 1292W,  17, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  78, 228N, 1299W,  18, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080318, 03, HWRF,  84, 229N, 1307W,  17, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,   0, 163N, 1199W,  28, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,   6, 166N, 1208W,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  12, 172N, 1217W,  31, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  18, 178N, 1229W,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  24, 182N, 1239W,  30, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  30, 184N, 1248W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  36, 188N, 1257W,  24, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  42, 193N, 1268W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  48, 196N, 1281W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  54, 199N, 1294W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  60, 200N, 1307W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  66, 201N, 1319W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  72, 203N, 1329W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  78, 207N, 1340W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  ETA,  84, 210N, 1350W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  NGM,   0, 162N, 1198W,  23, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  NGM,   6, 169N, 1209W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  NGM,  12, 170N, 1220W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  NGM,  18, 173N, 1228W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  NGM,  24, 174N, 1238W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  NGM,  30, 179N, 1248W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  NGM,  36, 183N, 1262W,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 90, 2007080400, 03,  NGM,  42, 190N, 1271W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
