WP, 92, 2012061700, 03, AVNO, 000, 191N, 1117E,  36,  994, XX,  34, NEQ, 0000, 0216, 0186, 0000
WP, 92, 2012061700, 03, AVNO, 006, 193N, 1117E,  41,  992, XX,  34, NEQ, 0000, 0232, 0302, 0000
WP, 92, 2012061700, 03, AVNO, 012, 191N, 1115E,  36,  992, XX,  34, NEQ, 0000, 0236, 0102, 0000
WP, 92, 2012061700, 03, AVNO, 018, 191N, 1117E,  46,  991, XX,  34, NEQ, 0000, 0109, 0139, 0000
WP, 92, 2012061700, 03, AVNO, 024, 194N, 1121E,  49,  991, XX,  34, NEQ, 0089, 0240, 0264, 0090
WP, 92, 2012061700, 03, AVNO, 030, 193N, 1127E,  52,  988, XX,  34, NEQ, 0090, 0323, 0278, 0094
WP, 92, 2012061700, 03, AVNO, 030, 193N, 1127E,  52,  988, XX,  50, NEQ, 0000, 0083, 0089, 0000
WP, 92, 2012061700, 03, AVNO, 036, 193N, 1128E,  49,  987, XX,  34, NEQ, 0086, 0235, 0270, 0103
WP, 92, 2012061700, 03, AVNO, 042, 193N, 1132E,  53,  987, XX,  34, NEQ, 0102, 0225, 0231, 0098
WP, 92, 2012061700, 03, AVNO, 042, 193N, 1132E,  53,  987, XX,  50, NEQ, 0000, 0081, 0079, 0000
WP, 92, 2012061700, 03, AVNO, 048, 194N, 1136E,  60,  986, XX,  34, NEQ, 0106, 0249, 0320, 0100
WP, 92, 2012061700, 03, AVNO, 048, 194N, 1136E,  60,  986, XX,  50, NEQ, 0000, 0074, 0059, 0000
WP, 92, 2012061700, 03, AVNO, 054, 197N, 1137E,  61,  984, XX,  34, NEQ, 0098, 0268, 0176, 0104
WP, 92, 2012061700, 03, AVNO, 054, 197N, 1137E,  61,  984, XX,  50, NEQ, 0000, 0072, 0082, 0000
WP, 92, 2012061700, 03, AVNO, 060, 201N, 1140E,  62,  986, XX,  34, NEQ, 0084, 0248, 0156, 0090
WP, 92, 2012061700, 03, AVNO, 060, 201N, 1140E,  62,  986, XX,  50, NEQ, 0000, 0069, 0066, 0000
WP, 92, 2012061700, 03, AVNO, 066, 210N, 1144E,  48,  987, XX,  34, NEQ, 0088, 0218, 0155, 0064
WP, 92, 2012061700, 03, AVNO, 072, 219N, 1150E,  48,  990, XX,  34, NEQ, 0066, 0152, 0115, 0059
WP, 92, 2012061700, 03, AVNO, 078, 226N, 1157E,  48,  989, XX,  34, NEQ, 0075, 0098, 0097, 0000
WP, 92, 2012061700, 03, AVNO, 084, 234N, 1163E,  47,  991, XX,  34, NEQ, 0066, 0089, 0095, 0000
WP, 92, 2012061700, 03, AVNO, 090, 244N, 1170E,  41,  992, XX,  34, NEQ, 0000, 0112, 0115, 0000
WP, 92, 2012061700, 03, AVNO, 096, 252N, 1182E,  41,  996, XX,  34, NEQ, 0000, 0104, 0105, 0000
WP, 92, 2012061700, 03, AVNO, 102, 260N, 1194E,  44,  996, XX,  34, NEQ, 0000, 0227, 0093, 0000
WP, 92, 2012061700, 03, AVNO, 108, 265N, 1208E,  41,  998, XX,  34, NEQ, 0000, 0206, 0103, 0000
WP, 92, 2012061700, 03, AVNO, 114, 274N, 1228E,  40,  997, XX,  34, NEQ, 0000, 0233, 0264, 0000
WP, 92, 2012061700, 03, AVNO, 120, 289N, 1252E,  47,  997, XX,  34, NEQ, 0072, 0112, 0087, 0000
WP, 92, 2012061700, 03, AVNO, 126, 302N, 1274E,  43,  995, XX,  34, NEQ, 0038, 0115, 0102, 0000
WP, 92, 2012061700, 03, AVNO, 132, 311N, 1294E,  44,  995, XX,  34, NEQ, 0052, 0129, 0110, 0054
WP, 92, 2012061700, 03, AVNO, 138, 322N, 1320E,  44,  993, XX,  34, NEQ, 0057, 0136, 0142, 0000
WP, 92, 2012061700, 03, AVNO, 144, 330N, 1349E,  44,  994, XX,  34, NEQ, 0088, 0154, 0150, 0050
WP, 92, 2012061700, 03, AVNO, 150, 332N, 1375E,  51,  993, XX,  34, NEQ, 0099, 0143, 0137, 0062
WP, 92, 2012061700, 03, AVNO, 150, 332N, 1375E,  51,  993, XX,  50, NEQ, 0000, 0000, 0056, 0000
WP, 92, 2012061700, 03, AVNO, 156, 336N, 1410E,  46,  994, XX,  34, NEQ, 0056, 0157, 0184, 0080
WP, 92, 2012061700, 03, AVNO, 162, 340N, 1444E,  45,  992, XX,  34, NEQ, 0068, 0181, 0214, 0122
WP, 92, 2012061700, 03, AVNO, 168, 348N, 1483E,  43,  991, XX,  34, NEQ, 0053, 0229, 0268, 0067
WP, 92, 2012061700, 03, AVNO, 174, 357N, 1515E,  37,  990, XX,  34, NEQ, 0000, 0253, 0286, 0046
WP, 92, 2012061700, 03, AVNO, 180, 365N, 1540E,  37,  990, XX,  34, NEQ, 0000, 0211, 0222, 0000
WP, 92, 2012061706, 03, AVNO, 000, 191N, 1117E,  39,  993, XX,  34, NEQ, 0000, 0222, 0292, 0000
WP, 92, 2012061706, 03, AVNO, 006, 189N, 1120E,  43,  992, XX,  34, NEQ, 0000, 0206, 0139, 0000
WP, 92, 2012061706, 03, AVNO, 012, 191N, 1125E,  49,  990, XX,  34, NEQ, 0094, 0182, 0171, 0000
WP, 92, 2012061706, 03, AVNO, 018, 194N, 1127E,  53,  989, XX,  34, NEQ, 0091, 0219, 0268, 0093
