AL, 82, 2017011818, 03, CTCX, 000, 150N,  800W,  79,  976, XX,  34, NEQ, 0099, 0100, 0104, 0103,    0,    0, 014
AL, 82, 2017011818, 03, CTCX, 000, 150N,  800W,  79,  976, XX,  50, NEQ, 0041, 0044, 0046, 0045,    0,    0, 014
AL, 82, 2017011818, 03, CTCX, 000, 150N,  800W,  79,  976, XX,  64, NEQ, 0023, 0026, 0028, 0026,    0,    0, 014
AL, 82, 2017011818, 03, CTCX, 006, 145N,  808W,  63,  995, XX,  34, NEQ, 0083, 0050, 0062, 0086,    0,    0, 033
AL, 82, 2017011818, 03, CTCX, 006, 145N,  808W,  63,  995, XX,  50, NEQ, 0054, 0000, 0000, 0048,    0,    0, 033
AL, 82, 2017011818, 03, CTCX, 012, 141N,  821W,  46, 1005, XX,  34, NEQ, 0075, 0029, 0027, 0079,    0,    0, 044
AL, 82, 2017011818, 03, CTCX, 018, 137N,  834W,  35, 1008, XX,  34, NEQ, 0053, 0000, 0000, 0000,    0,    0, 049
AL, 82, 2017011818, 03, CTCX, 024, 136N,  848W,  18, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 093
AL, 82, 2017011912, 03, CTCX, 000, 152N,  800W,  84,  961, XX,  34, NEQ, 0189, 0188, 0184, 0179,    0,    0, 015
AL, 82, 2017011912, 03, CTCX, 000, 152N,  800W,  84,  961, XX,  50, NEQ, 0067, 0068, 0064, 0062,    0,    0, 015
AL, 82, 2017011912, 03, CTCX, 000, 152N,  800W,  84,  961, XX,  64, NEQ, 0033, 0034, 0033, 0032,    0,    0, 015
AL, 82, 2017011912, 03, CTCX, 006, 150N,  806W,  70,  985, XX,  34, NEQ, 0158, 0119, 0110, 0132,    0,    0, 021
AL, 82, 2017011912, 03, CTCX, 006, 150N,  806W,  70,  985, XX,  50, NEQ, 0080, 0041, 0000, 0041,    0,    0, 021
AL, 82, 2017011912, 03, CTCX, 006, 150N,  806W,  70,  985, XX,  64, NEQ, 0025, 0000, 0000, 0000,    0,    0, 021
AL, 82, 2017011912, 03, CTCX, 012, 152N,  815W,  50,  996, XX,  34, NEQ, 0097, 0097, 0063, 0078,    0,    0, 039
AL, 82, 2017011912, 03, CTCX, 018, 151N,  821W,  39, 1002, XX,  34, NEQ, 0078, 0042, 0000, 0072,    0,    0, 062
AL, 82, 2017011912, 03, CTCX, 024, 156N,  826W,  35, 1004, XX,  34, NEQ, 0047, 0000, 0000, 0000,    0,    0, 036
AL, 82, 2017011912, 03, CTCX, 030, 163N,  832W,  35, 1007, XX,  34, NEQ, 0038, 0000, 0000, 0000,    0,    0, 034
AL, 82, 2017011912, 03, CTCX, 036, 171N,  838W,  35, 1006, XX,  34, NEQ, 0046, 0000, 0000, 0000,    0,    0, 044
AL, 82, 2017011912, 03, CTCX, 042, 180N,  843W,  35, 1009, XX,  34, NEQ, 0047, 0049, 0000, 0000,    0,    0, 044
AL, 82, 2017011912, 03, CTCX, 048, 191N,  845W,  36, 1009, XX,  34, NEQ, 0026, 0041, 0000, 0000,    0,    0, 037
AL, 82, 2017011912, 03, CTCX, 054, 206N,  846W,  35, 1011, XX,  34, NEQ, 0050, 0000, 0000, 0000,    0,    0, 050
AL, 82, 2017011912, 03, CTCX, 060, 222N,  839W,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 041
AL, 82, 2017012012, 03, CTCX, 000, 154N,  806W,  73,  971, XX,  34, NEQ, 0187, 0186, 0185, 0191,    0,    0, 015
AL, 82, 2017012012, 03, CTCX, 000, 154N,  806W,  73,  971, XX,  50, NEQ, 0056, 0051, 0055, 0058,    0,    0, 015
AL, 82, 2017012012, 03, CTCX, 000, 154N,  806W,  73,  971, XX,  64, NEQ, 0023, 0022, 0026, 0026,    0,    0, 015
AL, 82, 2017012012, 03, CTCX, 006, 155N,  811W,  59,  988, XX,  34, NEQ, 0135, 0125, 0093, 0082,    0,    0, 021
AL, 82, 2017012012, 03, CTCX, 006, 155N,  811W,  59,  988, XX,  50, NEQ, 0029, 0033, 0033, 0026,    0,    0, 021
AL, 82, 2017012012, 03, CTCX, 012, 159N,  816W,  52,  998, XX,  34, NEQ, 0097, 0083, 0050, 0091,    0,    0, 030
AL, 82, 2017012012, 03, CTCX, 012, 159N,  816W,  52,  998, XX,  50, NEQ, 0000, 0041, 0000, 0000,    0,    0, 030
AL, 82, 2017012012, 03, CTCX, 018, 163N,  819W,  35, 1005, XX,  34, NEQ, 0085, 0000, 0000, 0000,    0,    0, 077
AL, 82, 2017012012, 03, CTCX, 024, 172N,  821W,  35, 1007, XX,  34, NEQ, 0043, 0064, 0000, 0000,    0,    0, 034
AL, 82, 2017012012, 03, CTCX, 030, 183N,  825W,  38, 1009, XX,  34, NEQ, 0050, 0051, 0000, 0000,    0,    0, 039
AL, 82, 2017012012, 03, CTCX, 036, 199N,  832W,  33, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 057
AL, 82, 2017012012, 03, CTCX, 042, 214N,  831W,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 067
AL, 82, 2017012018, 03, CTCX, 000, 153N,  808W,  78,  967, XX,  34, NEQ, 0186, 0179, 0192, 0192,    0,    0, 015
AL, 82, 2017012018, 03, CTCX, 000, 153N,  808W,  78,  967, XX,  50, NEQ, 0062, 0054, 0062, 0066,    0,    0, 015
AL, 82, 2017012018, 03, CTCX, 000, 153N,  808W,  78,  967, XX,  64, NEQ, 0026, 0026, 0032, 0032,    0,    0, 015
AL, 82, 2017012018, 03, CTCX, 006, 154N,  812W,  57,  985, XX,  34, NEQ, 0139, 0115, 0093, 0128,    0,    0, 025
AL, 82, 2017012018, 03, CTCX, 006, 154N,  812W,  57,  985, XX,  50, NEQ, 0033, 0035, 0031, 0033,    0,    0, 025
AL, 82, 2017012018, 03, CTCX, 012, 158N,  817W,  47,  999, XX,  34, NEQ, 0089, 0070, 0041, 0087,    0,    0, 032
AL, 82, 2017012018, 03, CTCX, 018, 162N,  820W,  38, 1004, XX,  34, NEQ, 0069, 0036, 0000, 0052,    0,    0, 056
AL, 82, 2017012018, 03, CTCX, 024, 169N,  821W,  35, 1008, XX,  34, NEQ, 0035, 0038, 0000, 0000,    0,    0, 033
AL, 82, 2017012018, 03, CTCX, 030, 178N,  821W,  36, 1006, XX,  34, NEQ, 0038, 0000, 0000, 0000,    0,    0, 033
AL, 82, 2017012018, 03, CTCX, 036, 192N,  825W,  32, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 049
AL, 82, 2017012018, 03, CTCX, 042, 206N,  823W,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 057
AL, 82, 2017012412, 03, CTCX, 000, 153N,  808W,  78,  967, XX,  34, NEQ, 0186, 0179, 0192, 0192,    0,    0, 015
AL, 82, 2017012412, 03, CTCX, 000, 153N,  808W,  78,  967, XX,  50, NEQ, 0062, 0054, 0062, 0066,    0,    0, 015
AL, 82, 2017012412, 03, CTCX, 000, 153N,  808W,  78,  967, XX,  64, NEQ, 0026, 0026, 0032, 0032,    0,    0, 015
AL, 82, 2017012412, 03, CTCX, 006, 149N,  811W,  59,  986, XX,  34, NEQ, 0108, 0101, 0117, 0130,    0,    0, 022
AL, 82, 2017012412, 03, CTCX, 006, 149N,  811W,  59,  986, XX,  50, NEQ, 0026, 0030, 0000, 0042,    0,    0, 022
AL, 82, 2017012412, 03, CTCX, 012, 146N,  816W,  44,  997, XX,  34, NEQ, 0071, 0075, 0070, 0074,    0,    0, 061
AL, 82, 2017012412, 03, CTCX, 018, 146N,  823W,  38, 1006, XX,  34, NEQ, 0000, 0054, 0035, 0000,    0,    0, 044
AL, 82, 2017012412, 03, CTCX, 024, 144N,  828W,  25, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 062
AL, 82, 2017012412, 03, CTCX, 030, 142N,  837W,  22, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
AL, 82, 2017012418, 03, CTCX, 000, 152N,  808W,  78,  966, XX,  34, NEQ, 0186, 0186, 0192, 0192,    0,    0, 019
AL, 82, 2017012418, 03, CTCX, 000, 152N,  808W,  78,  966, XX,  50, NEQ, 0057, 0061, 0065, 0063,    0,    0, 019
AL, 82, 2017012418, 03, CTCX, 000, 152N,  808W,  78,  966, XX,  64, NEQ, 0026, 0029, 0033, 0032,    0,    0, 019
AL, 82, 2017012418, 03, CTCX, 006, 149N,  811W,  57,  985, XX,  34, NEQ, 0092, 0095, 0113, 0124,    0,    0, 022
AL, 82, 2017012418, 03, CTCX, 006, 149N,  811W,  57,  985, XX,  50, NEQ, 0029, 0028, 0000, 0033,    0,    0, 022
AL, 82, 2017012418, 03, CTCX, 012, 146N,  819W,  44,  998, XX,  34, NEQ, 0078, 0054, 0058, 0073,    0,    0, 023
AL, 82, 2017012418, 03, CTCX, 018, 146N,  829W,  38, 1005, XX,  34, NEQ, 0000, 0082, 0000, 0000,    0,    0, 037
AL, 82, 2017012418, 03, CTCX, 024, 145N,  835W,  26, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 066
AL, 82, 2017012418, 03, CTCX, 030, 146N,  843W,  21, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 105
AL, 82, 2017012418, 03, CTCX, 036, 151N,  850W,  18, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
AL, 82, 2017012418, 03, CTCX, 042, 156N,  864W,  14, 1015, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 076
AL, 82, 2017012512, 03, CTCX, 000, 148N,  805W,  79,  968, XX,  34, NEQ, 0164, 0187, 0194, 0194,    0,    0, 019
AL, 82, 2017012512, 03, CTCX, 000, 148N,  805W,  79,  968, XX,  50, NEQ, 0051, 0063, 0070, 0067,    0,    0, 019
AL, 82, 2017012512, 03, CTCX, 000, 148N,  805W,  79,  968, XX,  64, NEQ, 0022, 0030, 0034, 0032,    0,    0, 019
