CP, 91, 2021080718, 01, CARQ, -24,  60N, 1650W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 91, 2021080718, 01, CARQ, -18,  68N, 1665W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 91, 2021080718, 01, CARQ, -12,  77N, 1677W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 306,  11,     INVEST,  , 
CP, 91, 2021080718, 01, CARQ,  -6,  81N, 1683W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X,   0,   0,     INVEST,  , 
CP, 91, 2021080718, 01, CARQ,   0, 085N, 1692W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 1013,   60,  40,   0,   0,   C,   0,   X, 305,  11,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, CP912021,  NHC, NCEP_TCVITALS, 
CP, 91, 2021080718, 01, CARQ,   0, 085N, 1692W,  25, 1011, XX,  50, NEQ,    0,    0,    0,    0, 1013,   60,  40,   0,   0,   C,   0,   X, 305,  11,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, CP912021,  NHC, NCEP_TCVITALS, 
CP, 91, 2021080718, 01, CARQ,   0, 085N, 1692W,  25, 1011, XX,  64, NEQ,    0,    0,    0,    0, 1013,   60,  40,   0,   0,   C,   0,   X, 305,  11,     INVEST, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, CP912021,  NHC, NCEP_TCVITALS, 
CP, 91, 2021080718, 01, CARQ,   0,  85N, 1692W,  25, 1011, DB,  34, NEQ,    0,    0,    0,    0, 1013,   60,  40,   0,   0,   C,   0,   X, 305,  11,     INVEST, S, 
CP, 91, 2021080718, 01, CARQ,   0,  85N, 1692W,  25, 1011, DB,  50, NEQ,    0,    0,    0,    0, 1013,   60,  40,   0,   0,   C,   0,   X, 305,  11,     INVEST, S, 
CP, 91, 2021080718, 01, CARQ,   0,  85N, 1692W,  25, 1011, DB,  64, NEQ,    0,    0,    0,    0, 1013,   60,  40,   0,   0,   C,   0,   X, 305,  11,     INVEST, S, 
CP, 91, 2021080718, 03, AC00,   0,  86N, 1686W,  35, 1010, XX,  34, NEQ,   46,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,   6,  94N, 1697W,  33, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  12,  96N, 1709W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  18,  97N, 1720W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  24,  99N, 1731W,  26, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  30, 102N, 1743W,  32, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  36, 107N, 1754W,  36, 1006, XX,  34, NEQ,   35,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  42, 112N, 1765W,  38, 1003, XX,  34, NEQ,   45,    0,    0,   21, 
CP, 91, 2021080718, 03, AC00,  48, 117N, 1775W,  52, 1002, XX,  34, NEQ,   56,   42,    0,   26, 
CP, 91, 2021080718, 03, AC00,  48, 117N, 1775W,  52, 1002, XX,  50, NEQ,   36,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  54, 121N, 1783W,  45, 1004, XX,  34, NEQ,   47,   32,    0,   32, 
CP, 91, 2021080718, 03, AC00,  60, 128N, 1791W,  42,  999, XX,  34, NEQ,   52,   42,    0,   48, 
CP, 91, 2021080718, 03, AC00,  66, 132N, 1796E,  43, 1004, XX,  34, NEQ,   55,    0,    0,   51, 
CP, 91, 2021080718, 03, AC00,  72, 133N, 1784E,  34, 1005, XX,  34, NEQ,   41,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  78, 135N, 1777E,  34, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  84, 139N, 1769E,  37, 1004, XX,  34, NEQ,   53,    0,    0,   27, 
CP, 91, 2021080718, 03, AC00,  90, 139N, 1760E,  32, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00,  96, 139N, 1750E,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 102, 138N, 1741E,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 108, 138N, 1735E,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 114, 138N, 1730E,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 120, 136N, 1722E,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 126, 134N, 1714E,  23, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 132, 132N, 1706E,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 138, 129N, 1698E,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 144, 128N, 1690E,  19, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 150, 128N, 1682E,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 156, 130N, 1674E,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 162, 131N, 1664E,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 168, 133N, 1652E,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 174, 139N, 1644E,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 180, 142N, 1634E,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 186, 146N, 1621E,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AC00, 192, 148N, 1617E,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AEMN,   0,  86N, 1686W,  38, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AEMN,   6,  92N, 1698W,  32, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
CP, 91, 2021080718, 03, AEMN,  12,  95N, 1708W,  30, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
