IO, 03, 2005100206, 01, CARQ, -24, 174N,  856E,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
IO, 03, 2005100206, 01, CARQ, -18, 179N,  858E,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
IO, 03, 2005100206, 01, CARQ, -12, 184N,  858E,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   B,   0,   X, 360,   5, 
IO, 03, 2005100206, 01, CARQ,  -6, 190N,  858E,  25,    0, DB,  34, AAA,    0,    0,    0,    0, 
IO, 03, 2005100206, 01, CARQ,   0, 194N,  860E,  35,  997, DB,  34, NEQ,    0,    0,    0,    0, 1008,  150,  40,   0,   0,   B,   0,   X,   5,   5,     INVEST, S, 
IO, 03, 2005100206, 01, CARQ,   0, 194N,  860E,  35,  997, DB,  50, NEQ,    0,    0,    0,    0, 1008,  150,  40,   0,   0,   B,   0,   X,   5,   5,     INVEST, S, 
IO, 03, 2005100206, 01, CARQ,   0, 194N,  860E,  35,  997, DB,  64, NEQ,    0,    0,    0,    0, 1008,  150,  40,   0,   0,   B,   0,   X,   5,   5,     INVEST, S, 
IO, 03, 2005100206, 03, CLIM,  12, 202N,  848E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, CLIM,  24, 211N,  839E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, CLIM,  36, 217N,  831E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, CLIM,  48, 223N,  821E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, CLIM,  72, 231N,  804E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, CLIP,  12, 204N,  860E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, CLIP,  24, 214N,  860E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, CLIP,  36, 221N,  861E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, CLIP,  48, 226N,  858E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, CLIP,  72, 229N,  847E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, DRCL,   0, 194N,  860E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, DRCL,  12, 201N,  866E,  35,    0,   ,  34, NEQ,   21,   21,   21,   20, 
IO, 03, 2005100206, 03, DRCL,  24, 207N,  871E,  35,    0,   ,  34, NEQ,   22,   22,   21,   21, 
IO, 03, 2005100206, 03, DRCL,  36, 215N,  873E,  35,    0,   ,  34, NEQ,   22,   22,   21,   21, 
IO, 03, 2005100206, 03, DRCL,  48, 224N,  873E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, FBAM,  12, 203N,  859E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, FBAM,  24, 211N,  853E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, FBAM,  36, 220N,  849E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, FBAM,  48, 230N,  844E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, FBAM,  72, 253N,  843E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, HPAC,  12, 203N,  855E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, HPAC,  24, 212N,  851E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, HPAC,  36, 221N,  848E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, HPAC,  48, 228N,  844E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, HPAC,  72, 243N,  838E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, HUNT,   0, 194N,  860E,  35,    0,   ,  34, NEQ,   45,   45,   45,   45, 
IO, 03, 2005100206, 03, HUNT,  12, 201N,  866E,  35,    0,   ,  34, NEQ,   45,   45,   45,   45, 
IO, 03, 2005100206, 03, HUNT,  24, 207N,  871E,  35,    0,   ,  34, NEQ,   45,   45,   45,   45, 
IO, 03, 2005100206, 03, HUNT,  36, 215N,  873E,  35,    0,   ,  34, NEQ,   45,   45,   45,   45, 
IO, 03, 2005100206, 03, JTWC,   0, 194N,  860E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0, JMM,   0,   0, 
IO, 03, 2005100206, 03, JTWC,  12, 201N,  866E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  45,   0,    ,   0, JMM,   0,   0, 
IO, 03, 2005100206, 03, JTWC,  24, 207N,  871E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  45,   0,    ,   0, JMM,   0,   0, 
IO, 03, 2005100206, 03, JTWC,  36, 215N,  873E,  35,    0,   ,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  45,   0,    ,   0, JMM,   0,   0, 
IO, 03, 2005100206, 03, JTWC,  48, 224N,  873E,  25,    0,   ,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  35,   0,    ,   0, JMM,   0,   0, 
IO, 03, 2005100206, 03, MBAM,  12, 203N,  861E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, MBAM,  24, 210N,  861E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, MBAM,  36, 220N,  859E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, MBAM,  48, 230N,  856E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, MBAM,  72, 249N,  853E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, PEST,   0, 194N,  860E,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, PEST,  12,   0N,    0E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, PEST,  24,   0N,    0E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, PEST,  36,   0N,    0E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
IO, 03, 2005100206, 03, PEST,  48,   0N,    0E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
