SH, 04, 2017020412, 03, CTCX, 000, 167S,  565E,  35, 1001, XX,  34, NEQ, 0037, 0037, 0000, 0000,    0,    0, 034
SH, 04, 2017020412, 03, CTCX, 006, 172S,  564E,  62,  993, XX,  34, NEQ, 0035, 0139, 0021, 0030,    0,    0, 019
SH, 04, 2017020412, 03, CTCX, 006, 172S,  564E,  62,  993, XX,  50, NEQ, 0025, 0025, 0000, 0000,    0,    0, 019
SH, 04, 2017020412, 03, CTCX, 012, 175S,  564E,  64,  989, XX,  34, NEQ, 0062, 0061, 0038, 0023,    0,    0, 021
SH, 04, 2017020412, 03, CTCX, 012, 175S,  564E,  64,  989, XX,  50, NEQ, 0024, 0034, 0022, 0005,    0,    0, 021
SH, 04, 2017020412, 03, CTCX, 012, 175S,  564E,  64,  989, XX,  64, NEQ, 0000, 0021, 0000, 0000,    0,    0, 021
SH, 04, 2017020412, 03, CTCX, 018, 175S,  565E,  60,  990, XX,  34, NEQ, 0044, 0272, 0058, 0045,    0,    0, 016
SH, 04, 2017020412, 03, CTCX, 018, 175S,  565E,  60,  990, XX,  50, NEQ, 0021, 0026, 0026, 0000,    0,    0, 016
SH, 04, 2017020412, 03, CTCX, 024, 176S,  566E,  58,  989, XX,  34, NEQ, 0120, 0129, 0298, 0041,    0,    0, 020
SH, 04, 2017020412, 03, CTCX, 024, 176S,  566E,  58,  989, XX,  50, NEQ, 0017, 0021, 0026, 0019,    0,    0, 020
SH, 04, 2017020412, 03, CTCX, 030, 177S,  569E,  55,  991, XX,  34, NEQ, 0203, 0142, 0248, 0034,    0,    0, 016
SH, 04, 2017020412, 03, CTCX, 030, 177S,  569E,  55,  991, XX,  50, NEQ, 0000, 0024, 0022, 0000,    0,    0, 016
SH, 04, 2017020412, 03, CTCX, 036, 176S,  568E,  51,  991, XX,  34, NEQ, 0192, 0200, 0280, 0040,    0,    0, 021
SH, 04, 2017020412, 03, CTCX, 036, 176S,  568E,  51,  991, XX,  50, NEQ, 0000, 0000, 0022, 0000,    0,    0, 021
SH, 04, 2017020412, 03, CTCX, 042, 179S,  568E,  51,  993, XX,  34, NEQ, 0047, 0153, 0127, 0043,    0,    0, 018
SH, 04, 2017020412, 03, CTCX, 042, 179S,  568E,  51,  993, XX,  50, NEQ, 0000, 0021, 0000, 0000,    0,    0, 018
SH, 04, 2017020412, 03, CTCX, 048, 186S,  569E,  53,  991, XX,  34, NEQ, 0080, 0143, 0233, 0045,    0,    0, 056
SH, 04, 2017020412, 03, CTCX, 048, 186S,  569E,  53,  991, XX,  50, NEQ, 0000, 0059, 0000, 0000,    0,    0, 056
SH, 04, 2017020412, 03, CTCX, 054, 192S,  564E,  69,  987, XX,  34, NEQ, 0137, 0166, 0180, 0156,    0,    0, 028
SH, 04, 2017020412, 03, CTCX, 054, 192S,  564E,  69,  987, XX,  50, NEQ, 0000, 0057, 0058, 0032,    0,    0, 028
SH, 04, 2017020412, 03, CTCX, 054, 192S,  564E,  69,  987, XX,  64, NEQ, 0000, 0031, 0034, 0000,    0,    0, 028
SH, 04, 2017020412, 03, CTCX, 060, 195S,  552E,  58,  986, XX,  34, NEQ, 0054, 0146, 0143, 0128,    0,    0, 026
SH, 04, 2017020412, 03, CTCX, 060, 195S,  552E,  58,  986, XX,  50, NEQ, 0000, 0050, 0052, 0031,    0,    0, 026
SH, 04, 2017020412, 03, CTCX, 066, 197S,  541E,  56,  988, XX,  34, NEQ, 0064, 0173, 0156, 0089,    0,    0, 021
SH, 04, 2017020412, 03, CTCX, 066, 197S,  541E,  56,  988, XX,  50, NEQ, 0029, 0045, 0040, 0025,    0,    0, 021
SH, 04, 2017020412, 03, CTCX, 072, 199S,  531E,  60,  986, XX,  34, NEQ, 0093, 0170, 0167, 0102,    0,    0, 020
SH, 04, 2017020412, 03, CTCX, 072, 199S,  531E,  60,  986, XX,  50, NEQ, 0026, 0039, 0036, 0037,    0,    0, 020
SH, 04, 2017020412, 03, CTCX, 078, 205S,  525E,  66,  985, XX,  34, NEQ, 0078, 0192, 0175, 0142,    0,    0, 024
SH, 04, 2017020412, 03, CTCX, 078, 205S,  525E,  66,  985, XX,  50, NEQ, 0034, 0047, 0042, 0000,    0,    0, 024
SH, 04, 2017020412, 03, CTCX, 078, 205S,  525E,  66,  985, XX,  64, NEQ, 0000, 0026, 0023, 0000,    0,    0, 024
SH, 04, 2017020412, 03, CTCX, 084, 208S,  513E,  68,  975, XX,  34, NEQ, 0171, 0195, 0124, 0130,    0,    0, 019
SH, 04, 2017020412, 03, CTCX, 084, 208S,  513E,  68,  975, XX,  50, NEQ, 0025, 0089, 0052, 0021,    0,    0, 019
SH, 04, 2017020412, 03, CTCX, 084, 208S,  513E,  68,  975, XX,  64, NEQ, 0000, 0000, 0026, 0000,    0,    0, 019
SH, 04, 2017020412, 03, CTCX, 090, 208S,  506E,  79,  971, XX,  34, NEQ, 0109, 0167, 0115, 0104,    0,    0, 014
SH, 04, 2017020412, 03, CTCX, 090, 208S,  506E,  79,  971, XX,  50, NEQ, 0037, 0047, 0046, 0037,    0,    0, 014
SH, 04, 2017020412, 03, CTCX, 090, 208S,  506E,  79,  971, XX,  64, NEQ, 0022, 0000, 0030, 0026,    0,    0, 014
SH, 04, 2017020412, 03, CTCX, 096, 212S,  503E,  99,  960, XX,  34, NEQ, 0119, 0125, 0086, 0104,    0,    0, 029
SH, 04, 2017020412, 03, CTCX, 096, 212S,  503E,  99,  960, XX,  50, NEQ, 0066, 0062, 0034, 0054,    0,    0, 029
SH, 04, 2017020412, 03, CTCX, 096, 212S,  503E,  99,  960, XX,  64, NEQ, 0045, 0045, 0022, 0022,    0,    0, 029
SH, 04, 2017020412, 03, CTCX, 102, 215S,  504E, 103,  960, XX,  34, NEQ, 0123, 0114, 0105, 0174,    0,    0, 016
SH, 04, 2017020412, 03, CTCX, 102, 215S,  504E, 103,  960, XX,  50, NEQ, 0065, 0062, 0050, 0041,    0,    0, 016
SH, 04, 2017020412, 03, CTCX, 102, 215S,  504E, 103,  960, XX,  64, NEQ, 0033, 0034, 0036, 0028,    0,    0, 016
SH, 04, 2017020412, 03, CTCX, 108, 218S,  500E, 105,  959, XX,  34, NEQ, 0126, 0123, 0115, 0085,    0,    0, 026
SH, 04, 2017020412, 03, CTCX, 108, 218S,  500E, 105,  959, XX,  50, NEQ, 0066, 0077, 0068, 0038,    0,    0, 026
SH, 04, 2017020412, 03, CTCX, 108, 218S,  500E, 105,  959, XX,  64, NEQ, 0032, 0059, 0048, 0032,    0,    0, 026
SH, 04, 2017020412, 03, CTCX, 114, 219S,  501E, 109,  957, XX,  34, NEQ, 0143, 0143, 0117, 0087,    0,    0, 022
SH, 04, 2017020412, 03, CTCX, 114, 219S,  501E, 109,  957, XX,  50, NEQ, 0055, 0067, 0040, 0045,    0,    0, 022
SH, 04, 2017020412, 03, CTCX, 114, 219S,  501E, 109,  957, XX,  64, NEQ, 0045, 0035, 0023, 0028,    0,    0, 022
SH, 04, 2017020412, 03, CTCX, 120, 223S,  505E, 101,  958, XX,  34, NEQ, 0147, 0123, 0149, 0066,    0,    0, 032
SH, 04, 2017020412, 03, CTCX, 120, 223S,  505E, 101,  958, XX,  50, NEQ, 0065, 0071, 0053, 0034,    0,    0, 032
SH, 04, 2017020412, 03, CTCX, 120, 223S,  505E, 101,  958, XX,  64, NEQ, 0048, 0048, 0026, 0012,    0,    0, 032
SH, 04, 2017020412, 03, CTCX, 126, 227S,  509E, 106,  962, XX,  34, NEQ, 0156, 0167, 0144, 0054,    0,    0, 027
SH, 04, 2017020412, 03, CTCX, 126, 227S,  509E, 106,  962, XX,  50, NEQ, 0079, 0084, 0055, 0028,    0,    0, 027
SH, 04, 2017020412, 03, CTCX, 126, 227S,  509E, 106,  962, XX,  64, NEQ, 0042, 0046, 0035, 0014,    0,    0, 027
SH, 04, 2017020412, 03, JTWC,   0, 167S,  565E,  35,    0, TS,  34, NEQ,   25,   30,   30,   25,    0,    0,   0,   0,   0,    ,   0, RCB,   0,   0, 
SH, 04, 2017020412, 03, JTWC,   3, 170S,  565E,  35,    0, TS,  34, NEQ,   25,   30,   30,   25,    0,    0,   0,   0,   0,    ,   0, RCB,   0,   0, 
SH, 04, 2017020412, 03, JTWC,  12, 177S,  566E,  40,    0, TS,  34, NEQ,   45,   55,   25,   40,    0,    0,   0,  50,   0,    ,   0, RCB,   0,   0, 
SH, 04, 2017020412, 03, JTWC,  24, 180S,  570E,  45,    0, TS,  34, NEQ,   50,   80,   35,   60,    0,    0,   0,  55,   0,    ,   0, RCB,   0,   0, 
SH, 04, 2017020412, 03, JTWC,  36, 183S,  573E,  50,    0, TS,  34, NEQ,   65,  100,   55,   50,    0,    0,   0,  65,   0,    ,   0, RCB,   0,   0, 
SH, 04, 2017020412, 03, JTWC,  36, 183S,  573E,  50,    0, TS,  50, NEQ,    0,    0,   15,   15,    0,    0,   0,  65,   0,    ,   0, RCB,   0,   0, 
SH, 04, 2017020412, 03, JTWC,  48, 191S,  571E,  50,    0, TS,  34, NEQ,   85,  120,  100,   40,    0,    0,   0,  65,   0,    ,   0, RCB,   0,   0, 
SH, 04, 2017020412, 03, JTWC,  48, 191S,  571E,  50,    0, TS,  50, NEQ,    0,    0,   15,   25,    0,    0,   0,  65,   0,    ,   0, RCB,   0,   0, 
SH, 04, 2017020412, 03, JTWC,  72, 213S,  547E,  55,    0, TS,  34, NEQ,   85,  155,  125,   40,    0,    0,   0,  70,   0,    ,   0, RCB,   0,   0, 
SH, 04, 2017020412, 03, JTWC,  72, 213S,  547E,  55,    0, TS,  50, NEQ,   10,   25,   20,    0,    0,    0,   0,  70,   0,    ,   0, RCB,   0,   0, 
