EP, 78, 2020062800, 03, AC00, 000, 144N, 1060W,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 006, 146N, 1071W,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 012, 154N, 1077W,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 018, 166N, 1086W,  26, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 024, 175N, 1097W,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 030, 181N, 1110W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 036, 189N, 1118W,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 042, 194N, 1122W,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 048, 200N, 1125W,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 054, 204N, 1129W,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 060, 207N, 1133W,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 066, 209N, 1136W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 072, 211N, 1139W,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 078, 211N, 1139W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 084, 211N, 1139W,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 090, 213N, 1140W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 096, 217N, 1140W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 102, 218N, 1140W,  12, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AC00, 108, 224N, 1142W,  10, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 000, 139N, 1056W,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 006, 148N, 1069W,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 012, 156N, 1079W,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 018, 166N, 1088W,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 024, 175N, 1099W,  22, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 030, 183N, 1108W,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 036, 191N, 1116W,  22, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 042, 197N, 1122W,  22, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 048, 202N, 1127W,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 054, 206N, 1131W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 060, 209N, 1134W,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 066, 211N, 1136W,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 072, 213N, 1137W,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 078, 213N, 1137W,  16, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 084, 213N, 1138W,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 090, 214N, 1139W,  15, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 096, 216N, 1139W,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 102, 218N, 1141W,  13, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 108, 217N, 1141W,  12, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 114, 219N, 1142W,  12, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AEMN, 120, 221N, 1142W,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AP01, 000, 147N, 1058W,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AP01, 006, 157N, 1071W,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AP01, 012, 168N, 1084W,  27, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AP01, 018, 176N, 1097W,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AP01, 024, 183N, 1107W,  24, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AP01, 030, 190N, 1115W,  22, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AP01, 036, 198N, 1121W,  24, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2020062800, 03, AP01, 042, 202N, 1126W,  27, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
