CP, 85, 2007053012, 01, CARQ, -24, 158N, 1386W,  35,    0, TS,  34, AAA,    0,    0,    0,    0, 
CP, 85, 2007053012, 01, CARQ, -18, 158N, 1414W,  35,    0, TS,  34, AAA,    0,    0,    0,    0, 
CP, 85, 2007053012, 01, CARQ, -12, 155N, 1426W,  35,    0, TS,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 264,  13, 
CP, 85, 2007053012, 01, CARQ,  -6, 155N, 1440W,  35,    0, TS,  34, AAA,    0,    0,    0,    0, 
CP, 85, 2007053012, 01, CARQ,   0, 155N, 1454W,  35, 1003, TS,  34, NEQ,   50,   50,   50,   50, 1008,  150,  20,   0,   0,   C,   0,   X, 265,  13,       TEST, D, 
CP, 85, 2007053012, 01, CARQ,   0, 155N, 1454W,  35, 1003, TS,  50, NEQ,    0,    0,    0,    0, 1008,  150,  20,   0,   0,   C,   0,   X, 265,  13,       TEST, D, 
CP, 85, 2007053012, 01, CARQ,   0, 155N, 1454W,  35, 1003, TS,  64, NEQ,    0,    0,    0,    0, 1008,  150,  20,   0,   0,   C,   0,   X, 265,  13,       TEST, D, 
CP, 85, 2007053012, 03, BAMD,  12, 151N, 1454W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMD,  24, 153N, 1457W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMD,  36, 162N, 1462W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMD,  48, 171N, 1467W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMD,  60, 176N, 1472W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMD,  72, 179N, 1478W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMD,  84, 182N, 1485W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMD,  96, 185N, 1494W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMD, 108, 187N, 1505W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMD, 120, 189N, 1521W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM,  12, 153N, 1456W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM,  24, 153N, 1462W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM,  36, 158N, 1471W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM,  48, 166N, 1479W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM,  60, 171N, 1487W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM,  72, 176N, 1493W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM,  84, 181N, 1498W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM,  96, 184N, 1502W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM, 108, 186N, 1510W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMM, 120, 187N, 1523W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS,  12, 155N, 1464W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS,  24, 156N, 1476W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS,  36, 159N, 1489W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS,  48, 163N, 1504W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS,  60, 167N, 1519W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS,  72, 171N, 1532W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS,  84, 175N, 1543W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS,  96, 176N, 1553W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS, 108, 176N, 1567W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, BAMS, 120, 176N, 1585W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLIP,  12, 152N, 1479W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLIP,  24, 148N, 1505W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLIP,  36, 146N, 1525W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLIP,  48, 154N, 1537W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLIP,  60, 153N, 1552W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLIP,  72, 141N, 1569W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5,  12, 154N, 1481W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5,  24, 155N, 1506W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5,  36, 156N, 1532W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5,  48, 158N, 1557W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5,  60, 162N, 1583W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5,  72, 167N, 1609W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5,  84, 169N, 1634W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5,  96, 174N, 1656W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5, 108, 180N, 1680W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, CLP5, 120, 185N, 1706W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, DSHP,   0, 155N, 1454W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 85, 2007053012, 03, DSHP,  12, 155N, 1464W,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
