AL, 03, 2006071712, 01, CARQ, -24, 331N,  752W,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 03, 2006071712, 01, CARQ, -18, 327N,  752W,  15,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 03, 2006071712, 01, CARQ, -12, 323N,  752W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 186,   4, 
AL, 03, 2006071712, 01, CARQ,  -6, 319N,  753W,  20,    0, DB,  34, AAA,    0,    0,    0,    0, 
AL, 03, 2006071712, 01, CARQ,   0, 315N,  754W,  20, 1012, DB,  34, NEQ,    0,    0,    0,    0, 1015,  150,  40,   0,   0,   L,   0,   X, 190,   4,     INVEST, D, 
AL, 03, 2006071712, 01, CARQ,   0, 315N,  754W,  20, 1012, DB,  50, NEQ,    0,    0,    0,    0, 1015,  150,  40,   0,   0,   L,   0,   X, 190,   4,     INVEST, D, 
AL, 03, 2006071712, 01, CARQ,   0, 315N,  754W,  20, 1012, DB,  64, NEQ,    0,    0,    0,    0, 1015,  150,  40,   0,   0,   L,   0,   X, 190,   4,     INVEST, D, 
AL, 03, 2006071712, 03,  ETA,   0, 318N,  752W,  27, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX,   0, 331N,  740W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX,  12, 333N,  746W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX,  24, 340N,  749W,  23, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX,  36, 355N,  743W,  31, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX,  48, 380N,  723W,  34, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX,  60, 400N,  696W,  31, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX,  72, 410N,  666W,  30, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX,  84, 419N,  630W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX,  96, 428N,  589W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX, 108, 427N,  544W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX, 120, 426N,  502W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03,  NGX, 132, 418N,  458W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E,   0, 315N,  754W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E,  12, 311N,  754W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E,  24, 314N,  749W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E,  36, 316N,  753W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E,  48, 317N,  752W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E,  60, 315N,  751W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E,  72, 312N,  749W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E,  84, 311N,  746W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E,  96, 310N,  736W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E, 108, 307N,  733W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A90E, 120, 309N,  720W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E,   0, 315N,  754W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E,  12, 311N,  754W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E,  24, 314N,  749W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E,  36, 317N,  753W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E,  48, 317N,  752W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E,  60, 315N,  751W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E,  72, 312N,  749W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E,  84, 311N,  746W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E,  96, 310N,  737W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E, 108, 307N,  734W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A98E, 120, 309N,  721W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A9UK,   0, 315N,  754W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A9UK,  12, 311N,  755W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A9UK,  24, 313N,  752W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A9UK,  36, 314N,  751W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A9UK,  48, 315N,  748W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A9UK,  60, 312N,  744W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, A9UK,  72, 305N,  741W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,   0, 328N,  755W,  18, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,   6, 320N,  755W,  12, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  12, 316N,  753W,  17, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  18, 343N,  727W,  19, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  24, 347N,  726W,  20, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  30, 354N,  720W,  23, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  36, 350N,  724W,  20, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  42, 349N,  732W,  21, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  48, 360N,  724W,  23, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  54, 368N,  716W,  18, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  60, 363N,  724W,  16, 1018, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  66, 362N,  726W,  15, 1018, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  72, 359N,  731W,  13, 1018, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AC00,  78, 370N,  727W,  15, 1019, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AEMN,   0, 324N,  756W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AEMN,   6, 319N,  757W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AEMN,  12, 317N,  755W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AEMN,  18, 320N,  753W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2006071712, 03, AP01,   0, 329N,  757W,  18, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
