SH, 25, 2015070100, 03, COTC, 000,  64S, 1590E,  45,  998, XX,  34, NEQ, 0097, 0109, 0101, 0000,    0,    0, 056
SH, 25, 2015070100, 03, COTC, 006,  69S, 1585E,  39,  997, XX,  34, NEQ, 0000, 0211, 0213, 0174,    0,    0, 074
SH, 25, 2015070100, 03, COTC, 012,  79S, 1576E,  51,  998, XX,  34, NEQ, 0231, 0221, 0145, 0154,    0,    0, 042
SH, 25, 2015070100, 03, COTC, 012,  79S, 1576E,  51,  998, XX,  50, NEQ, 0000, 0047, 0042, 0000,    0,    0, 042
SH, 25, 2015070100, 03, COTC, 018,  83S, 1572E,  58,  988, XX,  34, NEQ, 0206, 0206, 0152, 0128,    0,    0, 030
SH, 25, 2015070100, 03, COTC, 018,  83S, 1572E,  58,  988, XX,  50, NEQ, 0033, 0132, 0058, 0040,    0,    0, 030
SH, 25, 2015070100, 03, COTC, 024,  86S, 1571E,  61,  989, XX,  34, NEQ, 0167, 0185, 0158, 0145,    0,    0, 030
SH, 25, 2015070100, 03, COTC, 024,  86S, 1571E,  61,  989, XX,  50, NEQ, 0018, 0035, 0036, 0059,    0,    0, 030
SH, 25, 2015070100, 03, COTC, 030,  89S, 1564E,  62,  985, XX,  34, NEQ, 0139, 0210, 0169, 0121,    0,    0, 027
SH, 25, 2015070100, 03, COTC, 030,  89S, 1564E,  62,  985, XX,  50, NEQ, 0030, 0042, 0049, 0041,    0,    0, 027
SH, 25, 2015070100, 03, COTC, 036,  90S, 1563E,  68,  986, XX,  34, NEQ, 0162, 0178, 0133, 0120,    0,    0, 018
SH, 25, 2015070100, 03, COTC, 036,  90S, 1563E,  68,  986, XX,  50, NEQ, 0040, 0050, 0087, 0047,    0,    0, 018
SH, 25, 2015070100, 03, COTC, 036,  90S, 1563E,  68,  986, XX,  64, NEQ, 0000, 0000, 0024, 0028,    0,    0, 018
SH, 25, 2015070100, 03, COTC, 042,  89S, 1561E,  70,  985, XX,  34, NEQ, 0272, 0222, 0145, 0119,    0,    0, 025
SH, 25, 2015070100, 03, COTC, 042,  89S, 1561E,  70,  985, XX,  50, NEQ, 0000, 0038, 0056, 0047,    0,    0, 025
SH, 25, 2015070100, 03, COTC, 042,  89S, 1561E,  70,  985, XX,  64, NEQ, 0000, 0000, 0042, 0033,    0,    0, 025
SH, 25, 2015070100, 03, COTC, 048,  90S, 1561E,  57,  986, XX,  34, NEQ, 0070, 0149, 0164, 0122,    0,    0, 023
SH, 25, 2015070100, 03, COTC, 048,  90S, 1561E,  57,  986, XX,  50, NEQ, 0000, 0000, 0090, 0036,    0,    0, 023
SH, 25, 2015070100, 03, COTC, 054,  88S, 1558E,  58,  983, XX,  34, NEQ, 0067, 0199, 0157, 0122,    0,    0, 055
SH, 25, 2015070100, 03, COTC, 054,  88S, 1558E,  58,  983, XX,  50, NEQ, 0031, 0000, 0084, 0044,    0,    0, 055
SH, 25, 2015070100, 03, COTC, 060,  85S, 1557E,  58,  985, XX,  34, NEQ, 0063, 0173, 0183, 0114,    0,    0, 026
SH, 25, 2015070100, 03, COTC, 060,  85S, 1557E,  58,  985, XX,  50, NEQ, 0027, 0000, 0047, 0047,    0,    0, 026
SH, 25, 2015070100, 03, COTC, 066,  84S, 1552E,  65,  981, XX,  34, NEQ, 0073, 0223, 0143, 0120,    0,    0, 030
SH, 25, 2015070100, 03, COTC, 066,  84S, 1552E,  65,  981, XX,  50, NEQ, 0040, 0000, 0063, 0044,    0,    0, 030
SH, 25, 2015070100, 03, COTC, 066,  84S, 1552E,  65,  981, XX,  64, NEQ, 0030, 0000, 0000, 0000,    0,    0, 030
SH, 25, 2015070100, 03, COTC, 072,  83S, 1548E,  62,  985, XX,  34, NEQ, 0075, 0192, 0162, 0087,    0,    0, 021
SH, 25, 2015070100, 03, COTC, 072,  83S, 1548E,  62,  985, XX,  50, NEQ, 0035, 0000, 0036, 0035,    0,    0, 021
SH, 25, 2015070100, 03, COTC, 078,  83S, 1542E,  50,  988, XX,  34, NEQ, 0045, 0253, 0149, 0065,    0,    0, 021
SH, 25, 2015070100, 03, COTC, 078,  83S, 1542E,  50,  988, XX,  50, NEQ, 0000, 0000, 0000, 0021,    0,    0, 021
SH, 25, 2015070100, 03, COTC, 084,  82S, 1535E,  57,  994, XX,  34, NEQ, 0013, 0250, 0104, 0076,    0,    0, 028
SH, 25, 2015070100, 03, COTC, 084,  82S, 1535E,  57,  994, XX,  50, NEQ, 0000, 0000, 0032, 0035,    0,    0, 028
SH, 25, 2015070100, 03, COTC, 090,  79S, 1528E,  40,  998, XX,  34, NEQ, 0000, 0166, 0143, 0054,    0,    0, 048
SH, 25, 2015070100, 03, COTC, 096,  84S, 1519E,  44, 1001, XX,  34, NEQ, 0000, 0153, 0122, 0043,    0,    0, 061
SH, 25, 2015070100, 03, COTC, 102,  80S, 1510E,  36, 1001, XX,  34, NEQ, 0000, 0154, 0153, 0000,    0,    0, 043
SH, 25, 2015070100, 03, COTC, 108,  74S, 1502E,  30, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
SH, 25, 2015070100, 03, COTC, 114,  73S, 1492E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 036
SH, 25, 2015070100, 03, COTC, 120,  77S, 1480E,  32, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 069
SH, 25, 2015070100, 03, GFDN,   0,  63S, 1590E,  37, 1003
SH, 25, 2015070100, 03, GFDN,   6,  70S, 1588E,  51,  995
SH, 25, 2015070100, 03, GFDN,  12,  78S, 1587E,  46,  998
SH, 25, 2015070100, 03, GFDN,  18,  82S, 1584E,  35,  997
SH, 25, 2015070100, 03, GFDN,  24,  85S, 1580E,  40,  998
SH, 25, 2015070100, 03, GFDN,  30,  86S, 1580E,  40,  996
SH, 25, 2015070100, 03, GFDN,  36,  88S, 1579E,  37,  998
