WP, 23, 2013100312, 03, HWRF, 000, 158N, 1485E,  20, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
WP, 23, 2013100312, 03, HWRF, 006, 159N, 1476E,  30, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0,  34
WP, 23, 2013100312, 03, HWRF, 012, 161N, 1464E,  37,  998, XX,  34, NEQ, 0070, 0000, 0000, 0039,    0,    0,  40
WP, 23, 2013100312, 03, HWRF, 018, 164N, 1452E,  40,  994, XX,  34, NEQ, 0071, 0049, 0000, 0045,    0,    0,  28
WP, 23, 2013100312, 03, HWRF, 024, 165N, 1444E,  50,  989, XX,  34, NEQ, 0083, 0045, 0026, 0055,    0,    0,  15
WP, 23, 2013100312, 03, HWRF, 024, 165N, 1444E,  50,  989, XX,  50, NEQ, 0000, 0000, 0000, 0015,    0,    0,  15
WP, 23, 2013100312, 03, HWRF, 030, 168N, 1434E,  55,  982, XX,  34, NEQ, 0112, 0108, 0039, 0105,    0,    0,  45
WP, 23, 2013100312, 03, HWRF, 030, 168N, 1434E,  55,  982, XX,  50, NEQ, 0059, 0000, 0000, 0035,    0,    0,  45
WP, 23, 2013100312, 03, HWRF, 036, 174N, 1423E,  68,  977, XX,  34, NEQ, 0113, 0103, 0042, 0094,    0,    0,  20
WP, 23, 2013100312, 03, HWRF, 036, 174N, 1423E,  68,  977, XX,  50, NEQ, 0067, 0030, 0024, 0043,    0,    0,  20
WP, 23, 2013100312, 03, HWRF, 036, 174N, 1423E,  68,  977, XX,  64, NEQ, 0027, 0000, 0000, 0021,    0,    0,  20
WP, 23, 2013100312, 03, HWRF, 042, 181N, 1410E,  84,  966, XX,  34, NEQ, 0111, 0104, 0054, 0095,    0,    0,  17
WP, 23, 2013100312, 03, HWRF, 042, 181N, 1410E,  84,  966, XX,  50, NEQ, 0068, 0046, 0023, 0040,    0,    0,  17
WP, 23, 2013100312, 03, HWRF, 042, 181N, 1410E,  84,  966, XX,  64, NEQ, 0033, 0032, 0000, 0027,    0,    0,  17
WP, 23, 2013100312, 03, HWRF, 048, 188N, 1396E,  90,  961, XX,  34, NEQ, 0107, 0098, 0054, 0118,    0,    0,  21
WP, 23, 2013100312, 03, HWRF, 048, 188N, 1396E,  90,  961, XX,  50, NEQ, 0065, 0057, 0032, 0065,    0,    0,  21
WP, 23, 2013100312, 03, HWRF, 048, 188N, 1396E,  90,  961, XX,  64, NEQ, 0042, 0031, 0022, 0034,    0,    0,  21
WP, 23, 2013100312, 03, HWRF, 054, 195N, 1380E,  85,  960, XX,  34, NEQ, 0126, 0115, 0070, 0114,    0,    0,  25
WP, 23, 2013100312, 03, HWRF, 054, 195N, 1380E,  85,  960, XX,  50, NEQ, 0069, 0053, 0038, 0059,    0,    0,  25
WP, 23, 2013100312, 03, HWRF, 054, 195N, 1380E,  85,  960, XX,  64, NEQ, 0047, 0041, 0026, 0039,    0,    0,  25
WP, 23, 2013100312, 03, HWRF, 060, 202N, 1364E,  96,  958, XX,  34, NEQ, 0143, 0110, 0069, 0129,    0,    0,  28
WP, 23, 2013100312, 03, HWRF, 060, 202N, 1364E,  96,  958, XX,  50, NEQ, 0086, 0058, 0049, 0066,    0,    0,  28
WP, 23, 2013100312, 03, HWRF, 060, 202N, 1364E,  96,  958, XX,  64, NEQ, 0049, 0045, 0033, 0047,    0,    0,  28
WP, 23, 2013100312, 03, HWRF, 066, 209N, 1348E, 103,  955, XX,  34, NEQ, 0160, 0109, 0078, 0144,    0,    0,  28
WP, 23, 2013100312, 03, HWRF, 066, 209N, 1348E, 103,  955, XX,  50, NEQ, 0077, 0060, 0049, 0072,    0,    0,  28
WP, 23, 2013100312, 03, HWRF, 066, 209N, 1348E, 103,  955, XX,  64, NEQ, 0061, 0046, 0039, 0055,    0,    0,  28
WP, 23, 2013100312, 03, HWRF, 072, 215N, 1330E, 104,  953, XX,  34, NEQ, 0163, 0107, 0079, 0131,    0,    0,  25
WP, 23, 2013100312, 03, HWRF, 072, 215N, 1330E, 104,  953, XX,  50, NEQ, 0078, 0069, 0050, 0070,    0,    0,  25
WP, 23, 2013100312, 03, HWRF, 072, 215N, 1330E, 104,  953, XX,  64, NEQ, 0056, 0049, 0039, 0054,    0,    0,  25
WP, 23, 2013100312, 03, HWRF, 078, 221N, 1314E, 104,  952, XX,  34, NEQ, 0194, 0121, 0082, 0189,    0,    0,  26
WP, 23, 2013100312, 03, HWRF, 078, 221N, 1314E, 104,  952, XX,  50, NEQ, 0090, 0064, 0058, 0089,    0,    0,  26
WP, 23, 2013100312, 03, HWRF, 078, 221N, 1314E, 104,  952, XX,  64, NEQ, 0064, 0050, 0049, 0065,    0,    0,  26
WP, 23, 2013100312, 03, HWRF, 084, 227N, 1300E,  99,  951, XX,  34, NEQ, 0180, 0138, 0088, 0171,    0,    0,  30
WP, 23, 2013100312, 03, HWRF, 084, 227N, 1300E,  99,  951, XX,  50, NEQ, 0092, 0078, 0053, 0076,    0,    0,  30
WP, 23, 2013100312, 03, HWRF, 084, 227N, 1300E,  99,  951, XX,  64, NEQ, 0069, 0043, 0042, 0061,    0,    0,  30
WP, 23, 2013100312, 03, HWRF, 090, 235N, 1286E,  98,  950, XX,  34, NEQ, 0163, 0135, 0073, 0151,    0,    0,  25
WP, 23, 2013100312, 03, HWRF, 090, 235N, 1286E,  98,  950, XX,  50, NEQ, 0104, 0068, 0049, 0080,    0,    0,  25
WP, 23, 2013100312, 03, HWRF, 090, 235N, 1286E,  98,  950, XX,  64, NEQ, 0057, 0053, 0039, 0057,    0,    0,  25
WP, 23, 2013100312, 03, HWRF, 096, 242N, 1273E,  91,  955, XX,  34, NEQ, 0176, 0131, 0089, 0152,    0,    0,  30
WP, 23, 2013100312, 03, HWRF, 096, 242N, 1273E,  91,  955, XX,  50, NEQ, 0090, 0074, 0050, 0089,    0,    0,  30
