AL, 71, 2017080312, 03, CC00, 000, 122N,  640W,  18, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CC00, 006, 130N,  650W,  18, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CC00, 012, 139N,  664W,  20, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CEMN, 000, 122N,  644W,  20, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,   36,    1,   3
AL, 71, 2017080312, 03, CEMN, 006, 128N,  662W,  20, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,   53,    1,   2
AL, 71, 2017080312, 03, CEMN, 012, 132N,  674W,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000,   99,    1,   3
AL, 71, 2017080312, 03, CEMN, 018, 133N,  698W,  23, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,  134,    1,   3
AL, 71, 2017080312, 03, CP01, 000, 127N,  649W,  18, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP01, 006, 131N,  652W,  17, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP01, 012, 142N,  646W,  15, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP01, 018, 149N,  640W,  17, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP01, 024, 156N,  652W,  16, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP01, 030, 164N,  666W,  20, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP01, 036, 171N,  685W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP01, 042, 181N,  704W,  21, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP01, 048, 186N,  732W,  20, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP01, 054, 190N,  749W,  19, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP02, 000, 122N,  646W,  25, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP02, 006, 134N,  666W,  21, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP03, 000, 125N,  647W,  21, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP03, 006, 130N,  669W,  20, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP03, 012, 133N,  691W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP03, 018, 135N,  711W,  25, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP03, 024, 125N,  744W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP03, 030, 124N,  768W,  22, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP04, 000, 122N,  646W,  25, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP05, 000, 123N,  649W,  19, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP05, 006, 132N,  655W,  19, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP05, 012, 135N,  653W,  18, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP06, 000, 122N,  649W,  19, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP07, 000, 121N,  637W,  18, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP07, 006, 126N,  664W,  19, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP08, 000, 116N,  639W,  18, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP09, 000, 122N,  646W,  25, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP09, 006, 134N,  669W,  21, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP10, 000, 121N,  645W,  21, 1014, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP10, 006, 124N,  670W,  23, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 71, 2017080312, 03, CP10, 012, 130N,  689W,  26, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
