AL, 77, 2016081812, 03, CC00, 000, 119N,  259W,  17, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 006, 116N,  250W,  15, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 012, 111N,  251W,  15, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 018, 111N,  252W,  17, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 024, 118N,  253W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 030, 121N,  263W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 036, 128N,  281W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 042, 129N,  300W,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 048, 131N,  319W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 054, 133N,  338W,  24, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 060, 133N,  352W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 066, 129N,  369W,  24, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 072, 129N,  381W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 078, 127N,  394W,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 084, 126N,  408W,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 090, 127N,  421W,  24, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 096, 127N,  432W,  25, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 102, 128N,  442W,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 108, 128N,  458W,  28, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 114, 127N,  474W,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 120, 128N,  490W,  30, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 126, 129N,  505W,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 132, 129N,  519W,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 138, 130N,  531W,  31, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 144, 135N,  543W,  34, 1005, XX,  34, NEQ, 0088, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 150, 140N,  557W,  35, 1003, XX,  34, NEQ, 0118, 0000, 0000, 0000
AL, 77, 2016081812, 03, CC00, 156, 148N,  568W,  37, 1003, XX,  34, NEQ, 0106, 0000, 0000, 0076
AL, 77, 2016081812, 03, CC00, 162, 150N,  579W,  38, 1001, XX,  34, NEQ, 0104, 0000, 0000, 0061
AL, 77, 2016081812, 03, CC00, 168, 158N,  588W,  41, 1001, XX,  34, NEQ, 0128, 0000, 0000, 0089
AL, 77, 2016081812, 03, CC00, 174, 163N,  593W,  41,  999, XX,  34, NEQ, 0125, 0077, 0000, 0071
AL, 77, 2016081812, 03, CC00, 180, 170N,  599W,  42,  998, XX,  34, NEQ, 0127, 0000, 0000, 0079
AL, 77, 2016081812, 03, CC00, 186, 178N,  601W,  38,  998, XX,  34, NEQ, 0093, 0084, 0000, 0080
AL, 77, 2016081812, 03, CC00, 192, 182N,  608W,  40,  998, XX,  34, NEQ, 0121, 0000, 0000, 0112
AL, 77, 2016081812, 03, CC00, 198, 190N,  610W,  41,  993, XX,  34, NEQ, 0116, 0090, 0067, 0091
AL, 77, 2016081812, 03, CC00, 204, 198N,  611W,  40,  994, XX,  34, NEQ, 0100, 0102, 0081, 0089
AL, 77, 2016081812, 03, CC00, 210, 201N,  611W,  40,  993, XX,  34, NEQ, 0114, 0104, 0056, 0102
AL, 77, 2016081812, 03, CC00, 216, 209N,  613W,  40,  994, XX,  34, NEQ, 0106, 0096, 0073, 0094
AL, 77, 2016081812, 03, CC00, 222, 216N,  616W,  38,  995, XX,  34, NEQ, 0105, 0119, 0103, 0086
AL, 77, 2016081812, 03, CC00, 228, 221N,  616W,  38,  993, XX,  34, NEQ, 0107, 0111, 0088, 0088
AL, 77, 2016081812, 03, CC00, 234, 229N,  619W,  41,  991, XX,  34, NEQ, 0128, 0115, 0090, 0067
AL, 77, 2016081812, 03, CC00, 240, 237N,  619W,  44,  992, XX,  34, NEQ, 0128, 0128, 0105, 0000
AL, 77, 2016081812, 03, CEMN, 000, 120N,  262W,  20, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,   44,    2,   3
AL, 77, 2016081812, 03, CEMN, 006, 117N,  257W,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,   46,    1,   2
AL, 77, 2016081812, 03, CEMN, 012, 114N,  258W,  17, 1013, XX,  34, NEQ, 0000, 0000, 0000, 0000,   80,    1,   3
AL, 77, 2016081812, 03, CEMN, 018, 114N,  263W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,   92,    1,   4
