IO, 93, 2016062618, 03, COTC, 000, 221N,  661E,  21,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
IO, 93, 2016062618, 03, COTC, 006, 217N,  655E,  34,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 017
IO, 93, 2016062618, 03, COTC, 012, 214N,  650E,  37,  993, XX,  34, NEQ, 0000, 0043, 0047, 0000,    0,    0, 037
IO, 93, 2016062618, 03, COTC, 018, 214N,  647E,  35,  991, XX,  34, NEQ, 0000, 0136, 0150, 0000,    0,    0, 083
IO, 93, 2016062618, 03, COTC, 024, 216N,  642E,  37,  992, XX,  34, NEQ, 0000, 0043, 0000, 0040,    0,    0, 037
IO, 93, 2016062618, 03, COTC, 030, 215N,  635E,  40,  992, XX,  34, NEQ, 0000, 0026, 0324, 0039,    0,    0, 042
IO, 93, 2016062618, 03, COTC, 036, 215N,  631E,  36,  993, XX,  34, NEQ, 0000, 0031, 0083, 0077,    0,    0, 077
IO, 93, 2016062618, 03, COTC, 042, 215N,  621E,  40,  993, XX,  34, NEQ, 0000, 0050, 0070, 0000,    0,    0, 029
IO, 93, 2016062618, 03, COTC, 048, 214N,  622E,  36,  994, XX,  34, NEQ, 0000, 0000, 0057, 0000,    0,    0, 055
IO, 93, 2016062618, 03, COTC, 054, 214N,  620E,  35,  997, XX,  34, NEQ, 0000, 0000, 0030, 0000,    0,    0, 027
IO, 93, 2016062618, 03, COTC, 060, 216N,  617E,  29,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 024
IO, 93, 2016062618, 03, COTC, 066, 216N,  612E,  25,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 077
IO, 93, 2016062618, 03, COTC, 072, 214N,  610E,  28, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 029
IO, 93, 2016062618, 03, COTC, 078, 212N,  608E,  23, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 030
IO, 93, 2016062618, 03, COTC, 084, 212N,  607E,  20, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 047
IO, 93, 2016062618, 03, COTC, 090, 215N,  609E,  24, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 029
IO, 93, 2016062618, 03, COTC, 096, 218N,  615E,  17, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
IO, 93, 2016062618, 03, GFDN,   0, 221N,  659E,  34,  996
IO, 93, 2016062618, 03, GFDN,   6, 224N,  662E,  25,  993
IO, 93, 2016062618, 03, GFDN,  12, 221N,  655E,  51,  987
IO, 93, 2016062618, 03, GFDN,  18, 223N,  648E,  47,  986
IO, 93, 2016062618, 03, GFDN,  24, 226N,  639E,  34,  991
IO, 93, 2016062618, 03, GFDN,  30, 223N,  628E,  57,  984
IO, 93, 2016062618, 03, GFDN,  36, 223N,  623E,  57,  990
IO, 93, 2016062618, 03, GFDN,  42, 225N,  617E,  48,  989
IO, 93, 2016062618, 03, GFDN,  48, 223N,  613E,  41,  990
IO, 93, 2016062618, 03, GFDN,  54, 226N,  612E,  35,  991
IO, 93, 2016062618, 03, GFDN,  60, 228N,  607E,  34,  993
IO, 93, 2016062618, 03, GFDN,  66, 229N,  604E,  34,  993
IO, 93, 2016062618, 03, GFDN,  72, 229N,  600E,  27,  996
IO, 93, 2016062618, 03, GFDN,  78, 228N,  597E,  24,  996
IO, 93, 2016062618, 03, GFDN,  84, 227N,  596E,  23,  996
IO, 93, 2016062618, 03, GFDN,  90, 221N,  593E,  23,  994
IO, 93, 2016062618, 03, GFDN,  96, 210N,  587E,  27,  995
IO, 93, 2016062618, 03, GFDN, 102, 207N,  586E,  28,  995
IO, 93, 2016062618, 03, GFDN, 108, 205N,  582E,  25,  995
IO, 93, 2016062618, 03, GFDN, 114, 205N,  582E,  25,  994
IO, 93, 2016062618, 03, GFDN, 120, 202N,  581E,  26,  994
IO, 93, 2016062618, 03, GFDN, 126, 202N,  582E,  26,  995
IO, 93, 2016062618, 03, NVGM, 000, 220N,  662E,  25,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 158
IO, 93, 2016062618, 03, NVGM, 006, 217N,  658E,  24,  995, XX,  34, NEQ, 0000, 0340, 0340, 0000,    0,    0, 160
IO, 93, 2016062618, 03, NVGM, 012, 213N,  651E,  24,  995, XX,  34, NEQ, 0000, 0333, 0321, 0000,    0,    0, 136
IO, 93, 2016062618, 03, NVGM, 018, 212N,  647E,  30,  992, XX,  34, NEQ, 0000, 0347, 0293, 0000,    0,    0, 160
IO, 93, 2016062618, 03, NVGM, 024, 209N,  642E,  29,  994, XX,  34, NEQ, 0000, 0327, 0323, 0000,    0,    0, 149
IO, 93, 2016062618, 03, NVGM, 030, 206N,  638E,  30,  992, XX,  34, NEQ, 0000, 0336, 0344, 0000,    0,    0, 158
IO, 93, 2016062618, 03, NVGM, 036, 205N,  635E,  35,  993, XX,  34, NEQ, 0000, 0128, 0000, 0000,    0,    0, 114
IO, 93, 2016062618, 03, NVGM, 042, 205N,  635E,  35,  991, XX,  34, NEQ, 0000, 0332, 0304, 0000,    0,    0, 061
IO, 93, 2016062618, 03, NVGM, 048, 204N,  634E,  36,  994, XX,  34, NEQ, 0000, 0298, 0273, 0000,    0,    0, 122
IO, 93, 2016062618, 03, NVGM, 054, 207N,  632E,  33,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 111
IO, 93, 2016062618, 03, NVGM, 060, 209N,  626E,  33,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 057
IO, 93, 2016062618, 03, NVGM, 066, 211N,  621E,  33,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 081
IO, 93, 2016062618, 03, NVGM, 072, 209N,  613E,  27,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 157
IO, 93, 2016062618, 03, NVGM, 078, 206N,  609E,  29,  994, XX,  34, NEQ, 0000, 0340, 0000, 0000,    0,    0, 073
IO, 93, 2016062618, 03, NVGM, 084, 205N,  603E,  29,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 071
IO, 93, 2016062618, 03, NVGM, 090, 205N,  601E,  25,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 156
IO, 93, 2016062618, 03, NVGM, 096, 200N,  598E,  24,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 153
IO, 93, 2016062618, 03, NVGM, 102, 200N,  601E,  27,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 160
IO, 93, 2016062618, 03, NVGM, 108, 202N,  604E,  26,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 158
