WP, 18, 2016091318, 03, COTC, 000, 150N, 1345E,  59,  988, XX,  34, NEQ, 0125, 0076, 0054, 0137,    0,    0, 016
WP, 18, 2016091318, 03, COTC, 000, 150N, 1345E,  59,  988, XX,  50, NEQ, 0031, 0019, 0000, 0031,    0,    0, 016
WP, 18, 2016091318, 03, COTC, 006, 153N, 1330E,  78,  987, XX,  34, NEQ, 0127, 0090, 0090, 0099,    0,    0, 019
WP, 18, 2016091318, 03, COTC, 006, 153N, 1330E,  78,  987, XX,  50, NEQ, 0071, 0062, 0034, 0035,    0,    0, 019
WP, 18, 2016091318, 03, COTC, 006, 153N, 1330E,  78,  987, XX,  64, NEQ, 0046, 0035, 0000, 0027,    0,    0, 019
WP, 18, 2016091318, 03, COTC, 012, 158N, 1318E,  67,  983, XX,  34, NEQ, 0123, 0243, 0101, 0162,    0,    0, 029
WP, 18, 2016091318, 03, COTC, 012, 158N, 1318E,  67,  983, XX,  50, NEQ, 0059, 0047, 0029, 0045,    0,    0, 029
WP, 18, 2016091318, 03, COTC, 012, 158N, 1318E,  67,  983, XX,  64, NEQ, 0032, 0000, 0000, 0000,    0,    0, 029
WP, 18, 2016091318, 03, COTC, 018, 159N, 1309E,  75,  980, XX,  34, NEQ, 0173, 0209, 0083, 0219,    0,    0, 020
WP, 18, 2016091318, 03, COTC, 018, 159N, 1309E,  75,  980, XX,  50, NEQ, 0118, 0077, 0033, 0047,    0,    0, 020
WP, 18, 2016091318, 03, COTC, 018, 159N, 1309E,  75,  980, XX,  64, NEQ, 0030, 0000, 0000, 0034,    0,    0, 020
WP, 18, 2016091318, 03, COTC, 024, 166N, 1300E,  82,  969, XX,  34, NEQ, 0166, 0177, 0077, 0163,    0,    0, 020
WP, 18, 2016091318, 03, COTC, 024, 166N, 1300E,  82,  969, XX,  50, NEQ, 0061, 0052, 0043, 0043,    0,    0, 020
WP, 18, 2016091318, 03, COTC, 024, 166N, 1300E,  82,  969, XX,  64, NEQ, 0034, 0032, 0027, 0029,    0,    0, 020
WP, 18, 2016091318, 03, COTC, 030, 172N, 1287E,  94,  968, XX,  34, NEQ, 0217, 0253, 0067, 0156,    0,    0, 016
WP, 18, 2016091318, 03, COTC, 030, 172N, 1287E,  94,  968, XX,  50, NEQ, 0042, 0035, 0046, 0051,    0,    0, 016
WP, 18, 2016091318, 03, COTC, 030, 172N, 1287E,  94,  968, XX,  64, NEQ, 0028, 0023, 0037, 0038,    0,    0, 016
WP, 18, 2016091318, 03, COTC, 036, 180N, 1276E,  84,  966, XX,  34, NEQ, 0241, 0209, 0081, 0102,    0,    0, 017
WP, 18, 2016091318, 03, COTC, 036, 180N, 1276E,  84,  966, XX,  50, NEQ, 0051, 0049, 0049, 0043,    0,    0, 017
WP, 18, 2016091318, 03, COTC, 036, 180N, 1276E,  84,  966, XX,  64, NEQ, 0032, 0031, 0029, 0025,    0,    0, 017
WP, 18, 2016091318, 03, COTC, 042, 188N, 1264E,  92,  962, XX,  34, NEQ, 0225, 0130, 0119, 0227,    0,    0, 021
WP, 18, 2016091318, 03, COTC, 042, 188N, 1264E,  92,  962, XX,  50, NEQ, 0086, 0061, 0058, 0043,    0,    0, 021
WP, 18, 2016091318, 03, COTC, 042, 188N, 1264E,  92,  962, XX,  64, NEQ, 0037, 0033, 0026, 0031,    0,    0, 021
WP, 18, 2016091318, 03, COTC, 048, 197N, 1251E,  94,  960, XX,  34, NEQ, 0226, 0260, 0105, 0225,    0,    0, 018
WP, 18, 2016091318, 03, COTC, 048, 197N, 1251E,  94,  960, XX,  50, NEQ, 0076, 0076, 0062, 0051,    0,    0, 018
WP, 18, 2016091318, 03, COTC, 048, 197N, 1251E,  94,  960, XX,  64, NEQ, 0030, 0031, 0029, 0030,    0,    0, 018
WP, 18, 2016091318, 03, COTC, 054, 204N, 1240E,  92,  957, XX,  34, NEQ, 0250, 0154, 0110, 0247,    0,    0, 030
WP, 18, 2016091318, 03, COTC, 054, 204N, 1240E,  92,  957, XX,  50, NEQ, 0107, 0068, 0045, 0046,    0,    0, 030
WP, 18, 2016091318, 03, COTC, 054, 204N, 1240E,  92,  957, XX,  64, NEQ, 0056, 0054, 0019, 0000,    0,    0, 030
WP, 18, 2016091318, 03, COTC, 060, 215N, 1234E, 102,  943, XX,  34, NEQ, 0221, 0266, 0111, 0138,    0,    0, 018
WP, 18, 2016091318, 03, COTC, 060, 215N, 1234E, 102,  943, XX,  50, NEQ, 0086, 0085, 0073, 0063,    0,    0, 018
WP, 18, 2016091318, 03, COTC, 060, 215N, 1234E, 102,  943, XX,  64, NEQ, 0051, 0056, 0030, 0037,    0,    0, 018
WP, 18, 2016091318, 03, COTC, 066, 225N, 1225E, 109,  937, XX,  34, NEQ, 0225, 0151, 0114, 0097,    0,    0, 023
WP, 18, 2016091318, 03, COTC, 066, 225N, 1225E, 109,  937, XX,  50, NEQ, 0107, 0104, 0067, 0064,    0,    0, 023
WP, 18, 2016091318, 03, COTC, 066, 225N, 1225E, 109,  937, XX,  64, NEQ, 0051, 0053, 0053, 0037,    0,    0, 023
WP, 18, 2016091318, 03, COTC, 072, 235N, 1217E, 129,  934, XX,  34, NEQ, 0239, 0260, 0117, 0130,    0,    0, 029
WP, 18, 2016091318, 03, COTC, 072, 235N, 1217E, 129,  934, XX,  50, NEQ, 0091, 0093, 0060, 0043,    0,    0, 029
WP, 18, 2016091318, 03, COTC, 072, 235N, 1217E, 129,  934, XX,  64, NEQ, 0061, 0061, 0043, 0026,    0,    0, 029
WP, 18, 2016091318, 03, COTC, 078, 241N, 1215E, 108,  954, XX,  34, NEQ, 0227, 0222, 0105, 0130,    0,    0, 029
WP, 18, 2016091318, 03, COTC, 078, 241N, 1215E, 108,  954, XX,  50, NEQ, 0080, 0077, 0000, 0000,    0,    0, 029
WP, 18, 2016091318, 03, COTC, 078, 241N, 1215E, 108,  954, XX,  64, NEQ, 0055, 0055, 0000, 0000,    0,    0, 029
