EP, 98, 2016071400, 03, NG01, 102, 156N, 1119W,  64,  994, XX,  50, NEQ, 0093, 0069, 0000, 0106,    0,    0, 057
EP, 98, 2016071400, 03, NG01, 102, 156N, 1119W,  64,  994, XX,  64, NEQ, 0058, 0000, 0000, 0000,    0,    0, 057
EP, 98, 2016071400, 03, NG01, 108, 160N, 1126W,  66,  988, XX,  34, NEQ, 0150, 0165, 0147, 0189,    0,    0, 061
EP, 98, 2016071400, 03, NG01, 108, 160N, 1126W,  66,  988, XX,  50, NEQ, 0075, 0070, 0056, 0084,    0,    0, 061
EP, 98, 2016071400, 03, NG01, 108, 160N, 1126W,  66,  988, XX,  64, NEQ, 0069, 0000, 0000, 0000,    0,    0, 061
EP, 98, 2016071400, 03, NG01, 114, 164N, 1134W,  68,  985, XX,  34, NEQ, 0168, 0143, 0149, 0018,    0,    0, 065
EP, 98, 2016071400, 03, NG01, 114, 164N, 1134W,  68,  985, XX,  50, NEQ, 0101, 0094, 0077, 0031,    0,    0, 065
EP, 98, 2016071400, 03, NG01, 114, 164N, 1134W,  68,  985, XX,  64, NEQ, 0067, 0059, 0000, 0079,    0,    0, 065
EP, 98, 2016071400, 03, NG01, 120, 169N, 1144W,  72,  981, XX,  34, NEQ, 0181, 0169, 0149, 0173,    0,    0, 063
EP, 98, 2016071400, 03, NG01, 120, 169N, 1144W,  72,  981, XX,  50, NEQ, 0106, 0091, 0091, 0028,    0,    0, 063
EP, 98, 2016071400, 03, NG01, 120, 169N, 1144W,  72,  981, XX,  64, NEQ, 0069, 0000, 0000, 0037,    0,    0, 063
EP, 98, 2016071400, 03, NG05, 000,  96N, 1000W,  32, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 062
EP, 98, 2016071400, 03, NG05, 006,  98N, 1003W,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 111
EP, 98, 2016071400, 03, NG05, 012, 102N, 1005W,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 130
EP, 98, 2016071400, 03, NG05, 018, 107N, 1006W,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 079
EP, 98, 2016071400, 03, NG05, 024, 115N, 1010W,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 151
EP, 98, 2016071400, 03, NG05, 030, 120N, 1021W,  35, 1007, XX,  34, NEQ, 0144, 0000, 0000, 0000,    0,    0, 134
EP, 98, 2016071400, 03, NG05, 036, 120N, 1031W,  38, 1003, XX,  34, NEQ, 0147, 0000, 0000, 0139,    0,    0, 093
EP, 98, 2016071400, 03, NG05, 042, 118N, 1038W,  35, 1001, XX,  34, NEQ, 0115, 0000, 0155, 0000,    0,    0, 111
EP, 98, 2016071400, 03, NG05, 048, 119N, 1041W,  38,  998, XX,  34, NEQ, 0124, 0113, 0157, 0000,    0,    0, 088
EP, 98, 2016071400, 03, NG05, 054, 120N, 1045W,  44,  999, XX,  34, NEQ, 0132, 0157, 0095, 0060,    0,    0, 093
EP, 98, 2016071400, 03, NG05, 060, 124N, 1050W,  46,  994, XX,  34, NEQ, 0163, 0164, 0144, 0117,    0,    0, 078
EP, 98, 2016071400, 03, NG05, 066, 129N, 1059W,  57,  992, XX,  34, NEQ, 0165, 0150, 0166, 0035,    0,    0, 074
EP, 98, 2016071400, 03, NG05, 066, 129N, 1059W,  57,  992, XX,  50, NEQ, 0088, 0099, 0000, 0000,    0,    0, 074
EP, 98, 2016071400, 03, NG05, 072, 133N, 1069W,  56,  987, XX,  34, NEQ, 0181, 0226, 0204, 0039,    0,    0, 070
EP, 98, 2016071400, 03, NG05, 072, 133N, 1069W,  56,  987, XX,  50, NEQ, 0105, 0103, 0000, 0050,    0,    0, 070
EP, 98, 2016071400, 03, NG05, 078, 137N, 1077W,  67,  987, XX,  34, NEQ, 0183, 0080, 0240, 0155,    0,    0, 057
EP, 98, 2016071400, 03, NG05, 078, 137N, 1077W,  67,  987, XX,  50, NEQ, 0099, 0080, 0114, 0031,    0,    0, 057
EP, 98, 2016071400, 03, NG05, 078, 137N, 1077W,  67,  987, XX,  64, NEQ, 0000, 0066, 0000, 0000,    0,    0, 057
EP, 98, 2016071400, 03, NG05, 084, 141N, 1084W,  68,  983, XX,  34, NEQ, 0177, 0163, 0252, 0101,    0,    0, 058
EP, 98, 2016071400, 03, NG05, 084, 141N, 1084W,  68,  983, XX,  50, NEQ, 0099, 0102, 0114, 0039,    0,    0, 058
EP, 98, 2016071400, 03, NG05, 084, 141N, 1084W,  68,  983, XX,  64, NEQ, 0067, 0000, 0000, 0000,    0,    0, 058
EP, 98, 2016071400, 03, NG05, 090, 146N, 1091W,  73,  980, XX,  34, NEQ, 0125, 0185, 0100, 0030,    0,    0, 064
EP, 98, 2016071400, 03, NG05, 090, 146N, 1091W,  73,  980, XX,  50, NEQ, 0104, 0135, 0100, 0030,    0,    0, 064
EP, 98, 2016071400, 03, NG05, 090, 146N, 1091W,  73,  980, XX,  64, NEQ, 0075, 0083, 0000, 0056,    0,    0, 064
EP, 98, 2016071400, 03, NG05, 096, 154N, 1100W,  76,  974, XX,  34, NEQ, 0223, 0194, 0025, 0165,    0,    0, 057
EP, 98, 2016071400, 03, NG05, 096, 154N, 1100W,  76,  974, XX,  50, NEQ, 0133, 0129, 0135, 0026,    0,    0, 057
EP, 98, 2016071400, 03, NG05, 096, 154N, 1100W,  76,  974, XX,  64, NEQ, 0096, 0092, 0062, 0047,    0,    0, 057
EP, 98, 2016071400, 03, NG05, 102, 163N, 1109W,  81,  974, XX,  34, NEQ, 0248, 0203, 0234, 0074,    0,    0, 051
EP, 98, 2016071400, 03, NG05, 102, 163N, 1109W,  81,  974, XX,  50, NEQ, 0153, 0143, 0142, 0024,    0,    0, 051
EP, 98, 2016071400, 03, NG05, 102, 163N, 1109W,  81,  974, XX,  64, NEQ, 0091, 0054, 0000, 0035,    0,    0, 051
EP, 98, 2016071400, 03, NG05, 108, 171N, 1121W,  76,  971, XX,  34, NEQ, 0200, 0214, 0161, 0271,    0,    0, 065
EP, 98, 2016071400, 03, NG05, 108, 171N, 1121W,  76,  971, XX,  50, NEQ, 0124, 0130, 0177, 0128,    0,    0, 065
EP, 98, 2016071400, 03, NG05, 108, 171N, 1121W,  76,  971, XX,  64, NEQ, 0082, 0083, 0089, 0041,    0,    0, 065
EP, 98, 2016071400, 03, NG05, 114, 177N, 1134W,  80,  973, XX,  34, NEQ, 0090, 0223, 0045, 0150,    0,    0, 046
EP, 98, 2016071400, 03, NG05, 114, 177N, 1134W,  80,  973, XX,  50, NEQ, 0090, 0115, 0045, 0113,    0,    0, 046
EP, 98, 2016071400, 03, NG05, 114, 177N, 1134W,  80,  973, XX,  64, NEQ, 0064, 0087, 0072, 0032,    0,    0, 046
EP, 98, 2016071400, 03, NG05, 120, 183N, 1147W,  76,  973, XX,  34, NEQ, 0214, 0135, 0167, 0049,    0,    0, 073
EP, 98, 2016071400, 03, NG05, 120, 183N, 1147W,  76,  973, XX,  50, NEQ, 0134, 0109, 0083, 0035,    0,    0, 073
EP, 98, 2016071400, 03, NG05, 120, 183N, 1147W,  76,  973, XX,  64, NEQ, 0093, 0078, 0063, 0069,    0,    0, 073
EP, 98, 2016071400, 03, NG06, 000, 102N,  998W,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 112
EP, 98, 2016071400, 03, NG06, 006, 111N, 1006W,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 091
EP, 98, 2016071400, 03, NG06, 012, 117N, 1013W,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 057
EP, 98, 2016071400, 03, NG06, 018, 120N, 1019W,  34, 1006, XX,  34, NEQ, 0062, 0000, 0000, 0000,    0,    0, 062
EP, 98, 2016071400, 03, NG06, 024, 125N, 1026W,  39, 1004, XX,  34, NEQ, 0100, 0000, 0000, 0000,    0,    0, 060
EP, 98, 2016071400, 03, NG06, 030, 132N, 1034W,  43, 1004, XX,  34, NEQ, 0134, 0000, 0000, 0112,    0,    0, 055
EP, 98, 2016071400, 03, NG06, 036, 138N, 1043W,  49, 1001, XX,  34, NEQ, 0120, 0094, 0128, 0112,    0,    0, 072
EP, 98, 2016071400, 03, NG06, 042, 145N, 1055W,  55, 1000, XX,  34, NEQ, 0163, 0100, 0103, 0105,    0,    0, 059
EP, 98, 2016071400, 03, NG06, 042, 145N, 1055W,  55, 1000, XX,  50, NEQ, 0069, 0000, 0000, 0075,    0,    0, 059
EP, 98, 2016071400, 03, NG06, 048, 150N, 1066W,  57,  997, XX,  34, NEQ, 0139, 0060, 0096, 0040,    0,    0, 070
EP, 98, 2016071400, 03, NG06, 048, 150N, 1066W,  57,  997, XX,  50, NEQ, 0071, 0000, 0000, 0000,    0,    0, 070
EP, 98, 2016071400, 03, NG06, 054, 153N, 1075W,  50,  997, XX,  34, NEQ, 0110, 0108, 0144, 0067,    0,    0, 057
EP, 98, 2016071400, 03, NG06, 054, 153N, 1075W,  50,  997, XX,  50, NEQ, 0000, 0057, 0000, 0000,    0,    0, 057
EP, 98, 2016071400, 03, NG06, 060, 157N, 1084W,  56,  994, XX,  34, NEQ, 0124, 0050, 0137, 0122,    0,    0, 068
EP, 98, 2016071400, 03, NG06, 060, 157N, 1084W,  56,  994, XX,  50, NEQ, 0062, 0050, 0000, 0000,    0,    0, 068
EP, 98, 2016071400, 03, NG06, 066, 161N, 1094W,  52,  994, XX,  34, NEQ, 0141, 0118, 0127, 0025,    0,    0, 055
EP, 98, 2016071400, 03, NG06, 066, 161N, 1094W,  52,  994, XX,  50, NEQ, 0081, 0066, 0000, 0055,    0,    0, 055
EP, 98, 2016071400, 03, NG06, 072, 166N, 1102W,  54,  992, XX,  34, NEQ, 0123, 0182, 0150, 0149,    0,    0, 074
EP, 98, 2016071400, 03, NG06, 072, 166N, 1102W,  54,  992, XX,  50, NEQ, 0083, 0085, 0000, 0000,    0,    0, 074
EP, 98, 2016071400, 03, NG06, 078, 170N, 1110W,  57,  992, XX,  34, NEQ, 0136, 0065, 0131, 0025,    0,    0, 057
EP, 98, 2016071400, 03, NG06, 078, 170N, 1110W,  57,  992, XX,  50, NEQ, 0090, 0065, 0000, 0070,    0,    0, 057
EP, 98, 2016071400, 03, NG06, 084, 173N, 1116W,  65,  989, XX,  34, NEQ, 0035, 0176, 0133, 0069,    0,    0, 061
EP, 98, 2016071400, 03, NG06, 084, 173N, 1116W,  65,  989, XX,  50, NEQ, 0078, 0118, 0105, 0051,    0,    0, 061
EP, 98, 2016071400, 03, NG06, 084, 173N, 1116W,  65,  989, XX,  64, NEQ, 0000, 0066, 0000, 0000,    0,    0, 061
EP, 98, 2016071400, 03, NG06, 090, 179N, 1121W,  64,  989, XX,  34, NEQ, 0146, 0150, 0189, 0070,    0,    0, 063
EP, 98, 2016071400, 03, NG06, 090, 179N, 1121W,  64,  989, XX,  50, NEQ, 0097, 0089, 0104, 0047,    0,    0, 063
EP, 98, 2016071400, 03, NG06, 096, 185N, 1130W,  62,  987, XX,  34, NEQ, 0160, 0152, 0127, 0037,    0,    0, 065
EP, 98, 2016071400, 03, NG06, 096, 185N, 1130W,  62,  987, XX,  50, NEQ, 0075, 0090, 0118, 0058,    0,    0, 065
EP, 98, 2016071400, 03, NG06, 102, 189N, 1138W,  64,  988, XX,  34, NEQ, 0180, 0175, 0185, 0027,    0,    0, 056
EP, 98, 2016071400, 03, NG06, 102, 189N, 1138W,  64,  988, XX,  50, NEQ, 0102, 0098, 0085, 0052,    0,    0, 056
EP, 98, 2016071400, 03, NG06, 108, 194N, 1143W,  64,  985, XX,  34, NEQ, 0175, 0211, 0065, 0108,    0,    0, 060
EP, 98, 2016071400, 03, NG06, 108, 194N, 1143W,  64,  985, XX,  50, NEQ, 0117, 0106, 0065, 0073,    0,    0, 060
EP, 98, 2016071400, 03, NG06, 108, 194N, 1143W,  64,  985, XX,  64, NEQ, 0061, 0000, 0000, 0000,    0,    0, 060
EP, 98, 2016071400, 03, NG06, 114, 198N, 1147W,  65,  984, XX,  34, NEQ, 0163, 0070, 0181, 0064,    0,    0, 071
EP, 98, 2016071400, 03, NG06, 114, 198N, 1147W,  65,  984, XX,  50, NEQ, 0104, 0070, 0071, 0038,    0,    0, 071
EP, 98, 2016071400, 03, NG06, 114, 198N, 1147W,  65,  984, XX,  64, NEQ, 0073, 0070, 0000, 0000,    0,    0, 071
EP, 98, 2016071400, 03, NG06, 120, 204N, 1151W,  64,  981, XX,  34, NEQ, 0182, 0183, 0174, 0110,    0,    0, 064
EP, 98, 2016071400, 03, NG06, 120, 204N, 1151W,  64,  981, XX,  50, NEQ, 0107, 0100, 0101, 0047,    0,    0, 064
EP, 98, 2016071400, 03, NG06, 120, 204N, 1151W,  64,  981, XX,  64, NEQ, 0065, 0064, 0000, 0000,    0,    0, 064
EP, 98, 2016071400, 03, NG07, 000,   0 ,    0 ,   0,    0, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, ***
EP, 98, 2016071400, 03, NG08, 000, 112N,  995W,  27, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 076
EP, 98, 2016071400, 03, NG08, 006, 123N, 1003W,  32, 1007, XX,  34, NEQ, 0202, 0000, 0000, 0000,    0,    0, 087
EP, 98, 2016071400, 03, NG08, 012, 134N, 1016W,  36, 1007, XX,  34, NEQ, 0087, 0000, 0000, 0000,    0,    0, 052
EP, 98, 2016071400, 03, NG08, 018, 138N, 1027W,  46, 1005, XX,  34, NEQ, 0172, 0000, 0000, 0000,    0,    0, 097
EP, 98, 2016071400, 03, NG08, 024, 143N, 1037W,  43, 1002, XX,  34, NEQ, 0095, 0000, 0050, 0056,    0,    0, 071
EP, 98, 2016071400, 03, NG08, 030, 146N, 1049W,  47, 1002, XX,  34, NEQ, 0120, 0078, 0055, 0026,    0,    0, 052
EP, 98, 2016071400, 03, NG08, 036, 148N, 1060W,  54,  999, XX,  34, NEQ, 0095, 0086, 0093, 0022,    0,    0, 053
EP, 98, 2016071400, 03, NG08, 036, 148N, 1060W,  54,  999, XX,  50, NEQ, 0000, 0000, 0000, 0046,    0,    0, 053
EP, 98, 2016071400, 03, NG08, 042, 147N, 1069W,  51,  998, XX,  34, NEQ, 0099, 0115, 0110, 0026,    0,    0, 050
EP, 98, 2016071400, 03, NG08, 042, 147N, 1069W,  51,  998, XX,  50, NEQ, 0053, 0057, 0000, 0000,    0,    0, 050
EP, 98, 2016071400, 03, NG08, 048, 149N, 1076W,  54,  994, XX,  34, NEQ, 0094, 0114, 0145, 0086,    0,    0, 058
EP, 98, 2016071400, 03, NG08, 048, 149N, 1076W,  54,  994, XX,  50, NEQ, 0000, 0072, 0076, 0048,    0,    0, 058
EP, 98, 2016071400, 03, NG08, 054, 150N, 1084W,  54,  995, XX,  34, NEQ, 0131, 0104, 0132, 0021,    0,    0, 064
EP, 98, 2016071400, 03, NG08, 054, 150N, 1084W,  54,  995, XX,  50, NEQ, 0061, 0067, 0086, 0040,    0,    0, 064
EP, 98, 2016071400, 03, NG08, 060, 152N, 1092W,  57,  991, XX,  34, NEQ, 0133, 0134, 0100, 0100,    0,    0, 063
EP, 98, 2016071400, 03, NG08, 060, 152N, 1092W,  57,  991, XX,  50, NEQ, 0080, 0076, 0094, 0074,    0,    0, 063
EP, 98, 2016071400, 03, NG08, 066, 154N, 1100W,  64,  991, XX,  34, NEQ, 0135, 0152, 0157, 0128,    0,    0, 062
EP, 98, 2016071400, 03, NG08, 066, 154N, 1100W,  64,  991, XX,  50, NEQ, 0086, 0092, 0104, 0037,    0,    0, 062
EP, 98, 2016071400, 03, NG08, 072, 157N, 1108W,  62,  989, XX,  34, NEQ, 0187, 0112, 0150, 0101,    0,    0, 050
EP, 98, 2016071400, 03, NG08, 072, 157N, 1108W,  62,  989, XX,  50, NEQ, 0094, 0078, 0082, 0036,    0,    0, 050
EP, 98, 2016071400, 03, NG08, 078, 158N, 1117W,  61,  989, XX,  34, NEQ, 0140, 0137, 0125, 0069,    0,    0, 071
EP, 98, 2016071400, 03, NG08, 078, 158N, 1117W,  61,  989, XX,  50, NEQ, 0093, 0082, 0076, 0042,    0,    0, 071
EP, 98, 2016071400, 03, NG08, 084, 157N, 1125W,  68,  985, XX,  34, NEQ, 0172, 0156, 0149, 0180,    0,    0, 056
EP, 98, 2016071400, 03, NG08, 084, 157N, 1125W,  68,  985, XX,  50, NEQ, 0090, 0094, 0090, 0055,    0,    0, 056
EP, 98, 2016071400, 03, NG08, 084, 157N, 1125W,  68,  985, XX,  64, NEQ, 0072, 0000, 0000, 0057,    0,    0, 056
EP, 98, 2016071400, 03, NG08, 090, 157N, 1133W,  66,  984, XX,  34, NEQ, 0163, 0214, 0176, 0080,    0,    0, 049
EP, 98, 2016071400, 03, NG08, 090, 157N, 1133W,  66,  984, XX,  50, NEQ, 0091, 0125, 0141, 0080,    0,    0, 049
EP, 98, 2016071400, 03, NG08, 090, 157N, 1133W,  66,  984, XX,  64, NEQ, 0061, 0053, 0000, 0061,    0,    0, 049
EP, 98, 2016071400, 03, NG08, 096, 160N, 1140W,  73,  981, XX,  34, NEQ, 0180, 0156, 0176, 0120,    0,    0, 064
EP, 98, 2016071400, 03, NG08, 096, 160N, 1140W,  73,  981, XX,  50, NEQ, 0099, 0090, 0097, 0029,    0,    0, 064
EP, 98, 2016071400, 03, NG08, 096, 160N, 1140W,  73,  981, XX,  64, NEQ, 0079, 0064, 0000, 0079,    0,    0, 064
EP, 98, 2016071400, 03, NG08, 102, 164N, 1147W,  74,  982, XX,  34, NEQ, 0203, 0149, 0127, 0085,    0,    0, 054
EP, 98, 2016071400, 03, NG08, 102, 164N, 1147W,  74,  982, XX,  50, NEQ, 0104, 0103, 0088, 0041,    0,    0, 054
EP, 98, 2016071400, 03, NG08, 102, 164N, 1147W,  74,  982, XX,  64, NEQ, 0076, 0072, 0000, 0045,    0,    0, 054
EP, 98, 2016071400, 03, NG08, 108, 169N, 1154W,  70,  979, XX,  34, NEQ, 0110, 0200, 0151, 0144,    0,    0, 053
EP, 98, 2016071400, 03, NG08, 108, 169N, 1154W,  70,  979, XX,  50, NEQ, 0110, 0109, 0102, 0040,    0,    0, 053
EP, 98, 2016071400, 03, NG08, 108, 169N, 1154W,  70,  979, XX,  64, NEQ, 0089, 0085, 0000, 0076,    0,    0, 053
EP, 98, 2016071400, 03, NG08, 114, 174N, 1164W,  72,  979, XX,  34, NEQ, 0204, 0085, 0163, 0170,    0,    0, 050
EP, 98, 2016071400, 03, NG08, 114, 174N, 1164W,  72,  979, XX,  50, NEQ, 0112, 0085, 0097, 0031,    0,    0, 050
EP, 98, 2016071400, 03, NG08, 114, 174N, 1164W,  72,  979, XX,  64, NEQ, 0085, 0079, 0000, 0051,    0,    0, 050
EP, 98, 2016071400, 03, NG08, 120, 178N, 1174W,  71,  976, XX,  34, NEQ, 0201, 0169, 0171, 0100,    0,    0, 064
EP, 98, 2016071400, 03, NG08, 120, 178N, 1174W,  71,  976, XX,  50, NEQ, 0118, 0114, 0123, 0100,    0,    0, 064
EP, 98, 2016071400, 03, NG08, 120, 178N, 1174W,  71,  976, XX,  64, NEQ, 0085, 0074, 0000, 0053,    0,    0, 064
EP, 98, 2016071400, 03, NG09, 000, 105N, 1010W,  34, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
EP, 98, 2016071400, 03, NG09, 006, 111N, 1019W,  35, 1006, XX,  34, NEQ, 0129, 0000, 0000, 0000,    0,    0, 101
EP, 98, 2016071400, 03, NG09, 012, 113N, 1026W,  36, 1005, XX,  34, NEQ, 0090, 0000, 0000, 0000,    0,    0, 070
EP, 98, 2016071400, 03, NG09, 018, 116N, 1033W,  41, 1004, XX,  34, NEQ, 0133, 0092, 0000, 0107,    0,    0, 055
EP, 98, 2016071400, 03, NG09, 024, 120N, 1040W,  41, 1001, XX,  34, NEQ, 0073, 0090, 0000, 0118,    0,    0, 092
EP, 98, 2016071400, 03, NG09, 030, 121N, 1047W,  37, 1001, XX,  34, NEQ, 0083, 0097, 0058, 0055,    0,    0, 071
EP, 98, 2016071400, 03, NG09, 036, 122N, 1053W,  44,  998, XX,  34, NEQ, 0123, 0113, 0158, 0038,    0,    0, 052
EP, 98, 2016071400, 03, NG09, 042, 126N, 1058W,  47,  997, XX,  34, NEQ, 0127, 0145, 0168, 0082,    0,    0, 080
EP, 98, 2016071400, 03, NG09, 048, 131N, 1063W,  54,  992, XX,  34, NEQ, 0175, 0159, 0126, 0081,    0,    0, 069
EP, 98, 2016071400, 03, NG09, 048, 131N, 1063W,  54,  992, XX,  50, NEQ, 0078, 0079, 0092, 0067,    0,    0, 069
EP, 98, 2016071400, 03, NG09, 054, 137N, 1069W,  56,  992, XX,  34, NEQ, 0115, 0134, 0080, 0158,    0,    0, 051
EP, 98, 2016071400, 03, NG09, 054, 137N, 1069W,  56,  992, XX,  50, NEQ, 0060, 0074, 0081, 0088,    0,    0, 051
EP, 98, 2016071400, 03, NG09, 060, 143N, 1078W,  61,  988, XX,  34, NEQ, 0125, 0198, 0125, 0063,    0,    0, 047
EP, 98, 2016071400, 03, NG09, 060, 143N, 1078W,  61,  988, XX,  50, NEQ, 0092, 0083, 0058, 0095,    0,    0, 047
EP, 98, 2016071400, 03, NG09, 066, 149N, 1087W,  63,  987, XX,  34, NEQ, 0234, 0173, 0179, 0021,    0,    0, 073
EP, 98, 2016071400, 03, NG09, 066, 149N, 1087W,  63,  987, XX,  50, NEQ, 0092, 0094, 0076, 0043,    0,    0, 073
EP, 98, 2016071400, 03, NG09, 072, 155N, 1096W,  68,  984, XX,  34, NEQ, 0155, 0190, 0120, 0149,    0,    0, 071
EP, 98, 2016071400, 03, NG09, 072, 155N, 1096W,  68,  984, XX,  50, NEQ, 0096, 0093, 0105, 0038,    0,    0, 071
EP, 98, 2016071400, 03, NG09, 072, 155N, 1096W,  68,  984, XX,  64, NEQ, 0079, 0000, 0000, 0000,    0,    0, 071
EP, 98, 2016071400, 03, NG09, 078, 160N, 1105W,  71,  984, XX,  34, NEQ, 0095, 0193, 0030, 0163,    0,    0, 057
EP, 98, 2016071400, 03, NG09, 078, 160N, 1105W,  71,  984, XX,  50, NEQ, 0095, 0107, 0030, 0049,    0,    0, 057
EP, 98, 2016071400, 03, NG09, 078, 160N, 1105W,  71,  984, XX,  64, NEQ, 0074, 0074, 0081, 0000,    0,    0, 057
EP, 98, 2016071400, 03, NG09, 084, 165N, 1111W,  69,  979, XX,  34, NEQ, 0220, 0190, 0224, 0163,    0,    0, 071
EP, 98, 2016071400, 03, NG09, 084, 165N, 1111W,  69,  979, XX,  50, NEQ, 0109, 0112, 0103, 0096,    0,    0, 071
EP, 98, 2016071400, 03, NG09, 084, 165N, 1111W,  69,  979, XX,  64, NEQ, 0068, 0070, 0000, 0000,    0,    0, 071
