AL, 16, 2022103118, 01, CARQ, -24, 344N,  625W,  30,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 16, 2022103118, 01, CARQ, -18, 351N,  628W,  30,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 16, 2022103118, 01, CARQ, -12, 348N,  630W,  30,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 107,   5,     INVEST,  , 
AL, 16, 2022103118, 01, CARQ,  -6, 348N,  616W,  30,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 16, 2022103118, 01, CARQ,   0, 351N,  609W,  35, 1001, EX,  34, NEQ,  170,   40,    0,  160, 1012,  200,  30,   0,   0,   L,   0,   X,  75,   7,     INVEST, M, 
AL, 16, 2022103118, 01, CARQ,   0, 351N,  609W,  35, 1001, EX,  50, NEQ,    0,    0,    0,    0, 1012,  200,  30,   0,   0,   L,   0,   X,  75,   7,     INVEST, M, 
AL, 16, 2022103118, 01, CARQ,   0, 351N,  609W,  35, 1001, EX,  64, NEQ,    0,    0,    0,    0, 1012,  200,  30,   0,   0,   L,   0,   X,  75,   7,     INVEST, M, 
AL, 16, 2022103118, 03, AC00,   0, 350N,  608W,  35, 1002, XX,  34, NEQ,    0,    0,    0,  156, 
AL, 16, 2022103118, 03, AC00,   6, 349N,  596W,  33, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2022103118, 03, AC00,  12, 348N,  584W,  28, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2022103118, 03, AC00,  18, 347N,  568W,  30, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2022103118, 03, AC00,  24, 346N,  553W,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2022103118, 03, AC00,  30, 346N,  539W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2022103118, 03, AC00,  36, 351N,  525W,  24, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2022103118, 03, AC00,  42, 363N,  509W,  27, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2022103118, 03, AC00,  48, 371N,  490W,  30,  998, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 16, 2022103118, 03, AC00,  54, 388N,  469W,  37,  993, XX,  34, NEQ,    0,  143,    0,   88, 
AL, 16, 2022103118, 03, AC00,  60, 405N,  441W,  53,  986, XX,  34, NEQ,  259,  245,  113,   94, 
AL, 16, 2022103118, 03, AC00,  60, 405N,  441W,  53,  986, XX,  50, NEQ,    0,    0,   75,    0, 
AL, 16, 2022103118, 03, AC00,  66, 429N,  399W,  50,  983, XX,  34, NEQ,  316,  259,  249,  364, 
