WP, 12, 2004071012, 71, JNGP,   0, 186N, 1394E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071012, 71, JNGP,  12, 202N, 1375E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071012, 71, JNGP,  24, 202N, 1375E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071012, 72, JAVN,   0, 191N, 1392E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071012, 72, JAVN,  12, 199N, 1369E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071012, 72, JAVN,  24, 182N, 1351E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071012, 72, JAVN,  36, 187N, 1333E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071012, 72, JAVN,  48, 180N, 1321E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071012, 72, JAVN,  60, 209N, 1307E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 71, JNGP,   0, 197N, 1374E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 71, JNGP,  12, 197N, 1365E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 71, JNGP,  24, 205N, 1359E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 71, JNGP,  36, 206N, 1352E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 71, JNGP,  48, 217N, 1341E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 72, JAVN,   0, 200N, 1370E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 72, JAVN,  12, 189N, 1350E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 72, JAVN,  24, 189N, 1331E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 72, JAVN,  36, 184N, 1316E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 72, JAVN,  48, 185N, 1300E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 72, JAVN,  60, 174N, 1287E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 72, JAVN,  72, 181N, 1269E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 72, JAVN,  84, 182N, 1246E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071100, 72, JAVN,  96, 191N, 1226E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 71, JNGP,   0, 198N, 1365E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 71, JNGP,  12, 205N, 1351E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 71, JNGP,  24, 204N, 1348E,  10,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 71, JNGP,  36, 226N, 1342E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 71, JNGP,  48, 220N, 1319E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 72, JAVN,   0, 190N, 1352E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 72, JAVN,  12, 197N, 1341E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 72, JAVN,  24, 191N, 1327E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 72, JAVN,  36, 190N, 1308E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 72, JAVN,  48, 176N, 1296E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 12, 2004071112, 72, JAVN,  60, 184N, 1278E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
