AL, 03, 2014080106, 03, COTC, 078, 257N,  738W,  55, 1004, XX,  34, NEQ, 0109, 0105, 0000, 0092,    0,    0, 026
AL, 03, 2014080106, 03, COTC, 078, 257N,  738W,  55, 1004, XX,  50, NEQ, 0030, 0029, 0000, 0000,    0,    0, 026
AL, 03, 2014080106, 03, COTC, 084, 271N,  742W,  53, 1002, XX,  34, NEQ, 0133, 0097, 0050, 0075,    0,    0, 031
AL, 03, 2014080106, 03, COTC, 084, 271N,  742W,  53, 1002, XX,  50, NEQ, 0025, 0036, 0000, 0000,    0,    0, 031
AL, 03, 2014080106, 03, COTC, 090, 282N,  740W,  57, 1001, XX,  34, NEQ, 0105, 0089, 0037, 0038,    0,    0, 034
AL, 03, 2014080106, 03, COTC, 090, 282N,  740W,  57, 1001, XX,  50, NEQ, 0029, 0038, 0000, 0000,    0,    0, 034
AL, 03, 2014080106, 03, COTC, 096, 299N,  735W,  60,  997, XX,  34, NEQ, 0088, 0090, 0033, 0037,    0,    0, 031
AL, 03, 2014080106, 03, COTC, 096, 299N,  735W,  60,  997, XX,  50, NEQ, 0039, 0045, 0000, 0000,    0,    0, 031
AL, 03, 2014080106, 03, COTC, 102, 317N,  728W,  56,  997, XX,  34, NEQ, 0095, 0099, 0053, 0248,    0,    0, 034
AL, 03, 2014080106, 03, COTC, 102, 317N,  728W,  56,  997, XX,  50, NEQ, 0040, 0045, 0022, 0000,    0,    0, 034
AL, 03, 2014080106, 03, COTC, 108, 336N,  713W,  62,  996, XX,  34, NEQ, 0117, 0127, 0259, 0034,    0,    0, 023
AL, 03, 2014080106, 03, COTC, 108, 336N,  713W,  62,  996, XX,  50, NEQ, 0035, 0055, 0013, 0000,    0,    0, 023
AL, 03, 2014080106, 03, COTC, 114, 354N,  695W,  66,  992, XX,  34, NEQ, 0060, 0139, 0193, 0031,    0,    0, 029
AL, 03, 2014080106, 03, COTC, 114, 354N,  695W,  66,  992, XX,  50, NEQ, 0045, 0042, 0000, 0000,    0,    0, 029
AL, 03, 2014080106, 03, COTC, 114, 354N,  695W,  66,  992, XX,  64, NEQ, 0032, 0032, 0000, 0000,    0,    0, 029
AL, 03, 2014080106, 03, COTC, 120, 371N,  672W,  63,  993, XX,  34, NEQ, 0081, 0151, 0161, 0042,    0,    0, 022
AL, 03, 2014080106, 03, COTC, 120, 371N,  672W,  63,  993, XX,  50, NEQ, 0040, 0042, 0000, 0017,    0,    0, 022
AL, 03, 2014080106, 03, GFDN,  90, 270N,  751W,  68,  987
AL, 03, 2014080106, 03, GFDN,  96, 282N,  751W,  73,  983
AL, 03, 2014080106, 03, GFDN, 102, 294N,  747W,  81,  980
AL, 03, 2014080106, 03, GFDN, 108, 308N,  738W,  79,  980
AL, 03, 2014080106, 03, GFDN, 114, 322N,  726W,  79,  976
AL, 03, 2014080106, 03, GFDN, 120, 337N,  711W,  91,  965
AL, 03, 2014080106, 03, GFDN, 126, 354N,  691W,  87,  963
AL, 03, 2014080106, 03, NVGM, 084, 258N,  725W,  53, 1009, XX,  34, NEQ, 0121, 0098, 0049, 0091
AL, 03, 2014080106, 03, NVGM, 084, 258N,  725W,  53, 1009, XX,  50, NEQ, 0071, 0058, 0000, 0000
AL, 03, 2014080106, 03, NVGM, 090, 268N,  724W,  54, 1007, XX,  34, NEQ, 0118, 0085, 0120, 0101
AL, 03, 2014080106, 03, NVGM, 090, 268N,  724W,  54, 1007, XX,  50, NEQ, 0070, 0053, 0000, 0050
AL, 03, 2014080106, 03, NVGM, 096, 278N,  723W,  61, 1006, XX,  34, NEQ, 0154, 0130, 0093, 0097
AL, 03, 2014080106, 03, NVGM, 096, 278N,  723W,  61, 1006, XX,  50, NEQ, 0083, 0061, 0000, 0083
AL, 03, 2014080106, 03, NVGM, 102, 288N,  720W,  58, 1005, XX,  34, NEQ, 0121, 0106, 0100, 0085
AL, 03, 2014080106, 03, NVGM, 102, 288N,  720W,  58, 1005, XX,  50, NEQ, 0093, 0052, 0000, 0056
AL, 03, 2014080106, 03, NVGM, 108, 298N,  714W,  62, 1005, XX,  34, NEQ, 0040, 0127, 0108, 0097
AL, 03, 2014080106, 03, NVGM, 108, 298N,  714W,  62, 1005, XX,  50, NEQ, 0040, 0104, 0053, 0066
AL, 03, 2014080106, 03, NVGM, 114, 309N,  704W,  63, 1004, XX,  34, NEQ, 0137, 0153, 0124, 0131
AL, 03, 2014080106, 03, NVGM, 114, 309N,  704W,  63, 1004, XX,  50, NEQ, 0075, 0088, 0071, 0060
AL, 03, 2014080106, 03, NVGM, 120, 321N,  694W,  69, 1003, XX,  34, NEQ, 0106, 0140, 0155, 0089
AL, 03, 2014080106, 03, NVGM, 120, 321N,  694W,  69, 1003, XX,  50, NEQ, 0077, 0084, 0057, 0054
AL, 03, 2014080106, 03, NVGM, 120, 321N,  694W,  69, 1003, XX,  64, NEQ, 0034, 0055, 0000, 0000
AL, 03, 2014080106, 03, NVGM, 126, 331N,  681W,  72, 1002, XX,  34, NEQ, 0148, 0125, 0155, 0135
AL, 03, 2014080106, 03, NVGM, 126, 331N,  681W,  72, 1002, XX,  50, NEQ, 0058, 0127, 0074, 0053
