AL, 92, 2009082412, 03,  CMC,   0, 167N,  560W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  CMC,   6, 174N,  580W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  12, 186N,  604W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  18, 199N,  628W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  24, 209N,  641W,  34, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  30, 220N,  660W,  37, 1009, XX,  34, NEQ,  114,    0,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  36, 230N,  671W,  41, 1007, XX,  34, NEQ,  124,    0,    0,   89, 
AL, 92, 2009082412, 03,  CMC,  42, 239N,  686W,  44, 1004, XX,  34, NEQ,  129,    0,    0,  127, 
AL, 92, 2009082412, 03,  CMC,  48, 249N,  699W,  44, 1002, XX,  34, NEQ,  118,   94,    0,   96, 
AL, 92, 2009082412, 03,  CMC,  54, 252N,  711W,  52, 1000, XX,  34, NEQ,  124,   67,   62,  134, 
AL, 92, 2009082412, 03,  CMC,  54, 252N,  711W,  52, 1000, XX,  50, NEQ,   69,    0,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  60, 260N,  721W,  50,  996, XX,  34, NEQ,  125,   89,    0,  133, 
AL, 92, 2009082412, 03,  CMC,  66, 261N,  732W,  54,  995, XX,  34, NEQ,  142,  119,   79,  129, 
AL, 92, 2009082412, 03,  CMC,  66, 261N,  732W,  54,  995, XX,  50, NEQ,   75,   63,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  72, 264N,  739W,  57,  993, XX,  34, NEQ,  158,  128,   94,  116, 
AL, 92, 2009082412, 03,  CMC,  72, 264N,  739W,  57,  993, XX,  50, NEQ,   85,   54,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  78, 269N,  745W,  52,  991, XX,  34, NEQ,  161,  118,   88,  128, 
AL, 92, 2009082412, 03,  CMC,  78, 269N,  745W,  52,  991, XX,  50, NEQ,   80,    0,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  84, 272N,  750W,  60,  991, XX,  34, NEQ,  152,  125,   92,  132, 
AL, 92, 2009082412, 03,  CMC,  84, 272N,  750W,  60,  991, XX,  50, NEQ,   97,   60,    0,   65, 
AL, 92, 2009082412, 03,  CMC,  90, 280N,  751W,  58,  990, XX,  34, NEQ,  148,  134,  103,  111, 
AL, 92, 2009082412, 03,  CMC,  90, 280N,  751W,  58,  990, XX,  50, NEQ,   90,   60,    0,    0, 
AL, 92, 2009082412, 03,  CMC,  96, 291N,  755W,  58,  989, XX,  34, NEQ,  166,  185,   91,  129, 
AL, 92, 2009082412, 03,  CMC,  96, 291N,  755W,  58,  989, XX,  50, NEQ,   97,   90,    0,   72, 
AL, 92, 2009082412, 03,  CMC, 102, 303N,  757W,  59,  987, XX,  34, NEQ,  160,  198,  101,  122, 
AL, 92, 2009082412, 03,  CMC, 102, 303N,  757W,  59,  987, XX,  50, NEQ,   98,  103,    0,   64, 
AL, 92, 2009082412, 03,  CMC, 108, 319N,  759W,  57,  983, XX,  34, NEQ,  202,  212,  119,  137, 
AL, 92, 2009082412, 03,  CMC, 108, 319N,  759W,  57,  983, XX,  50, NEQ,  108,   98,    0,   78, 
AL, 92, 2009082412, 03,  CMC, 114, 335N,  761W,  62,  981, XX,  34, NEQ,  210,  162,  116,   86, 
AL, 92, 2009082412, 03,  CMC, 114, 335N,  761W,  62,  981, XX,  50, NEQ,  116,  113,   64,   60, 
AL, 92, 2009082412, 03,  CMC, 120, 351N,  764W,  59,  978, XX,  34, NEQ,  241,  278,   79,   65, 
AL, 92, 2009082412, 03,  CMC, 120, 351N,  764W,  59,  978, XX,  50, NEQ,   94,   98,   73,    0, 
AL, 92, 2009082412, 03,  CMC, 126, 368N,  763W,  54,  981, XX,  34, NEQ,  301,  323,    0,    0, 
AL, 92, 2009082412, 03,  CMC, 126, 368N,  763W,  54,  981, XX,  50, NEQ,   63,   96,    0,    0, 
AL, 92, 2009082412, 03,  CMC, 132, 380N,  758W,  48,  983, XX,  34, NEQ,  324,  334,   65,    0, 
AL, 92, 2009082412, 03,  CMC, 138, 398N,  748W,  48,  987, XX,  34, NEQ,  326,  335,  169,    0, 
AL, 92, 2009082412, 03,  CMC, 144, 419N,  728W,  45,  990, XX,  34, NEQ,  286,  291,  183,    0, 
AL, 92, 2009082412, 03,  NGX,   0, 158N,  571W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX,  12, 178N,  619W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX,  24, 198N,  664W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX,  36, 214N,  701W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX,  48, 239N,  716W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX,  60, 259N,  730W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX,  72, 267N,  747W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX,  84, 278N,  760W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX,  96, 293N,  770W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX, 108, 314N,  774W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03,  NGX, 120, 347N,  760W,  35, 1006, XX,  34, NEQ,    0,  109,    0,    0, 
AL, 92, 2009082412, 03,  NGX, 132, 390N,  728W,  39, 1002, XX,  34, NEQ,  134,  203,    0,    0, 
AL, 92, 2009082412, 03,  NGX, 144, 431N,  669W,  41, 1000, XX,  34, NEQ,    0,  215,  119,   56, 
AL, 92, 2009082412, 03, AC00,   0, 151N,  560W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AC00,   6, 159N,  590W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AEMN,   0, 159N,  566W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AEMN,   6, 168N,  592W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AEMN,  12, 178N,  611W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AEMN,  18, 194N,  636W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,   0, 158N,  566W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,   6, 175N,  600W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  12, 179N,  615W,  28, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  18, 195N,  636W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  24, 210N,  652W,  29, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  30, 226N,  667W,  31, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  36, 232N,  685W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  42, 236N,  710W,  24, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  48, 245N,  735W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  54, 251N,  742W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  60, 257N,  756W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  66, 269N,  764W,  16, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  72, 272N,  771W,  15, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  78, 286N,  774W,  16, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  84, 291N,  771W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  90, 301N,  778W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01,  96, 312N,  772W,  15, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP01, 102, 333N,  762W,  17, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP02,   0, 165N,  571W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP02,   6, 179N,  586W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP02,  12, 188N,  599W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP02,  18, 202N,  626W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP03,   0, 169N,  574W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP04,   0, 157N,  566W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP04,   6, 172N,  597W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 92, 2009082412, 03, AP04,  12, 186N,  622W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
