AL, 30, 2020110818, 01, CARQ, -24, 277N,  500W,  15,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 30, 2020110818, 01, CARQ, -18, 281N,  490W,  15,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 30, 2020110818, 01, CARQ, -12, 283N,  482W,  15,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,  78,   8,     INVEST,  , 
AL, 30, 2020110818, 01, CARQ,  -6, 284N,  473W,  25,    0, EX,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 30, 2020110818, 01, CARQ,   0, 285N,  470W,  25, 1010, EX,  34, NEQ,    0,    0,    0,    0, 1016,  250,  70,   0,   0,   L,   0,   X,  75,   6,     INVEST, S, 
AL, 30, 2020110818, 01, CARQ,   0, 285N,  470W,  25, 1010, EX,  50, NEQ,    0,    0,    0,    0, 1016,  250,  70,   0,   0,   L,   0,   X,  75,   6,     INVEST, S, 
AL, 30, 2020110818, 01, CARQ,   0, 285N,  470W,  25, 1010, EX,  64, NEQ,    0,    0,    0,    0, 1016,  250,  70,   0,   0,   L,   0,   X,  75,   6,     INVEST, S, 
AL, 30, 2020110818, 03, AC00,   0, 293N,  462W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 30, 2020110818, 03, AC00,   6, 299N,  452W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 30, 2020110818, 03, AC00,  12, 296N,  451W,  32, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 30, 2020110818, 03, AC00,  18, 289N,  440W,  41, 1006, XX,  34, NEQ,    0,    0,   97,   74, 
AL, 30, 2020110818, 03, AC00,  24, 287N,  425W,  39, 1002, XX,  34, NEQ,    0,    0,  145,   72, 
AL, 30, 2020110818, 03, AC00,  30, 283N,  413W,  42, 1002, XX,  34, NEQ,  106,    0,  107,  107, 
AL, 30, 2020110818, 03, AC00,  36, 283N,  397W,  37, 1001, XX,  34, NEQ,    0,   88,  105,  120, 
AL, 30, 2020110818, 03, AC00,  42, 286N,  386W,  36, 1003, XX,  34, NEQ,   82,    0,  132,  112, 
AL, 30, 2020110818, 03, AC00,  48, 285N,  380W,  40, 1001, XX,  34, NEQ,   95,    0,   72,  112, 
AL, 30, 2020110818, 03, AC00,  54, 280N,  372W,  35, 1002, XX,  34, NEQ,  118,    0,   96,  189, 
AL, 30, 2020110818, 03, AC00,  60, 282N,  365W,  35, 1002, XX,  34, NEQ,    0,    0,    0,  146, 
AL, 30, 2020110818, 03, AC00,  66, 282N,  358W,  34, 1006, XX,  34, NEQ,    0,    0,    0,  127, 
AL, 30, 2020110818, 03, AC00,  72, 286N,  349W,  33, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 30, 2020110818, 03, AC00,  78, 293N,  340W,  32, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 30, 2020110818, 03, AC00,  84, 298N,  334W,  39, 1004, XX,  34, NEQ,    0,    0,   78,   80, 
AL, 30, 2020110818, 03, AC00,  90, 299N,  327W,  44, 1005, XX,  34, NEQ,  131,  117,   88,  100, 
AL, 30, 2020110818, 03, AC00,  96, 297N,  313W,  52, 1000, XX,  34, NEQ,    0,  102,  124,  144, 
AL, 30, 2020110818, 03, AC00,  96, 297N,  313W,  52, 1000, XX,  50, NEQ,    0,    0,   76,    0, 
AL, 30, 2020110818, 03, AC00, 102, 301N,  296W,  39, 1002, XX,  34, NEQ,    0,  102,  183,  157, 
AL, 30, 2020110818, 03, AC00, 108, 302N,  288W,  34, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 30, 2020110818, 03, AC00, 114, 300N,  275W,  33, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
