EP, 99, 2022080418, 03, AC00, 000, 107N,  954W,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AC00, 006, 113N,  964W,  29, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AC00, 012, 123N,  973W,  35, 1008, XX,  34, NEQ, 0065, 0000, 0000, 0000
EP, 99, 2022080418, 03, AC00, 018, 123N,  991W,  29, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 000, 107N,  953W,  32, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 006, 113N,  964W,  32, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 012, 119N,  977W,  32, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 018, 122N,  991W,  32, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 024, 123N, 1005W,  34, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 030, 125N, 1015W,  35, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 036, 128N, 1024W,  36, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 042, 134N, 1033W,  34, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 048, 139N, 1043W,  35, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 054, 145N, 1053W,  35, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 060, 150N, 1062W,  37, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 066, 156N, 1071W,  37, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 072, 163N, 1080W,  39, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 078, 170N, 1089W,  38,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 084, 175N, 1098W,  41, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 090, 180N, 1106W,  39,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 096, 184N, 1114W,  39,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 102, 188N, 1121W,  38,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 108, 191N, 1128W,  38,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 114, 195N, 1134W,  38,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 120, 197N, 1139W,  39,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 126, 198N, 1143W,  38,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 132, 200N, 1149W,  36,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 138, 202N, 1158W,  36,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 144, 203N, 1164W,  35, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 150, 209N, 1169W,  37,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 156, 212N, 1175W,  36, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 162, 213N, 1181W,  35,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 168, 212N, 1186W,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 174, 217N, 1194W,  30, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 180, 217N, 1201W,  31, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 186, 215N, 1209W,  30, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AEMN, 192, 216N, 1215W,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AP01, 000, 108N,  952W,  34, 1008, XX,  34, NEQ, 0124, 0000, 0000, 0000
EP, 99, 2022080418, 03, AP01, 006, 115N,  959W,  33, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AP01, 012, 125N,  969W,  41, 1007, XX,  34, NEQ, 0062, 0000, 0000, 0035
EP, 99, 2022080418, 03, AP01, 018, 127N,  985W,  34, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AP01, 024, 131N,  996W,  37, 1006, XX,  34, NEQ, 0069, 0000, 0000, 0000
EP, 99, 2022080418, 03, AP01, 030, 131N, 1009W,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AP01, 036, 134N, 1018W,  33, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AP01, 042, 141N, 1028W,  32, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AP01, 048, 150N, 1034W,  32, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 99, 2022080418, 03, AP01, 054, 158N, 1043W,  38, 1004, XX,  34, NEQ, 0045, 0000, 0000, 0000
