EP, 78, 2019102112, 03, AC00, 000,  90N, 1400W,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 006,  92N, 1406W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 012,  92N, 1412W,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 018,  94N, 1419W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 024,  96N, 1428W,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 030,  98N, 1437W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 036, 102N, 1448W,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 042, 106N, 1459W,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 048, 109N, 1470W,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 054, 111N, 1480W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 060, 114N, 1492W,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 066, 118N, 1499W,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 072, 124N, 1505W,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 078, 127N, 1510W,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 084, 132N, 1514W,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 090, 137N, 1519W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 096, 140N, 1527W,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 102, 148N, 1529W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AC00, 108, 149N, 1541W,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
EP, 78, 2019102112, 03, AEMN, 000,  91N, 1400W,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
