WP, 02, 2016070406, 03, COTC, 000, 126N, 1407E,  45,  999, XX,  34, NEQ, 0137, 0103, 0000, 0120,    0,    0, 066
WP, 02, 2016070406, 03, COTC, 006, 138N, 1395E,  52, 1000, XX,  34, NEQ, 0164, 0184, 0075, 0100,    0,    0, 037
WP, 02, 2016070406, 03, COTC, 006, 138N, 1395E,  52, 1000, XX,  50, NEQ, 0058, 0000, 0000, 0047,    0,    0, 037
WP, 02, 2016070406, 03, COTC, 012, 147N, 1380E,  64,  991, XX,  34, NEQ, 0193, 0175, 0118, 0128,    0,    0, 033
WP, 02, 2016070406, 03, COTC, 012, 147N, 1380E,  64,  991, XX,  50, NEQ, 0081, 0054, 0000, 0039,    0,    0, 033
WP, 02, 2016070406, 03, COTC, 012, 147N, 1380E,  64,  991, XX,  64, NEQ, 0033, 0000, 0000, 0000,    0,    0, 033
WP, 02, 2016070406, 03, COTC, 018, 153N, 1366E,  60,  989, XX,  34, NEQ, 0175, 0235, 0088, 0138,    0,    0, 033
WP, 02, 2016070406, 03, COTC, 018, 153N, 1366E,  60,  989, XX,  50, NEQ, 0156, 0020, 0000, 0055,    0,    0, 033
WP, 02, 2016070406, 03, COTC, 024, 162N, 1354E,  66,  979, XX,  34, NEQ, 0206, 0133, 0082, 0166,    0,    0, 018
WP, 02, 2016070406, 03, COTC, 024, 162N, 1354E,  66,  979, XX,  50, NEQ, 0066, 0029, 0023, 0044,    0,    0, 018
WP, 02, 2016070406, 03, COTC, 024, 162N, 1354E,  66,  979, XX,  64, NEQ, 0000, 0000, 0000, 0021,    0,    0, 018
WP, 02, 2016070406, 03, COTC, 030, 165N, 1343E,  79,  967, XX,  34, NEQ, 0272, 0141, 0077, 0228,    0,    0, 027
WP, 02, 2016070406, 03, COTC, 030, 165N, 1343E,  79,  967, XX,  50, NEQ, 0044, 0017, 0036, 0051,    0,    0, 027
WP, 02, 2016070406, 03, COTC, 030, 165N, 1343E,  79,  967, XX,  64, NEQ, 0026, 0007, 0015, 0039,    0,    0, 027
WP, 02, 2016070406, 03, COTC, 036, 173N, 1332E,  90,  956, XX,  34, NEQ, 0185, 0185, 0075, 0246,    0,    0, 015
WP, 02, 2016070406, 03, COTC, 036, 173N, 1332E,  90,  956, XX,  50, NEQ, 0057, 0039, 0042, 0057,    0,    0, 015
WP, 02, 2016070406, 03, COTC, 036, 173N, 1332E,  90,  956, XX,  64, NEQ, 0029, 0028, 0018, 0028,    0,    0, 015
WP, 02, 2016070406, 03, COTC, 042, 183N, 1321E,  90,  960, XX,  34, NEQ, 0189, 0146, 0084, 0275,    0,    0, 012
WP, 02, 2016070406, 03, COTC, 042, 183N, 1321E,  90,  960, XX,  50, NEQ, 0149, 0052, 0030, 0065,    0,    0, 012
WP, 02, 2016070406, 03, COTC, 042, 183N, 1321E,  90,  960, XX,  64, NEQ, 0034, 0025, 0023, 0029,    0,    0, 012
WP, 02, 2016070406, 03, COTC, 048, 196N, 1306E, 113,  956, XX,  34, NEQ, 0194, 0158, 0093, 0191,    0,    0, 020
WP, 02, 2016070406, 03, COTC, 048, 196N, 1306E, 113,  956, XX,  50, NEQ, 0097, 0073, 0030, 0057,    0,    0, 020
WP, 02, 2016070406, 03, COTC, 048, 196N, 1306E, 113,  956, XX,  64, NEQ, 0036, 0032, 0018, 0036,    0,    0, 020
WP, 02, 2016070406, 03, COTC, 054, 204N, 1287E,  93,  955, XX,  34, NEQ, 0267, 0178, 0208, 0222,    0,    0, 031
WP, 02, 2016070406, 03, COTC, 054, 204N, 1287E,  93,  955, XX,  50, NEQ, 0082, 0061, 0048, 0120,    0,    0, 031
WP, 02, 2016070406, 03, COTC, 054, 204N, 1287E,  93,  955, XX,  64, NEQ, 0053, 0037, 0000, 0038,    0,    0, 031
WP, 02, 2016070406, 03, COTC, 060, 214N, 1273E,  95,  949, XX,  34, NEQ, 0272, 0218, 0124, 0204,    0,    0, 023
WP, 02, 2016070406, 03, COTC, 060, 214N, 1273E,  95,  949, XX,  50, NEQ, 0141, 0073, 0094, 0067,    0,    0, 023
WP, 02, 2016070406, 03, COTC, 060, 214N, 1273E,  95,  949, XX,  64, NEQ, 0053, 0050, 0040, 0039,    0,    0, 023
WP, 02, 2016070406, 03, COTC, 066, 222N, 1260E, 110,  941, XX,  34, NEQ, 0248, 0199, 0162, 0206,    0,    0, 033
WP, 02, 2016070406, 03, COTC, 066, 222N, 1260E, 110,  941, XX,  50, NEQ, 0116, 0113, 0040, 0067,    0,    0, 033
WP, 02, 2016070406, 03, COTC, 066, 222N, 1260E, 110,  941, XX,  64, NEQ, 0071, 0067, 0023, 0041,    0,    0, 033
WP, 02, 2016070406, 03, COTC, 072, 234N, 1246E, 127,  930, XX,  34, NEQ, 0224, 0224, 0164, 0194,    0,    0, 014
WP, 02, 2016070406, 03, COTC, 072, 234N, 1246E, 127,  930, XX,  50, NEQ, 0145, 0116, 0117, 0086,    0,    0, 014
WP, 02, 2016070406, 03, COTC, 072, 234N, 1246E, 127,  930, XX,  64, NEQ, 0057, 0082, 0040, 0036,    0,    0, 014
