IO, 98, 2024102018, 03, AC00, 000, 151N,  934E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 006, 157N,  925E,  23, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 012, 158N,  918E,  22, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 018, 154N,  915E,  27, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 024, 151N,  918E,  26, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 030, 152N,  917E,  29, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 036, 153N,  916E,  35, 1001, XX,  34, NEQ, 0000, 0080, 0052, 0000
IO, 98, 2024102018, 03, AC00, 042, 158N,  915E,  35,  999, XX,  34, NEQ, 0000, 0075, 0000, 0000
IO, 98, 2024102018, 03, AC00, 048, 160N,  911E,  36,  998, XX,  34, NEQ, 0102, 0070, 0060, 0000
IO, 98, 2024102018, 03, AC00, 054, 166N,  904E,  39,  996, XX,  34, NEQ, 0124, 0119, 0065, 0000
IO, 98, 2024102018, 03, AC00, 060, 171N,  902E,  51,  993, XX,  34, NEQ, 0138, 0086, 0083, 0081
IO, 98, 2024102018, 03, AC00, 060, 171N,  902E,  51,  993, XX,  50, NEQ, 0000, 0061, 0000, 0000
IO, 98, 2024102018, 03, AC00, 066, 183N,  902E,  55,  992, XX,  34, NEQ, 0127, 0107, 0088, 0041
IO, 98, 2024102018, 03, AC00, 066, 183N,  902E,  55,  992, XX,  50, NEQ, 0000, 0077, 0052, 0000
IO, 98, 2024102018, 03, AC00, 072, 194N,  900E,  44,  994, XX,  34, NEQ, 0131, 0118, 0078, 0048
IO, 98, 2024102018, 03, AC00, 078, 205N,  899E,  48,  992, XX,  34, NEQ, 0117, 0108, 0058, 0000
IO, 98, 2024102018, 03, AC00, 084, 218N,  895E,  44,  994, XX,  34, NEQ, 0113, 0123, 0000, 0000
IO, 98, 2024102018, 03, AC00, 090, 227N,  894E,  32,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 096, 230N,  893E,  28, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 102, 233N,  895E,  26, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 108, 238N,  897E,  20, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 114, 241N,  901E,  17, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 120, 243N,  903E,  12, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 126, 244N,  901E,  11, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 132, 244N,  903E,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 138, 246N,  902E,  10, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 144, 247N,  897E,   6, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 150, 245N,  897E,   5, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 156, 244N,  900E,   7, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 162, 246N,  905E,   8, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 168, 246N,  905E,   8, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 174, 242N,  902E,   9, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 180, 242N,  901E,   6, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 186, 245N,  897E,   7, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AC00, 192, 243N,  894E,   6, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 000, 148N,  932E,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 006, 154N,  925E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 012, 156N,  920E,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 018, 154N,  917E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 024, 152N,  916E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 030, 152N,  916E,  31, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 036, 155N,  914E,  34, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 042, 159N,  912E,  36,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 048, 160N,  907E,  36,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 054, 162N,  903E,  41,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 060, 167N,  898E,  47,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 066, 173N,  897E,  51,  989, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 072, 179N,  894E,  49,  990, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 078, 187N,  893E,  50,  988, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 084, 194N,  890E,  47,  990, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 090, 201N,  889E,  43,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 096, 205N,  886E,  38,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 102, 209N,  884E,  36,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 108, 211N,  881E,  33,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 114, 213N,  880E,  28,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 120, 214N,  877E,  26, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 126, 214N,  875E,  26, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 132, 215N,  871E,  24, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 138, 213N,  868E,  21, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 144, 212N,  865E,  21, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 150, 214N,  863E,  21, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 156, 215N,  863E,  20, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 162, 216N,  862E,  17, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 168, 212N,  858E,  17, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 174, 213N,  861E,  16, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 180, 215N,  862E,  16, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 186, 210N,  854E,  16, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AEMN, 192, 209N,  856E,  18, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 000, 146N,  924E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 006, 152N,  927E,  21, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 012, 163N,  921E,  23, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 018, 161N,  912E,  26, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 024, 155N,  914E,  25, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 030, 155N,  920E,  29, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 036, 159N,  923E,  30, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 042, 163N,  922E,  32, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 048, 164N,  918E,  32, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 054, 168N,  916E,  32, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 060, 176N,  911E,  32, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 066, 181N,  909E,  30,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 072, 186N,  909E,  34, 1000, XX,  34, NEQ, 0086, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 078, 196N,  902E,  34,  999, XX,  34, NEQ, 0103, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 084, 204N,  898E,  36, 1000, XX,  34, NEQ, 0101, 0099, 0000, 0000
IO, 98, 2024102018, 03, AP01, 090, 212N,  897E,  34, 1001, XX,  34, NEQ, 0077, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 096, 217N,  895E,  31, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 102, 222N,  893E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 108, 226N,  894E,  25, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 114, 229N,  897E,  22, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 120, 231N,  900E,  19, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 126, 233N,  900E,  18, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 132, 236N,  898E,  16, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 138, 237N,  897E,  16, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 144, 236N,  900E,  15, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 150, 244N,  901E,  14, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 156, 247N,  903E,  16, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 162, 249N,  905E,   9, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 168, 252N,  908E,   8, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 174, 249N,  900E,   6, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 180, 245N,  894E,   8,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP01, 186, 239N,  892E,  10, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP02, 000, 144N,  927E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP02, 006, 157N,  922E,  27, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP02, 012, 154N,  915E,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP02, 018, 150N,  920E,  28, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP02, 024, 154N,  923E,  27, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 98, 2024102018, 03, AP02, 030, 154N,  913E,  35,  999, XX,  34, NEQ, 0000, 0059, 0061, 0000
IO, 98, 2024102018, 03, AP02, 036, 155N,  909E,  41,  996, XX,  34, NEQ, 0000, 0067, 0063, 0082
IO, 98, 2024102018, 03, AP02, 042, 157N,  908E,  50,  991, XX,  34, NEQ, 0089, 0080, 0084, 0090
IO, 98, 2024102018, 03, AP02, 048, 157N,  901E,  48,  989, XX,  34, NEQ, 0104, 0103, 0076, 0089
IO, 98, 2024102018, 03, AP02, 054, 161N,  898E,  61,  982, XX,  34, NEQ, 0101, 0099, 0082, 0083
IO, 98, 2024102018, 03, AP02, 054, 161N,  898E,  61,  982, XX,  50, NEQ, 0053, 0056, 0000, 0000
IO, 98, 2024102018, 03, AP02, 060, 166N,  893E,  70,  974, XX,  34, NEQ, 0112, 0140, 0099, 0079
IO, 98, 2024102018, 03, AP02, 060, 166N,  893E,  70,  974, XX,  50, NEQ, 0074, 0072, 0048, 0044
IO, 98, 2024102018, 03, AP02, 060, 166N,  893E,  70,  974, XX,  64, NEQ, 0000, 0045, 0000, 0000
IO, 98, 2024102018, 03, AP02, 066, 169N,  893E,  78,  968, XX,  34, NEQ, 0102, 0100, 0089, 0122
IO, 98, 2024102018, 03, AP02, 066, 169N,  893E,  78,  968, XX,  50, NEQ, 0049, 0062, 0063, 0059
IO, 98, 2024102018, 03, AP02, 066, 169N,  893E,  78,  968, XX,  64, NEQ, 0041, 0042, 0045, 0049
IO, 98, 2024102018, 03, AP02, 072, 180N,  893E,  72,  971, XX,  34, NEQ, 0129, 0108, 0095, 0083
IO, 98, 2024102018, 03, AP02, 072, 180N,  893E,  72,  971, XX,  50, NEQ, 0056, 0069, 0068, 0039
IO, 98, 2024102018, 03, AP02, 072, 180N,  893E,  72,  971, XX,  64, NEQ, 0000, 0049, 0000, 0000
IO, 98, 2024102018, 03, AP02, 078, 191N,  891E,  73,  970, XX,  34, NEQ, 0198, 0117, 0122, 0160
IO, 98, 2024102018, 03, AP02, 078, 191N,  891E,  73,  970, XX,  50, NEQ, 0060, 0078, 0038, 0053
IO, 98, 2024102018, 03, AP02, 078, 191N,  891E,  73,  970, XX,  64, NEQ, 0054, 0059, 0000, 0000
IO, 98, 2024102018, 03, AP02, 084, 203N,  887E,  60,  974, XX,  34, NEQ, 0163, 0140, 0117, 0086
IO, 98, 2024102018, 03, AP02, 084, 203N,  887E,  60,  974, XX,  50, NEQ, 0075, 0066, 0051, 0047
IO, 98, 2024102018, 03, AP02, 090, 214N,  886E,  63,  970, XX,  34, NEQ, 0142, 0142, 0112, 0067
IO, 98, 2024102018, 03, AP02, 090, 214N,  886E,  63,  970, XX,  50, NEQ, 0059, 0070, 0054, 0043
IO, 98, 2024102018, 03, AP02, 096, 222N,  884E,  57,  978, XX,  34, NEQ, 0056, 0138, 0079, 0053
IO, 98, 2024102018, 03, AP02, 096, 222N,  884E,  57,  978, XX,  50, NEQ, 0000, 0056, 0051, 0000
IO, 98, 2024102018, 03, AP02, 102, 231N,  887E,  42,  985, XX,  34, NEQ, 0066, 0048, 0044, 0059
IO, 98, 2024102018, 03, AP02, 108, 239N,  888E,  37,  992, XX,  34, NEQ, 0039, 0000, 0000, 0044
