AL, 93, 2007100600, 03,  CMC,   0, 192N,  667W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  CMC,   6, 200N,  671W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  CMC,  12, 211N,  678W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  CMC,  18, 219N,  689W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  ETA,   0, 198N,  689W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  ETA,   6, 199N,  696W,  19, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  ETA,  12, 209N,  700W,  23, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  ETA,  18, 215N,  705W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  ETA,  24, 219N,  709W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  ETA,  30, 226N,  713W,  21, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  NGM,   0, 201N,  685W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  NGM,   6, 203N,  691W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  NGM,  12, 210N,  710W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  NGM,  18, 214N,  718W,  16, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  NGM,  24, 219N,  716W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  NGM,  30, 218N,  730W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  NGM,  36, 226N,  749W,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  NGX,   0, 200N,  692W,  16, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03,  NGX,  12, 205N,  709W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AC00,   0, 209N,  681W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AC00,   6, 208N,  686W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AC00,  12, 212N,  696W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AC00,  18, 218N,  706W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AC00,  24, 221N,  715W,  15, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AC00,  30, 229N,  730W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AC00,  36, 231N,  742W,  16, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AEMN,   0, 207N,  681W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AEMN,   6, 209N,  686W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AEMN,  12, 214N,  695W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AEMN,  18, 218N,  704W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AEMN,  24, 225N,  714W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AEMN,  30, 229N,  720W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AEMN,  36, 234N,  727W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AEMN,  42, 238N,  726W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AEMN,  48, 245N,  706W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AP01,   0, 207N,  680W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AP02,   0, 209N,  679W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AP02,   6, 212N,  679W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AP02,  12, 218N,  689W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AP02,  18, 222N,  705W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AP02,  24, 229N,  702W,  17, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AP02,  30, 235N,  713W,  17, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 93, 2007100600, 03, AP02,  36, 241N,  712W,  18, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
