CP, 95, 2014101218, 03, COTC, 000, 122N, 1404W,  27, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
CP, 95, 2014101218, 03, COTC, 006, 130N, 1415W,  29, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 106
CP, 95, 2014101218, 03, COTC, 012, 129N, 1428W,  33, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 017
CP, 95, 2014101218, 03, COTC, 018, 134N, 1433W,  34, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 068
CP, 95, 2014101218, 03, COTC, 024, 136N, 1442W,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 052
CP, 95, 2014101218, 03, COTC, 030, 137N, 1451W,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 054
CP, 95, 2014101218, 03, COTC, 036, 137N, 1460W,  32, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 037
CP, 95, 2014101218, 03, COTC, 042, 139N, 1468W,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
CP, 95, 2014101218, 03, COTC, 048, 143N, 1472W,  30, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 055
CP, 95, 2014101218, 03, COTC, 054, 148N, 1481W,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 027
CP, 95, 2014101218, 03, COTC, 060, 147N, 1484W,  31, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 037
CP, 95, 2014101218, 03, COTC, 066, 148N, 1484W,  23, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 105
CP, 95, 2014101218, 03, COTC, 072, 145N, 1493W,  27, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 069
CP, 95, 2014101218, 03, COTC, 078, 145N, 1498W,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 081
CP, 95, 2014101218, 03, COTC, 084, 146N, 1506W,  25, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 040
CP, 95, 2014101218, 03, COTC, 090, 147N, 1512W,  25, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 083
CP, 95, 2014101218, 03, COTC, 096, 148N, 1518W,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
CP, 95, 2014101218, 03, COTC, 102, 150N, 1526W,  20, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
CP, 95, 2014101218, 03, COTC, 108, 152N, 1534W,  20, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 077
CP, 95, 2014101218, 03, COTC, 114, 152N, 1549W,  26, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 107
CP, 95, 2014101218, 03, COTC, 120, 154N, 1558W,  23, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000,    0,    0, 099
CP, 95, 2014101218, 03, GFDN,   0, 117N, 1404W,  26, 1009
CP, 95, 2014101218, 03, GFDN,   6, 117N, 1413W,  27, 1006
CP, 95, 2014101218, 03, GFDN,  12, 121N, 1420W,  28, 1008
CP, 95, 2014101218, 03, GFDN,  18, 125N, 1428W,  28, 1006
CP, 95, 2014101218, 03, GFDN,  24, 133N, 1435W,  31, 1005
CP, 95, 2014101218, 03, GFDN,  30, 138N, 1443W,  35, 1003
CP, 95, 2014101218, 03, GFDN,  36, 143N, 1453W,  35, 1004
CP, 95, 2014101218, 03, GFDN,  42, 148N, 1464W,  37, 1003
CP, 95, 2014101218, 03, GFDN,  48, 152N, 1474W,  29, 1005
CP, 95, 2014101218, 03, GFDN,  54, 157N, 1482W,  27, 1005
CP, 95, 2014101218, 03, GFDN,  60, 160N, 1494W,  28, 1005
CP, 95, 2014101218, 03, GFDN,  66, 161N, 1505W,  28, 1005
CP, 95, 2014101218, 03, GFDN,  72, 162N, 1513W,  27, 1007
CP, 95, 2014101218, 03, GFDN,  78, 164N, 1520W,  24, 1007
CP, 95, 2014101218, 03, GFDN,  84, 167N, 1528W,  24, 1008
CP, 95, 2014101218, 03, GFDN,  90, 170N, 1535W,  23, 1008
CP, 95, 2014101218, 03, GFDN,  96, 173N, 1543W,  21, 1008
CP, 95, 2014101218, 03, GFDN, 102, 175N, 1550W,  20, 1008
CP, 95, 2014101218, 03, GFDN, 108, 174N, 1557W,  19, 1008
CP, 95, 2014101218, 03, GFDN, 114, 177N, 1564W,  23, 1009
CP, 95, 2014101218, 03, GFDN, 120, 177N, 1570W,  24, 1009
CP, 95, 2014101218, 03, GFDN, 126, 185N, 1579W,  21, 1009
CP, 95, 2014101218, 03, NVGM, 000, 118N, 1406W,  30, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 006, 120N, 1420W,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 012, 127N, 1430W,  28, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 018, 129N, 1442W,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 024, 133N, 1451W,  29, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 030, 136N, 1456W,  28, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 036, 138N, 1462W,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 042, 142N, 1468W,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 048, 146N, 1476W,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 054, 148N, 1481W,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 060, 150N, 1486W,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 066, 150N, 1491W,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 072, 151N, 1496W,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
CP, 95, 2014101218, 03, NVGM, 078, 149N, 1502W,  23, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
