CP, 82, 2006071418, 01, CARQ, -24, 188N, 1472W,  20,    0, TS,  34, AAA,    0,    0,    0,    0, 
CP, 82, 2006071418, 01, CARQ, -18, 188N, 1477W,  20,    0, TS,  34, AAA,    0,    0,    0,    0, 
CP, 82, 2006071418, 01, CARQ, -12, 188N, 1484W,  25,    0, TS,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   C,   0,   X, 275,   7, 
CP, 82, 2006071418, 01, CARQ,  -6, 189N, 1491W,  25,    0, TS,  34, AAA,    0,    0,    0,    0, 
CP, 82, 2006071418, 01, CARQ,   0, 189N, 1498W,  35, 1006, TS,  34, NEQ,   50,   35,   35,   50, 1012,  100,  35,   0,   0,   C,   0,   X, 275,   7,    KEVTEST, S, 
CP, 82, 2006071418, 01, CARQ,   0, 189N, 1498W,  35, 1006, TS,  50, NEQ,    0,    0,    0,    0, 1012,  100,  35,   0,   0,   C,   0,   X, 275,   7,    KEVTEST, S, 
CP, 82, 2006071418, 01, CARQ,   0, 189N, 1498W,  35, 1006, TS,  64, NEQ,    0,    0,    0,    0, 1012,  100,  35,   0,   0,   C,   0,   X, 275,   7,    KEVTEST, S, 
CP, 82, 2006071418, 03, BAMD,  12, 179N, 1513W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMD,  24, 176N, 1523W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMD,  36, 178N, 1528W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMD,  48, 184N, 1531W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMD,  60, 195N, 1532W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMD,  72, 207N, 1532W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMD,  84, 221N, 1530W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMD,  96, 236N, 1529W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMD, 108, 253N, 1531W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMD, 120, 271N, 1534W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM,  12, 176N, 1522W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM,  24, 169N, 1540W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM,  36, 166N, 1553W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM,  48, 164N, 1565W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM,  60, 164N, 1578W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM,  72, 167N, 1590W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM,  84, 171N, 1600W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM,  96, 176N, 1608W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM, 108, 181N, 1613W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMM, 120, 189N, 1615W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
CP, 82, 2006071418, 03, BAMS,  12, 182N, 1525W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
