WP, 05, 2012061106, 03, AVNO, 000,  92N, 1455E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 006,  92N, 1448E,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 012,  96N, 1440E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 018,  97N, 1431E,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 024,  99N, 1424E,  16, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 030,  96N, 1412E,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 036, 105N, 1410E,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 042, 106N, 1397E,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 048, 106N, 1394E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 054, 112N, 1386E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 060, 117N, 1376E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 066, 121N, 1370E,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 072, 126N, 1360E,  22, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 078, 133N, 1349E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 084, 141N, 1338E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 090, 150N, 1325E,  24, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 096, 160N, 1314E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 102, 174N, 1302E,  25, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 108, 189N, 1291E,  24, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061106, 03, AVNO, 114, 200N, 1284E,  23, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 000,  96N, 1452E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 006, 100N, 1443E,  21, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 012, 103N, 1434E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 018, 104N, 1424E,  22, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 024, 105N, 1415E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 030, 108N, 1406E,  26, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 036, 111N, 1397E,  33, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 042, 116N, 1388E,  46, 1005, XX,  34, NEQ, 0076, 0071, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 048, 122N, 1379E,  45, 1007, XX,  34, NEQ, 0069, 0058, 0000, 0058
WP, 05, 2012061112, 03, AVNO, 054, 126N, 1369E,  44, 1004, XX,  34, NEQ, 0054, 0054, 0043, 0050
WP, 05, 2012061112, 03, AVNO, 060, 130N, 1358E,  52, 1005, XX,  34, NEQ, 0074, 0055, 0043, 0065
WP, 05, 2012061112, 03, AVNO, 060, 130N, 1358E,  52, 1005, XX,  50, NEQ, 0044, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 066, 135N, 1345E,  56, 1002, XX,  34, NEQ, 0081, 0067, 0050, 0069
WP, 05, 2012061112, 03, AVNO, 066, 135N, 1345E,  56, 1002, XX,  50, NEQ, 0052, 0030, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 072, 138N, 1334E,  58, 1004, XX,  34, NEQ, 0066, 0067, 0045, 0060
WP, 05, 2012061112, 03, AVNO, 072, 138N, 1334E,  58, 1004, XX,  50, NEQ, 0056, 0044, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 078, 144N, 1323E,  64, 1000, XX,  34, NEQ, 0075, 0077, 0050, 0057
WP, 05, 2012061112, 03, AVNO, 078, 144N, 1323E,  64, 1000, XX,  50, NEQ, 0057, 0051, 0000, 0040
WP, 05, 2012061112, 03, AVNO, 078, 144N, 1323E,  64, 1000, XX,  64, NEQ, 0038, 0000, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 084, 151N, 1308E,  60, 1002, XX,  34, NEQ, 0085, 0077, 0059, 0063
WP, 05, 2012061112, 03, AVNO, 084, 151N, 1308E,  60, 1002, XX,  50, NEQ, 0053, 0052, 0000, 0035
WP, 05, 2012061112, 03, AVNO, 090, 161N, 1293E,  63,  999, XX,  34, NEQ, 0103, 0081, 0048, 0065
WP, 05, 2012061112, 03, AVNO, 090, 161N, 1293E,  63,  999, XX,  50, NEQ, 0055, 0052, 0000, 0032
WP, 05, 2012061112, 03, AVNO, 096, 167N, 1279E,  64, 1001, XX,  34, NEQ, 0094, 0101, 0051, 0058
WP, 05, 2012061112, 03, AVNO, 096, 167N, 1279E,  64, 1001, XX,  50, NEQ, 0058, 0056, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 102, 176N, 1266E,  63, 1000, XX,  34, NEQ, 0119, 0081, 0054, 0064
WP, 05, 2012061112, 03, AVNO, 102, 176N, 1266E,  63, 1000, XX,  50, NEQ, 0058, 0060, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 108, 188N, 1255E,  56, 1001, XX,  34, NEQ, 0093, 0091, 0054, 0051
WP, 05, 2012061112, 03, AVNO, 108, 188N, 1255E,  56, 1001, XX,  50, NEQ, 0063, 0065, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 114, 200N, 1244E,  57,  999, XX,  34, NEQ, 0078, 0094, 0046, 0000
WP, 05, 2012061112, 03, AVNO, 114, 200N, 1244E,  57,  999, XX,  50, NEQ, 0050, 0047, 0000, 0000
WP, 05, 2012061112, 03, AVNO, 120, 210N, 1236E,  54, 1001, XX,  34, NEQ, 0084, 0089, 0035, 0062
