AL, 80, 2006122718, 01, CARQ, -24, 115N,  456W,  30,    0, TS,  34, AAA,    0,    0,    0,    0, 
AL, 80, 2006122718, 01, CARQ, -18, 117N,  479W,  30,    0, TS,  34, AAA,    0,    0,    0,    0, 
AL, 80, 2006122718, 01, CARQ, -12, 119N,  489W,  30,    0, TS,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 279,  10, 
AL, 80, 2006122718, 01, CARQ,  -6, 120N,  500W,  30,    0, TS,  34, AAA,    0,    0,    0,    0, 
AL, 80, 2006122718, 01, CARQ,   0, 121N,  512W,  35, 1006, TS,  34, NEQ,   75,   75,   75,   75, 1008,  150,   0,   0,   0,   L,   0,   X, 275,  11,       TEST, S, 
AL, 80, 2006122718, 01, CARQ,   0, 121N,  512W,  35, 1006, TS,  50, NEQ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,   L,   0,   X, 275,  11,       TEST, S, 
AL, 80, 2006122718, 01, CARQ,   0, 121N,  512W,  35, 1006, TS,  64, NEQ,    0,    0,    0,    0, 1008,  150,   0,   0,   0,   L,   0,   X, 275,  11,       TEST, S, 
AL, 80, 2006122718, 03, BAMD,  12, 126N,  526W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMD,  24, 133N,  542W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMD,  36, 138N,  558W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMD,  48, 136N,  573W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMD,  60, 133N,  583W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMD,  72, 132N,  588W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMD,  84, 136N,  587W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMD,  96, 148N,  572W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMD, 108, 160N,  545W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMD, 120, 165N,  519W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM,  12, 129N,  547W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM,  24, 137N,  578W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM,  36, 147N,  609W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM,  48, 153N,  637W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM,  60, 154N,  660W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM,  72, 151N,  681W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM,  84, 145N,  702W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM,  96, 136N,  725W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM, 108, 127N,  752W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMM, 120, 123N,  779W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS,  12, 126N,  544W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS,  24, 129N,  580W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS,  36, 137N,  618W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS,  48, 146N,  656W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS,  60, 152N,  693W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS,  72, 158N,  732W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS,  84, 165N,  773W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS,  96, 171N,  810W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS, 108, 174N,  843W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, BAMS, 120, 179N,  869W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLIP,  12, 123N,  536W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLIP,  24, 125N,  561W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLIP,  36, 124N,  587W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLIP,  48, 123N,  612W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLIP,  72, 118N,  658W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5,  12, 123N,  534W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5,  24, 128N,  556W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5,  36, 132N,  575W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5,  48, 140N,  587W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5,  60, 141N,  595W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5,  72, 141N,  601W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5,  84, 147N,  608W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5,  96, 157N,  624W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5, 108, 169N,  640W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, CLP5, 120, 178N,  654W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP,   0, 121N,  512W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP,  12, 123N,  530W,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP,  24, 129N,  554W,  19,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP,  36, 136N,  583W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP,  48, 142N,  608W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP,  60, 147N,  628W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP,  72, 152N,  643W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP,  84, 157N,  652W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP,  96, 162N,  657W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP, 108, 165N,  663W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSHP, 120, 173N,  675W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSNS,   0, 121N,  512W,  35,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSNS,  12, 123N,  530W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSNS,  24, 129N,  554W,  19,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSNS,  36, 136N,  583W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 80, 2006122718, 03, DSNS,  48, 142N,  608W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
