SH, 90, 2018012712, 03, CC00, 000, 188S, 1285E,  14,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 006, 190S, 1277E,  12,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 012, 188S, 1269E,  11,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 018, 185S, 1265E,  13,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 024, 188S, 1255E,  13,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 030, 186S, 1248E,  17,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 036, 181S, 1255E,  19,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 042, 181S, 1260E,  14,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 048, 182S, 1259E,  14,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 054, 183S, 1248E,  15,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 060, 183S, 1236E,  22,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 066, 183S, 1232E,  28,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 072, 186S, 1243E,  21,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 078, 190S, 1251E,  17,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CC00, 084, 194S, 1250E,  17,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CEMN, 000, 188S, 1285E,  14,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,   31,    1,   2
SH, 90, 2018012712, 03, CEMN, 006, 190S, 1276E,  12,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,   34,    1,   2
SH, 90, 2018012712, 03, CEMN, 012, 191S, 1267E,  13,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000,   47,    1,   2
SH, 90, 2018012712, 03, CEMN, 018, 191S, 1263E,  16,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000,   62,    1,   2
SH, 90, 2018012712, 03, CEMN, 024, 188S, 1260E,  14,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,   77,    1,   4
SH, 90, 2018012712, 03, CEMN, 030, 188S, 1256E,  15,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000,   86,    2,   6
SH, 90, 2018012712, 03, CEMN, 036, 189S, 1252E,  18,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,   90,    2,   4
SH, 90, 2018012712, 03, CEMN, 042, 188S, 1251E,  19,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000,   97,    1,   3
SH, 90, 2018012712, 03, CEMN, 048, 185S, 1251E,  18,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,  104,    2,   5
SH, 90, 2018012712, 03, CEMN, 054, 187S, 1250E,  20,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000,  130,    2,   5
SH, 90, 2018012712, 03, CEMN, 060, 189S, 1249E,  21,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000,  136,    2,   5
SH, 90, 2018012712, 03, CEMN, 066, 190S, 1244E,  22,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000,  129,    2,   4
SH, 90, 2018012712, 03, CEMN, 072, 193S, 1247E,  20,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000,  140,    3,   6
SH, 90, 2018012712, 03, CEMN, 078, 192S, 1243E,  23,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000,  147,    3,   4
SH, 90, 2018012712, 03, CEMN, 084, 191S, 1243E,  22,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000,  165,    3,   6
SH, 90, 2018012712, 03, CEMN, 090, 200S, 1239E,  21,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000,  140,    3,   3
SH, 90, 2018012712, 03, CEMN, 096, 204S, 1244E,  19,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000,  157,    3,   2
SH, 90, 2018012712, 03, CEMN, 102, 207S, 1242E,  19,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000,  172,    4,   2
SH, 90, 2018012712, 03, CEMN, 108, 207S, 1240E,  20,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,  182,    3,   3
SH, 90, 2018012712, 03, CEMN, 114, 209S, 1245E,  19,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000,  201,    4,   2
SH, 90, 2018012712, 03, CEMN, 120, 213S, 1237E,  19,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,  164,    4,   3
SH, 90, 2018012712, 03, CEMN, 126, 211S, 1242E,  20,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000,  165,    3,   4
SH, 90, 2018012712, 03, CEMN, 132, 211S, 1242E,  20,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000,  178,    3,   4
SH, 90, 2018012712, 03, CEMN, 138, 213S, 1244E,  20,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000,  206,    3,   4
SH, 90, 2018012712, 03, CEMN, 144, 214S, 1249E,  19,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,  245,    3,   4
SH, 90, 2018012712, 03, CEMN, 150, 213S, 1253E,  18,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000,  285,    3,   5
SH, 90, 2018012712, 03,  CMC, 000, 190S, 1280E,  13,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 006, 197S, 1266E,  15,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 012, 191S, 1262E,  15,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 018, 191S, 1261E,  15,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 024, 191S, 1261E,  13,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 030, 191S, 1259E,  16,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 036, 190S, 1250E,  16,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 042, 188S, 1253E,  20,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 048, 188S, 1254E,  16,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 054, 187S, 1248E,  16,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 060, 181S, 1242E,  30,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 066, 187S, 1249E,  19,  990, XX,  34, NEQ, 0640, 0000, 0000, 0344
SH, 90, 2018012712, 03,  CMC, 072, 182S, 1250E,  29,  991, XX,  34, NEQ, 0333, 0000, 0000, 0320
SH, 90, 2018012712, 03,  CMC, 078, 180S, 1256E,  34,  990, XX,  34, NEQ, 0330, 0000, 0000, 0301
SH, 90, 2018012712, 03,  CMC, 084, 179S, 1263E,  24,  992, XX,  34, NEQ, 0303, 0000, 0000, 0294
SH, 90, 2018012712, 03,  CMC, 090, 183S, 1271E,  23,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 096, 187S, 1278E,  19,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 102, 185S, 1284E,  18,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 108, 186S, 1290E,  18,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 114, 192S, 1289E,  21,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 120, 192S, 1292E,  21,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 126, 192S, 1290E,  21,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 132, 191S, 1290E,  20,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 138, 192S, 1292E,  20,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 144, 190S, 1295E,  18, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 150, 187S, 1293E,  17, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 156, 182S, 1295E,  16, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 162, 179S, 1298E,  14, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03,  CMC, 168, 174S, 1297E,  12, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP01, 000, 187S, 1289E,  12,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP01, 006, 194S, 1284E,  15,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP01, 012, 200S, 1268E,  18,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP01, 018, 201S, 1260E,  20,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 000, 186S, 1285E,  15,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 006, 189S, 1273E,  10,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 012, 183S, 1263E,  11,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 018, 183S, 1265E,  14,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 024, 183S, 1268E,  13,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 030, 184S, 1267E,  13,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 036, 190S, 1270E,  17,  995, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 042, 191S, 1263E,  17,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 048, 191S, 1248E,  13,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 054, 190S, 1242E,  16,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 060, 191S, 1244E,  16,  994, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 066, 193S, 1242E,  20,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 072, 199S, 1253E,  17,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 078, 201S, 1252E,  20,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 084, 200S, 1242E,  20,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 090, 201S, 1243E,  22,  990, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 096, 201S, 1250E,  15,  991, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 102, 200S, 1250E,  17,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 108, 201S, 1250E,  21,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 114, 201S, 1251E,  21,  992, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 120, 201S, 1254E,  20,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 126, 200S, 1250E,  20,  993, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 132, 197S, 1242E,  20,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 138, 191S, 1240E,  19,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 144, 187S, 1241E,  21,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP02, 150, 183S, 1240E,  21,  998, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP03, 000, 186S, 1280E,  15,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP03, 006, 191S, 1269E,   9,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP03, 012, 190S, 1261E,  11,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP03, 018, 189S, 1253E,  14,  996, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 90, 2018012712, 03, CP03, 024, 184S, 1253E,  10,  997, XX,  34, NEQ, 0000, 0000, 0000, 0000
