IO, 90, 2012122118, 03, GFDN,   0,  82N,  652E,  21, 1008
IO, 90, 2012122206, 03, GFDN,   0,  83N,  648E,  20, 1008
IO, 90, 2012122206, 03, GFDN,   6,  60N,  638E,  23, 1006
IO, 90, 2012122212, 03, GFDN,   0,  82N,  631E,  25, 1006
IO, 90, 2012122212, 03, GFDN,   6,  70N,  619E,  23, 1007
IO, 90, 2012122212, 03, GFDN,  12,  67N,  610E,  23, 1007
IO, 90, 2012122212, 03, GFDN,  18,  64N,  599E,  24, 1008
IO, 90, 2012122212, 03, NG01, 000,  70N,  621E,  20, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 006,  69N,  610E,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 012,  69N,  597E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 018,  70N,  580E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 024,  68N,  564E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 030,  66N,  549E,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 036,  58N,  535E,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 042,  55N,  517E,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 048,  50N,  510E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 054,  49N,  500E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 060,  43N,  501E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 90, 2012122212, 03, NG01, 066,  41N,  494E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
