WP, 08, 2003071018, 72, JAVN,   0,  73N, 1565E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN,  12,  72N, 1542E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN,  24,  72N, 1527E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN,  36,  84N, 1518E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN,  48,  95N, 1502E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN,  60, 103N, 1483E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN,  72, 103N, 1463E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN,  84, 106N, 1449E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN,  96, 106N, 1427E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN, 108, 105N, 1413E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071018, 72, JAVN, 120, 113N, 1402E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 71, JNGP,   0,  74N, 1502E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 72, JAVN,   0,  48N, 1476E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 72, JAVN,  12,  45N, 1502E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 72, JAVN,  24,  44N, 1495E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 72, JAVN,  36,  35N, 1525E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 72, JAVN,  48,  67N, 1496E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 72, JAVN,  60,  36N, 1524E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 72, JAVN,  72,  50N, 1514E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 72, JAVN,  84,  60N, 1500E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 72, JAVN,  96,  70N, 1485E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 73, JUKM,   0,  64N, 1507E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 73, JUKM,  12,  75N, 1507E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 73, JUKM,  24,  95N, 1478E,  15,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071100, 73, JUKM,  36,  95N, 1470E,  20,    0,   ,  34, NEQ,    0,    0,    0,    0, 
WP, 08, 2003071106, 01, CARQ, -18,  74N, 1550E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 01, CARQ, -12,  74N, 1541E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 01, CARQ,  -6,  74N, 1521E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 01, CARQ,   0,  73N, 1506E,  15,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120,  12,  73N, 1475E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120,  24,  76N, 1448E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120,  36,  81N, 1423E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120,  48,  87N, 1399E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120,  60,  93N, 1377E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120,  72, 100N, 1355E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120,  84, 109N, 1335E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120,  96, 119N, 1317E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120, 108, 129N, 1300E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, C120, 120, 140N, 1285E,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, CLIM,  12,  82N, 1489E,  20,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, CLIM,  24,  92N, 1474E,  25,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, CLIM,  36, 103N, 1457E,  29,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, CLIM,  48, 112N, 1437E,  31,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, CLIM,  72, 130N, 1395E,  43,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, CLIP,  12,  80N, 1477E,  21,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, CLIP,  24,  95N, 1454E,  32,    0,   ,   0,    ,    0,    0,    0,    0, 
WP, 08, 2003071106, 03, CLIP,  36, 113N, 1430E,  44,    0,   ,   0,    ,    0,    0,    0,    0, 
