WP, 98, 2012081912, 03, AVNO, 000, 205N, 1495E,  25, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 006, 213N, 1476E,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 012, 213N, 1449E,  25, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 018, 189N, 1431E,  28, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 024, 190N, 1428E,  28, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 030, 195N, 1425E,  30, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 036, 199N, 1420E,  33, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 042, 200N, 1408E,  33,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 048, 198N, 1403E,  33,  999, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 054, 201N, 1394E,  37,  996, XX,  34, NEQ, 0092, 0125, 0126, 0000
WP, 98, 2012081912, 03, AVNO, 060, 197N, 1384E,  40,  996, XX,  34, NEQ, 0140, 0129, 0110, 0000
WP, 98, 2012081912, 03, AVNO, 066, 196N, 1381E,  45,  992, XX,  34, NEQ, 0163, 0107, 0138, 0144
WP, 98, 2012081912, 03, AVNO, 072, 197N, 1376E,  49,  993, XX,  34, NEQ, 0123, 0134, 0168, 0113
WP, 98, 2012081912, 03, AVNO, 078, 200N, 1371E,  52,  989, XX,  34, NEQ, 0162, 0169, 0169, 0128
WP, 98, 2012081912, 03, AVNO, 078, 200N, 1371E,  52,  989, XX,  50, NEQ, 0079, 0078, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 084, 201N, 1366E,  51,  989, XX,  34, NEQ, 0193, 0205, 0170, 0127
WP, 98, 2012081912, 03, AVNO, 084, 201N, 1366E,  51,  989, XX,  50, NEQ, 0098, 0080, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 090, 205N, 1361E,  54,  985, XX,  34, NEQ, 0195, 0187, 0211, 0179
WP, 98, 2012081912, 03, AVNO, 090, 205N, 1361E,  54,  985, XX,  50, NEQ, 0085, 0081, 0000, 0000
WP, 98, 2012081912, 03, AVNO, 096, 207N, 1354E,  59,  985, XX,  34, NEQ, 0229, 0190, 0186, 0202
WP, 98, 2012081912, 03, AVNO, 096, 207N, 1354E,  59,  985, XX,  50, NEQ, 0084, 0099, 0077, 0000
WP, 98, 2012081912, 03, AVNO, 102, 213N, 1347E,  61,  980, XX,  34, NEQ, 0202, 0226, 0227, 0166
WP, 98, 2012081912, 03, AVNO, 102, 213N, 1347E,  61,  980, XX,  50, NEQ, 0102, 0118, 0082, 0081
WP, 98, 2012081912, 03, AVNO, 108, 217N, 1339E,  69,  979, XX,  34, NEQ, 0255, 0305, 0229, 0234
WP, 98, 2012081912, 03, AVNO, 108, 217N, 1339E,  69,  979, XX,  50, NEQ, 0100, 0093, 0086, 0090
WP, 98, 2012081912, 03, AVNO, 108, 217N, 1339E,  69,  979, XX,  64, NEQ, 0072, 0068, 0000, 0054
WP, 98, 2012081912, 03, AVNO, 114, 221N, 1333E,  72,  974, XX,  34, NEQ, 0279, 0277, 0229, 0235
WP, 98, 2012081912, 03, AVNO, 114, 221N, 1333E,  72,  974, XX,  50, NEQ, 0095, 0139, 0099, 0097
WP, 98, 2012081912, 03, AVNO, 114, 221N, 1333E,  72,  974, XX,  64, NEQ, 0070, 0083, 0068, 0071
WP, 98, 2012081912, 03, AVNO, 120, 224N, 1326E,  77,  973, XX,  34, NEQ, 0247, 0287, 0244, 0246
WP, 98, 2012081912, 03, AVNO, 120, 224N, 1326E,  77,  973, XX,  50, NEQ, 0104, 0142, 0119, 0101
WP, 98, 2012081912, 03, AVNO, 120, 224N, 1326E,  77,  973, XX,  64, NEQ, 0084, 0076, 0075, 0077
WP, 98, 2012081912, 03, AVNO, 126, 226N, 1320E,  80,  967, XX,  34, NEQ, 0296, 0275, 0244, 0269
WP, 98, 2012081912, 03, AVNO, 126, 226N, 1320E,  80,  967, XX,  50, NEQ, 0102, 0139, 0137, 0114
WP, 98, 2012081912, 03, AVNO, 126, 226N, 1320E,  80,  967, XX,  64, NEQ, 0083, 0089, 0086, 0085
WP, 98, 2012081912, 03, AVNO, 132, 229N, 1315E,  78,  967, XX,  34, NEQ, 0221, 0311, 0276, 0234
WP, 98, 2012081912, 03, AVNO, 132, 229N, 1315E,  78,  967, XX,  50, NEQ, 0116, 0154, 0166, 0109
WP, 98, 2012081912, 03, AVNO, 132, 229N, 1315E,  78,  967, XX,  64, NEQ, 0092, 0100, 0089, 0086
WP, 98, 2012081912, 03, AVNO, 138, 231N, 1310E,  80,  962, XX,  34, NEQ, 0226, 0298, 0283, 0221
WP, 98, 2012081912, 03, AVNO, 138, 231N, 1310E,  80,  962, XX,  50, NEQ, 0139, 0166, 0166, 0120
WP, 98, 2012081912, 03, AVNO, 138, 231N, 1310E,  80,  962, XX,  64, NEQ, 0101, 0095, 0089, 0094
WP, 98, 2012081912, 03, AVNO, 144, 233N, 1305E,  79,  962, XX,  34, NEQ, 0236, 0298, 0292, 0225
WP, 98, 2012081912, 03, AVNO, 144, 233N, 1305E,  79,  962, XX,  50, NEQ, 0120, 0175, 0169, 0112
WP, 98, 2012081912, 03, AVNO, 144, 233N, 1305E,  79,  962, XX,  64, NEQ, 0096, 0109, 0089, 0091
WP, 98, 2012081912, 03, AVNO, 150, 235N, 1300E,  82,  959, XX,  34, NEQ, 0275, 0348, 0321, 0241
WP, 98, 2012081912, 03, AVNO, 150, 235N, 1300E,  82,  959, XX,  50, NEQ, 0139, 0173, 0180, 0127
WP, 98, 2012081912, 03, AVNO, 150, 235N, 1300E,  82,  959, XX,  64, NEQ, 0090, 0098, 0107, 0087
WP, 98, 2012081912, 03, AVNO, 156, 239N, 1299E,  80,  959, XX,  34, NEQ, 0265, 0350, 0304, 0247
WP, 98, 2012081912, 03, AVNO, 156, 239N, 1299E,  80,  959, XX,  50, NEQ, 0172, 0188, 0175, 0110
WP, 98, 2012081912, 03, AVNO, 156, 239N, 1299E,  80,  959, XX,  64, NEQ, 0097, 0119, 0099, 0083
WP, 98, 2012081912, 03, AVNO, 162, 243N, 1294E,  85,  955, XX,  34, NEQ, 0272, 0349, 0326, 0255
WP, 98, 2012081912, 03, AVNO, 162, 243N, 1294E,  85,  955, XX,  50, NEQ, 0171, 0192, 0175, 0135
WP, 98, 2012081912, 03, AVNO, 162, 243N, 1294E,  85,  955, XX,  64, NEQ, 0099, 0108, 0098, 0093
WP, 98, 2012081912, 03, AVNO, 168, 248N, 1290E,  79,  956, XX,  34, NEQ, 0290, 0347, 0324, 0264
WP, 98, 2012081912, 03, AVNO, 168, 248N, 1290E,  79,  956, XX,  50, NEQ, 0178, 0189, 0171, 0116
WP, 98, 2012081912, 03, AVNO, 168, 248N, 1290E,  79,  956, XX,  64, NEQ, 0120, 0120, 0084, 0102
WP, 98, 2012081912, 03, AVNO, 174, 255N, 1286E,  81,  955, XX,  34, NEQ, 0304, 0348, 0308, 0269
WP, 98, 2012081912, 03, AVNO, 174, 255N, 1286E,  81,  955, XX,  50, NEQ, 0192, 0191, 0184, 0150
WP, 98, 2012081912, 03, AVNO, 174, 255N, 1286E,  81,  955, XX,  64, NEQ, 0087, 0105, 0102, 0000
WP, 98, 2012081912, 03, AVNO, 180, 265N, 1284E,  79,  956, XX,  34, NEQ, 0312, 0349, 0336, 0223
