SH, 01, 2021112206, 01, CARQ,   0, 133S, 1082E,  35,  995, XX,  34, NEQ,   25,   20,   35,   30, 1005,   85,  20,   0,   0,   S,   0,   X, 150,   6,      PADDY, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH012022, JTWC, NCEP_TCVITALS, 
SH, 01, 2021112206, 01, CARQ,   0, 133S, 1082E,  35,  995, XX,  50, NEQ,    0,    0,    0,    0, 1005,   85,  20,   0,   0,   S,   0,   X, 150,   6,      PADDY, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH012022, JTWC, NCEP_TCVITALS, 
SH, 01, 2021112206, 01, CARQ,   0, 133S, 1082E,  35,  995, XX,  64, NEQ,    0,    0,    0,    0, 1005,   85,  20,   0,   0,   S,   0,   X, 150,   6,      PADDY, S,   ,    ,    ,    ,    ,    ,      TCGP EXTRA DATA, SH012022, JTWC, NCEP_TCVITALS, 
SH, 01, 2021112206, 03, AC00, 000, 131S, 1079E,  52,  995, XX,  34, NEQ, 0070, 0054, 0073, 0070
SH, 01, 2021112206, 03, AC00, 000, 131S, 1079E,  52,  995, XX,  50, NEQ, 0040, 0000, 0000, 0000
SH, 01, 2021112206, 03, AC00, 006, 137S, 1082E,  46,  998, XX,  34, NEQ, 0050, 0048, 0036, 0000
SH, 01, 2021112206, 03, AC00, 012, 139S, 1078E,  40,  996, XX,  34, NEQ, 0000, 0041, 0047, 0000
SH, 01, 2021112206, 03, AC00, 018, 141S, 1073E,  37,  999, XX,  34, NEQ, 0000, 0056, 0039, 0034
SH, 01, 2021112206, 03, AC00, 024, 143S, 1070E,  32, 1000, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 01, 2021112206, 03, AC00, 030, 145S, 1067E,  33, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 01, 2021112206, 03, AC00, 036, 145S, 1063E,  29, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 01, 2021112206, 03, AC00, 042, 144S, 1059E,  28, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 01, 2021112206, 03, AC00, 048, 144S, 1053E,  30, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 01, 2021112206, 03, AC00, 054, 142S, 1048E,  29, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 01, 2021112206, 03, AC00, 060, 140S, 1043E,  26, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 01, 2021112206, 03, AC00, 066, 139S, 1036E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 01, 2021112206, 03, AC00, 072, 140S, 1028E,  24, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
