WP, 02, 2012032900, 03, AVNO, 000,  96N, 1123E,  28, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032900, 03, AVNO, 006,  96N, 1123E,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032900, 03, AVNO, 012,  95N, 1120E,  28, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032900, 03, AVNO, 018,  90N, 1115E,  25, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032900, 03, AVNO, 024,  92N, 1115E,  29, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032900, 03, AVNO, 030,  95N, 1116E,  35, 1003, XX,  34, NEQ, 0000, 0085, 0000, 0000
WP, 02, 2012032900, 03, AVNO, 036,  97N, 1117E,  40, 1002, XX,  34, NEQ, 0080, 0096, 0083, 0093
WP, 02, 2012032900, 03, AVNO, 042,  98N, 1113E,  44, 1001, XX,  34, NEQ, 0102, 0090, 0090, 0104
WP, 02, 2012032900, 03, AVNO, 048,  99N, 1109E,  52, 1001, XX,  34, NEQ, 0106, 0080, 0085, 0110
WP, 02, 2012032900, 03, AVNO, 048,  99N, 1109E,  52, 1001, XX,  50, NEQ, 0000, 0000, 0000, 0066
WP, 02, 2012032900, 03, AVNO, 054,  96N, 1104E,  63, 1000, XX,  34, NEQ, 0115, 0107, 0103, 0124
WP, 02, 2012032900, 03, AVNO, 054,  96N, 1104E,  63, 1000, XX,  50, NEQ, 0053, 0061, 0057, 0071
WP, 02, 2012032900, 03, AVNO, 060,  96N, 1102E,  63, 1001, XX,  34, NEQ, 0089, 0099, 0098, 0121
WP, 02, 2012032900, 03, AVNO, 060,  96N, 1102E,  63, 1001, XX,  50, NEQ, 0054, 0052, 0058, 0070
WP, 02, 2012032900, 03, AVNO, 066,  97N, 1101E,  60, 1001, XX,  34, NEQ, 0082, 0077, 0079, 0115
WP, 02, 2012032900, 03, AVNO, 066,  97N, 1101E,  60, 1001, XX,  50, NEQ, 0000, 0053, 0058, 0061
WP, 02, 2012032900, 03, AVNO, 072, 101N, 1098E,  61, 1002, XX,  34, NEQ, 0080, 0079, 0071, 0087
WP, 02, 2012032900, 03, AVNO, 072, 101N, 1098E,  61, 1002, XX,  50, NEQ, 0049, 0052, 0046, 0063
WP, 02, 2012032900, 03, AVNO, 078, 107N, 1093E,  53, 1002, XX,  34, NEQ, 0077, 0099, 0074, 0042
WP, 02, 2012032900, 03, AVNO, 078, 107N, 1093E,  53, 1002, XX,  50, NEQ, 0045, 0045, 0045, 0030
WP, 02, 2012032900, 03, AVNO, 084, 108N, 1088E,  43, 1005, XX,  34, NEQ, 0064, 0049, 0090, 0000
WP, 02, 2012032900, 03, AVNO, 090, 109N, 1084E,  36, 1006, XX,  34, NEQ, 0000, 0000, 0059, 0000
WP, 02, 2012032900, 03, AVNO, 096, 112N, 1084E,  35, 1008, XX,  34, NEQ, 0000, 0060, 0000, 0000
WP, 02, 2012032900, 03, AVNO, 102, 120N, 1086E,  31, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032900, 03, AVNO, 108, 127N, 1086E,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032900, 03, AVNO, 114, 129N, 1082E,  23, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 000,  98N, 1120E,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 006,  97N, 1118E,  30, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 012,  92N, 1115E,  27, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 018,  93N, 1113E,  30, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 024,  95N, 1115E,  35, 1003, XX,  34, NEQ, 0000, 0091, 0094, 0000
WP, 02, 2012032906, 03, AVNO, 030,  98N, 1115E,  42, 1002, XX,  34, NEQ, 0093, 0094, 0090, 0112
WP, 02, 2012032906, 03, AVNO, 036,  99N, 1113E,  43, 1002, XX,  34, NEQ, 0088, 0092, 0094, 0103
WP, 02, 2012032906, 03, AVNO, 042,  98N, 1112E,  50, 1001, XX,  34, NEQ, 0095, 0094, 0095, 0121
WP, 02, 2012032906, 03, AVNO, 048, 101N, 1110E,  58, 1000, XX,  34, NEQ, 0121, 0096, 0089, 0131
WP, 02, 2012032906, 03, AVNO, 048, 101N, 1110E,  58, 1000, XX,  50, NEQ, 0064, 0064, 0062, 0083
WP, 02, 2012032906, 03, AVNO, 054, 102N, 1107E,  60, 1001, XX,  34, NEQ, 0121, 0077, 0083, 0129
WP, 02, 2012032906, 03, AVNO, 054, 102N, 1107E,  60, 1001, XX,  50, NEQ, 0057, 0059, 0055, 0066
WP, 02, 2012032906, 03, AVNO, 060, 102N, 1101E,  60, 1001, XX,  34, NEQ, 0109, 0078, 0076, 0113
WP, 02, 2012032906, 03, AVNO, 060, 102N, 1101E,  60, 1001, XX,  50, NEQ, 0051, 0050, 0049, 0063
WP, 02, 2012032906, 03, AVNO, 066, 104N, 1097E,  55, 1003, XX,  34, NEQ, 0073, 0063, 0062, 0096
WP, 02, 2012032906, 03, AVNO, 066, 104N, 1097E,  55, 1003, XX,  50, NEQ, 0058, 0040, 0000, 0037
WP, 02, 2012032906, 03, AVNO, 072, 107N, 1089E,  43, 1004, XX,  34, NEQ, 0067, 0066, 0053, 0000
WP, 02, 2012032906, 03, AVNO, 078, 108N, 1084E,  36, 1006, XX,  34, NEQ, 0065, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 084, 110N, 1082E,  28, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 090, 112N, 1083E,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 096, 118N, 1085E,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 102, 124N, 1085E,  24, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 108, 126N, 1085E,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
WP, 02, 2012032906, 03, AVNO, 114, 129N, 1085E,  21, 1012, XX,  34, NEQ, 0000, 0000, 0000, 0000
