AL, 23, 2020091500, 01, CARQ, -24,  85N,  146W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 23, 2020091500, 01, CARQ, -18,  85N,  166W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 23, 2020091500, 01, CARQ, -12,  86N,  175W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 276,   9,     INVEST,  , 
AL, 23, 2020091500, 01, CARQ,  -6,  87N,  185W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 23, 2020091500, 01, CARQ,   0,  86N,  195W,  25, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1012,   90,  30,   0,   0,   L,   0,   X, 270,  10,     INVEST, S, 
AL, 23, 2020091500, 01, CARQ,   0,  86N,  195W,  25, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1012,   90,  30,   0,   0,   L,   0,   X, 270,  10,     INVEST, S, 
AL, 23, 2020091500, 01, CARQ,   0,  86N,  195W,  25, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1012,   90,  30,   0,   0,   L,   0,   X, 270,  10,     INVEST, S, 
AL, 23, 2020091500, 03, CEMN,   0,  83N,  189W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,   6,  84N,  194W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  12,  87N,  199W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  18,  92N,  205W,  27, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  24,  98N,  212W,  28, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  30, 105N,  219W,  25, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  36, 109N,  228W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  42, 110N,  239W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  48, 114N,  250W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  54, 117N,  261W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  60, 119N,  277W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  66, 121N,  292W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  72, 122N,  305W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  78, 121N,  318W,  25, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  84, 122N,  331W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  90, 124N,  346W,  25, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN,  96, 127N,  362W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 102, 129N,  376W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 108, 131N,  392W,  28, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 114, 133N,  404W,  28, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 120, 138N,  416W,  29, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 126, 145N,  426W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 132, 152N,  435W,  31, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 138, 160N,  443W,  32, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 144, 170N,  448W,  33, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 150, 180N,  453W,  35, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 156, 189N,  458W,  37, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 162, 197N,  462W,  38, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 168, 205N,  465W,  39, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 174, 213N,  466W,  40,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 180, 221N,  468W,  41, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 186, 231N,  468W,  41,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 192, 239N,  469W,  39, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 198, 247N,  469W,  39, 1000, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 204, 253N,  469W,  38, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 210, 251N,  486W,  37, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 216, 257N,  485W,  35, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 222, 263N,  484W,  36, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 228, 270N,  481W,  36, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 234, 279N,  484W,  36, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CEMN, 240, 289N,  482W,  37, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CLP5,  12,  87N,  218W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CLP5,  24,  91N,  240W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CLP5,  36,  94N,  264W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CLP5,  48, 101N,  290W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CLP5,  60, 101N,  317W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CLP5,  72, 102N,  343W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 23, 2020091500, 03, CLP5,  84, 109N,  376W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
