SH, 09, 2013011218, 03, JTWC,   0, 118S,  805E,  35,    0, DB,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC,   3, 118S,  804E,  35,    0, DB,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,   0,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC,  12, 118S,  802E,  40,    0, TS,  34, NEQ,   25,   30,   30,   25,    0,    0,   0,  50,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC,  24, 119S,  800E,  45,    0, TS,  34, NEQ,   30,   35,   35,   30,    0,    0,   0,  55,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC,  36, 124S,  797E,  50,    0, TS,  34, NEQ,   35,   40,   40,   35,    0,    0,   0,  65,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC,  48, 129S,  794E,  55,    0, TS,  34, NEQ,   40,   45,   45,   40,    0,    0,   0,  70,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC,  48, 129S,  794E,  55,    0, TS,  50, NEQ,   15,   15,   15,   15,    0,    0,   0,  70,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC,  72, 137S,  789E,  60,    0, TS,  34, NEQ,   50,   55,   55,   50,    0,    0,   0,  75,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC,  72, 137S,  789E,  60,    0, TS,  50, NEQ,   20,   20,   20,   20,    0,    0,   0,  75,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC,  96, 145S,  779E,  60,    0, TS,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  75,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, JTWC, 120, 151S,  767E,  60,    0, TS,  34, NEQ,    0,    0,    0,    0,    0,    0,   0,  75,   0,    ,   0, JDC,   0,   0, 
SH, 09, 2013011218, 03, NGPS, 000, 116S,  806E,  31, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 09, 2013011218, 03, NGPS, 006, 117S,  805E,  33, 1003, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 09, 2013011218, 03, NGPS, 012, 117S,  800E,  36, 1002, XX,  34, NEQ, 0000, 0000, 0096, 0000
SH, 09, 2013011218, 03, NGPS, 018, 116S,  797E,  35, 1001, XX,  34, NEQ, 0000, 0000, 0000, 0101
SH, 09, 2013011218, 03, NGPS, 024, 118S,  794E,  33, 1002, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 09, 2013011218, 03, NGPS, 030, 119S,  791E,  35, 1001, XX,  34, NEQ, 0000, 0080, 0078, 0000
SH, 09, 2013011218, 03, NGPS, 036, 123S,  787E,  37, 1000, XX,  34, NEQ, 0000, 0089, 0095, 0000
SH, 09, 2013011218, 03, NGPS, 042, 126S,  784E,  35, 1000, XX,  34, NEQ, 0000, 0092, 0106, 0000
SH, 09, 2013011218, 03, NGPS, 048, 129S,  782E,  40, 1001, XX,  34, NEQ, 0000, 0105, 0063, 0000
SH, 09, 2013011218, 03, NGPS, 054, 130S,  781E,  43, 1000, XX,  34, NEQ, 0000, 0111, 0118, 0073
SH, 09, 2013011218, 03, NGPS, 060, 131S,  781E,  41, 1000, XX,  34, NEQ, 0112, 0105, 0142, 0084
SH, 09, 2013011218, 03, NGPS, 066, 132S,  784E,  45,  998, XX,  34, NEQ, 0083, 0069, 0130, 0000
SH, 09, 2013011218, 03, NGPS, 072, 135S,  785E,  52,  999, XX,  34, NEQ, 0084, 0119, 0184, 0081
SH, 09, 2013011218, 03, NGPS, 072, 135S,  785E,  52,  999, XX,  50, NEQ, 0000, 0000, 0059, 0000
SH, 09, 2013011218, 03, NGPS, 078, 139S,  786E,  53,  999, XX,  34, NEQ, 0062, 0121, 0123, 0109
SH, 09, 2013011218, 03, NGPS, 078, 139S,  786E,  53,  999, XX,  50, NEQ, 0000, 0000, 0067, 0070
SH, 09, 2013011218, 03, NGPS, 084, 142S,  782E,  46,  998, XX,  34, NEQ, 0062, 0170, 0118, 0140
