EP, 81, 2008052318, 01, CARQ, -24, 110N,  952W,  20,    0, TD,  34, AAA,    0,    0,    0,    0, 
EP, 81, 2008052318, 01, CARQ, -18, 110N,  964W,  25,    0, TD,  34, AAA,    0,    0,    0,    0, 
EP, 81, 2008052318, 01, CARQ, -12, 110N,  976W,  25,    0, TD,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 270,  12, 
EP, 81, 2008052318, 01, CARQ,  -6, 110N,  988W,  25,    0, TD,  34, AAA,    0,    0,    0,    0, 
EP, 81, 2008052318, 01, CARQ,   0, 110N, 1000W,  30, 1009, TD,  34, NEQ,    0,    0,    0,    0, 1012,  150,  50,   0,   0,   E,   0,   X, 270,  12,       TEST, D, 
EP, 81, 2008052318, 01, CARQ,   0, 110N, 1000W,  30, 1009, TD,  50, NEQ,    0,    0,    0,    0, 1012,  150,  50,   0,   0,   E,   0,   X, 270,  12,       TEST, D, 
EP, 81, 2008052318, 01, CARQ,   0, 110N, 1000W,  30, 1009, TD,  64, NEQ,    0,    0,    0,    0, 1012,  150,  50,   0,   0,   E,   0,   X, 270,  12,       TEST, D, 
EP, 81, 2008052318, 03, BAMD,  12, 104N, 1004W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMD,  24,  97N, 1015W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMD,  36,  91N, 1029W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMD,  48,  87N, 1043W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMD,  60,  88N, 1054W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMD,  72,  92N, 1062W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMD,  84,  97N, 1068W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMD,  96, 102N, 1073W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMD, 108, 106N, 1079W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMD, 120, 107N, 1087W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM,  12, 102N,  999W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM,  24,  95N, 1006W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM,  36,  90N, 1015W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM,  48,  88N, 1023W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM,  60,  90N, 1030W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM,  72,  94N, 1033W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM,  84,  99N, 1034W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM,  96,  99N, 1033W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM, 108,  96N, 1032W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMM, 120,  90N, 1033W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS,  12,  98N,  981W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS,  24,  86N,  974W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS,  36,  80N,  968W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS,  48,  80N,  961W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS,  60,  89N,  951W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS,  72,  95N,  937W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS,  84,  93N,  922W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS,  96,  85N,  911W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS, 108,  81N,  903W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, BAMS, 120,  82N,  902W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLIP,  12, 111N, 1022W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLIP,  24, 115N, 1040W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLIP,  36, 121N, 1055W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLIP,  48, 124N, 1076W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLIP,  60, 125N, 1099W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLIP,  72, 123N, 1115W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5,  12, 112N, 1023W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5,  24, 117N, 1045W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5,  36, 123N, 1066W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5,  48, 130N, 1085W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5,  60, 136N, 1108W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5,  72, 141N, 1130W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5,  84, 145N, 1150W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5,  96, 150N, 1169W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5, 108, 155N, 1193W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, CLP5, 120, 160N, 1214W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP,   0, 110N, 1000W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP,  12, 102N,  999W,  36,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP,  24,  95N, 1006W,  42,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP,  36,  90N, 1015W,  46,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP,  48,  88N, 1023W,  50,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP,  60,  90N, 1030W,  51,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP,  72,  94N, 1033W,  51,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP,  84,  99N, 1034W,  53,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP,  96,  99N, 1033W,  57,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP, 108,  96N, 1032W,  58,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSHP, 120,  90N, 1033W,  60,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSNS,   0, 110N, 1000W,  30,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSNS,  12, 102N,  999W,  37,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSNS,  24,  95N, 1006W,  42,    0,   ,   0,    ,    0,    0,    0,    0, 
EP, 81, 2008052318, 03, DSNS,  36,  90N, 1015W,  46,    0,   ,   0,    ,    0,    0,    0,    0, 
