EP, 10, 2021073106, 01, CARQ, -24, 110N,  962W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 10, 2021073106, 01, CARQ, -18, 113N,  994W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 10, 2021073106, 01, CARQ, -12, 114N, 1008W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 274,  14,     INVEST,  , 
EP, 10, 2021073106, 01, CARQ,  -6, 115N, 1023W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 10, 2021073106, 01, CARQ,   0, 117N, 1040W,  20, 1010, LO,  34, NEQ,    0,    0,    0,    0, 1012,  150,  70,   0,   0,   E,   0,   X, 275,  16,     INVEST, S, 
EP, 10, 2021073106, 01, CARQ,   0, 117N, 1040W,  20, 1010, LO,  50, NEQ,    0,    0,    0,    0, 1012,  150,  70,   0,   0,   E,   0,   X, 275,  16,     INVEST, S, 
EP, 10, 2021073106, 01, CARQ,   0, 117N, 1040W,  20, 1010, LO,  64, NEQ,    0,    0,    0,    0, 1012,  150,  70,   0,   0,   E,   0,   X, 275,  16,     INVEST, S, 
EP, 10, 2021073106, 03, AC00,   0, 116N, 1039W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,   6, 118N, 1055W,  18, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  12, 122N, 1065W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  18, 126N, 1069W,  21, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  24, 136N, 1082W,  28, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  30, 142N, 1093W,  29, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  36, 148N, 1107W,  25, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  42, 156N, 1121W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  48, 161N, 1135W,  32, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  54, 162N, 1148W,  30, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  60, 166N, 1163W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  66, 169N, 1177W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 10, 2021073106, 03, AC00,  72, 170N, 1179W,  32, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
